sample_id,user,action,stem,segment_index,source_segment_index,dataset_id,label,valid_length,package_relative_dir,package_index,split,label_idx
user_3/action_0/user_3_action_0/segment_000106,user_3,0,user_3_action_0,106,106,5,H,343,user_3/action_0,3,train,7
user_3/action_0/user_3_action_0/segment_000107,user_3,0,user_3_action_0,107,107,5,Y,322,user_3/action_0,3,train,24
user_3/action_0/user_3_action_0/segment_000108,user_3,0,user_3_action_0,108,108,5,Q,338,user_3/action_0,3,train,16
user_3/action_0/user_3_action_0/segment_000109,user_3,0,user_3_action_0,109,109,5,R,391,user_3/action_0,3,train,17
user_3/action_0/user_3_action_0/segment_000110,user_3,0,user_3_action_0,110,110,5,B,395,user_3/action_0,3,train,1
user_3/action_0/user_3_action_0/segment_000111,user_3,0,user_3_action_0,111,111,5,I,307,user_3/action_0,3,train,8
user_3/action_0/user_3_action_0/segment_000112,user_3,0,user_3_action_0,112,112,5,M,353,user_3/action_0,3,train,12
user_3/action_0/user_3_action_0/segment_000113,user_3,0,user_3_action_0,113,113,5,Z,275,user_3/action_0,3,train,25
user_3/action_0/user_3_action_0/segment_000114,user_3,0,user_3_action_0,114,114,5,G,356,user_3/action_0,3,train,6
user_3/action_0/user_3_action_0/segment_000115,user_3,0,user_3_action_0,115,115,5,W,359,user_3/action_0,3,train,22
user_3/action_0/user_3_action_0/segment_000116,user_3,0,user_3_action_0,116,116,5,S,284,user_3/action_0,3,train,18
user_3/action_0/user_3_action_0/segment_000117,user_3,0,user_3_action_0,117,117,5,E,392,user_3/action_0,3,train,4
user_3/action_0/user_3_action_0/segment_000118,user_3,0,user_3_action_0,118,118,5,N,344,user_3/action_0,3,train,13
user_4/action_0/user_4_action_0/segment_000000,user_4,0,user_4_action_0,0,0,1,S,232,user_4/action_0,4,train,18
user_4/action_0/user_4_action_0/segment_000001,user_4,0,user_4_action_0,1,1,1,L,216,user_4/action_0,4,train,11
user_4/action_0/user_4_action_0/segment_000002,user_4,0,user_4_action_0,2,2,1,T,220,user_4/action_0,4,train,19
user_4/action_0/user_4_action_0/segment_000003,user_4,0,user_4_action_0,3,3,1,F,304,user_4/action_0,4,train,5
user_4/action_0/user_4_action_0/segment_000004,user_4,0,user_4_action_0,4,4,1,J,267,user_4/action_0,4,train,9
user_4/action_0/user_4_action_0/segment_000005,user_4,0,user_4_action_0,5,5,1,B,360,user_4/action_0,4,train,1
user_4/action_0/user_4_action_0/segment_000006,user_4,0,user_4_action_0,6,6,1,X,300,user_4/action_0,4,train,23
user_4/action_0/user_4_action_0/segment_000007,user_4,0,user_4_action_0,7,7,1,E,364,user_4/action_0,4,train,4
user_4/action_0/user_4_action_0/segment_000008,user_4,0,user_4_action_0,8,8,1,U,259,user_4/action_0,4,train,20
user_4/action_0/user_4_action_0/segment_000009,user_4,0,user_4_action_0,9,9,1,N,337,user_4/action_0,4,train,13
user_4/action_0/user_4_action_0/segment_000010,user_4,0,user_4_action_0,10,10,1,M,417,user_4/action_0,4,train,12
user_4/action_0/user_4_action_0/segment_000011,user_4,0,user_4_action_0,11,11,1,G,355,user_4/action_0,4,train,6
user_4/action_0/user_4_action_0/segment_000012,user_4,0,user_4_action_0,12,12,1,Z,281,user_4/action_0,4,train,25
user_4/action_0/user_4_action_0/segment_000013,user_4,0,user_4_action_0,13,13,1,Y,355,user_4/action_0,4,train,24
user_4/action_0/user_4_action_0/segment_000014,user_4,0,user_4_action_0,14,14,1,R,403,user_4/action_0,4,train,17
user_4/action_0/user_4_action_0/segment_000015,user_4,0,user_4_action_0,15,15,1,C,367,user_4/action_0,4,train,2
user_4/action_0/user_4_action_0/segment_000016,user_4,0,user_4_action_0,16,16,1,O,303,user_4/action_0,4,train,14
user_4/action_0/user_4_action_0/segment_000017,user_4,0,user_4_action_0,17,17,1,I,235,user_4/action_0,4,train,8
user_4/action_0/user_4_action_0/segment_000018,user_4,0,user_4_action_0,18,18,1,D,293,user_4/action_0,4,train,3
user_4/action_0/user_4_action_0/segment_000019,user_4,0,user_4_action_0,19,19,1,H,397,user_4/action_0,4,train,7
user_4/action_0/user_4_action_0/segment_000020,user_4,0,user_4_action_0,20,20,1,W,431,user_4/action_0,4,train,22
user_4/action_0/user_4_action_0/segment_000021,user_4,0,user_4_action_0,21,21,1,Q,344,user_4/action_0,4,train,16
user_4/action_0/user_4_action_0/segment_000022,user_4,0,user_4_action_0,22,22,1,A,366,user_4/action_0,4,train,0
user_4/action_0/user_4_action_0/segment_000023,user_4,0,user_4_action_0,23,23,1,P,304,user_4/action_0,4,train,15
user_4/action_0/user_4_action_0/segment_000024,user_4,0,user_4_action_0,24,24,1,K,327,user_4/action_0,4,train,10
user_4/action_0/user_4_action_0/segment_000025,user_4,0,user_4_action_0,25,25,1,V,239,user_4/action_0,4,train,21
user_4/action_0/user_4_action_0/segment_000026,user_4,0,user_4_action_0,26,26,2,a,292,user_4/action_0,4,train,26
user_4/action_0/user_4_action_0/segment_000027,user_4,0,user_4_action_0,27,27,2,g,299,user_4/action_0,4,train,32
user_4/action_0/user_4_action_0/segment_000028,user_4,0,user_4_action_0,28,28,2,m,321,user_4/action_0,4,train,38
user_4/action_0/user_4_action_0/segment_000029,user_4,0,user_4_action_0,29,29,2,h,262,user_4/action_0,4,train,33
user_4/action_0/user_4_action_0/segment_000030,user_4,0,user_4_action_0,30,30,2,r,243,user_4/action_0,4,train,43
user_4/action_0/user_4_action_0/segment_000031,user_4,0,user_4_action_0,31,31,2,v,237,user_4/action_0,4,train,47
user_4/action_0/user_4_action_0/segment_000032,user_4,0,user_4_action_0,32,32,2,e,280,user_4/action_0,4,train,30
user_4/action_0/user_4_action_0/segment_000033,user_4,0,user_4_action_0,33,33,2,q,289,user_4/action_0,4,train,42
user_4/action_0/user_4_action_0/segment_000034,user_4,0,user_4_action_0,34,34,2,d,304,user_4/action_0,4,train,29
user_4/action_0/user_4_action_0/segment_000035,user_4,0,user_4_action_0,35,35,2,y,256,user_4/action_0,4,train,50
user_4/action_0/user_4_action_0/segment_000036,user_4,0,user_4_action_0,36,36,2,j,293,user_4/action_0,4,train,35
user_4/action_0/user_4_action_0/segment_000037,user_4,0,user_4_action_0,37,37,2,i,267,user_4/action_0,4,train,34
user_4/action_0/user_4_action_0/segment_000038,user_4,0,user_4_action_0,38,38,2,b,289,user_4/action_0,4,train,27
user_4/action_0/user_4_action_0/segment_000039,user_4,0,user_4_action_0,39,39,2,s,247,user_4/action_0,4,train,44
user_4/action_0/user_4_action_0/segment_000040,user_4,0,user_4_action_0,40,40,2,o,241,user_4/action_0,4,train,40
user_4/action_0/user_4_action_0/segment_000041,user_4,0,user_4_action_0,41,41,2,k,242,user_4/action_0,4,train,36
user_4/action_0/user_4_action_0/segment_000042,user_4,0,user_4_action_0,42,42,2,t,237,user_4/action_0,4,train,45
user_4/action_0/user_4_action_0/segment_000043,user_4,0,user_4_action_0,43,43,2,w,306,user_4/action_0,4,train,48
user_4/action_0/user_4_action_0/segment_000044,user_4,0,user_4_action_0,44,44,2,c,199,user_4/action_0,4,train,28
user_4/action_0/user_4_action_0/segment_000045,user_4,0,user_4_action_0,45,45,2,p,274,user_4/action_0,4,train,41
user_4/action_0/user_4_action_0/segment_000046,user_4,0,user_4_action_0,46,46,2,l,203,user_4/action_0,4,train,37
user_4/action_0/user_4_action_0/segment_000047,user_4,0,user_4_action_0,47,47,2,u,279,user_4/action_0,4,train,46
user_4/action_0/user_4_action_0/segment_000048,user_4,0,user_4_action_0,48,48,3,A,318,user_4/action_0,4,train,0
user_4/action_0/user_4_action_0/segment_000049,user_4,0,user_4_action_0,49,49,3,G,339,user_4/action_0,4,train,6
user_4/action_0/user_4_action_0/segment_000050,user_4,0,user_4_action_0,50,50,3,M,368,user_4/action_0,4,train,12
user_4/action_0/user_4_action_0/segment_000051,user_4,0,user_4_action_0,51,51,3,H,337,user_4/action_0,4,train,7
user_4/action_0/user_4_action_0/segment_000052,user_4,0,user_4_action_0,52,52,3,R,364,user_4/action_0,4,train,17
user_4/action_0/user_4_action_0/segment_000053,user_4,0,user_4_action_0,53,53,3,V,230,user_4/action_0,4,train,21
user_4/action_0/user_4_action_0/segment_000054,user_4,0,user_4_action_0,54,54,3,E,369,user_4/action_0,4,train,4
user_4/action_0/user_4_action_0/segment_000055,user_4,0,user_4_action_0,55,55,3,Q,323,user_4/action_0,4,train,16
user_4/action_0/user_4_action_0/segment_000056,user_4,0,user_4_action_0,56,56,3,D,301,user_4/action_0,4,train,3
user_4/action_0/user_4_action_0/segment_000057,user_4,0,user_4_action_0,57,57,3,Y,334,user_4/action_0,4,train,24
user_4/action_0/user_4_action_0/segment_000058,user_4,0,user_4_action_0,58,58,3,J,235,user_4/action_0,4,train,9
user_4/action_0/user_4_action_0/segment_000059,user_4,0,user_4_action_0,59,59,3,I,184,user_4/action_0,4,train,8
user_4/action_0/user_4_action_0/segment_000060,user_4,0,user_4_action_0,60,60,3,B,332,user_4/action_0,4,train,1
user_4/action_0/user_4_action_0/segment_000061,user_4,0,user_4_action_0,61,61,3,S,289,user_4/action_0,4,train,18
user_4/action_0/user_4_action_0/segment_000062,user_4,0,user_4_action_0,62,62,3,O,276,user_4/action_0,4,train,14
user_4/action_0/user_4_action_0/segment_000063,user_4,0,user_4_action_0,63,63,3,X,298,user_4/action_0,4,train,23
user_4/action_0/user_4_action_0/segment_000064,user_4,0,user_4_action_0,64,64,3,F,306,user_4/action_0,4,train,5
user_4/action_0/user_4_action_0/segment_000065,user_4,0,user_4_action_0,65,65,3,K,344,user_4/action_0,4,train,10
user_4/action_0/user_4_action_0/segment_000066,user_4,0,user_4_action_0,66,66,3,T,248,user_4/action_0,4,train,19
user_4/action_0/user_4_action_0/segment_000067,user_4,0,user_4_action_0,67,67,3,W,396,user_4/action_0,4,train,22
user_4/action_0/user_4_action_0/segment_000068,user_4,0,user_4_action_0,68,68,3,C,196,user_4/action_0,4,train,2
user_4/action_0/user_4_action_0/segment_000069,user_4,0,user_4_action_0,69,69,3,P,272,user_4/action_0,4,train,15
user_4/action_0/user_4_action_0/segment_000070,user_4,0,user_4_action_0,70,70,3,L,212,user_4/action_0,4,train,11
user_4/action_0/user_4_action_0/segment_000071,user_4,0,user_4_action_0,71,71,3,U,216,user_4/action_0,4,train,20
user_5/action_0/user_5_action_0/segment_000000,user_5,0,user_5_action_0,0,0,0,s,233,user_5/action_0,5,train,44
user_5/action_0/user_5_action_0/segment_000001,user_5,0,user_5_action_0,1,1,0,t,205,user_5/action_0,5,train,45
user_5/action_0/user_5_action_0/segment_000002,user_5,0,user_5_action_0,2,2,0,f,234,user_5/action_0,5,train,31
user_5/action_0/user_5_action_0/segment_000003,user_5,0,user_5_action_0,3,3,0,j,256,user_5/action_0,5,train,35
user_5/action_0/user_5_action_0/segment_000004,user_5,0,user_5_action_0,4,4,0,b,248,user_5/action_0,5,train,27
user_5/action_0/user_5_action_0/segment_000005,user_5,0,user_5_action_0,5,5,0,x,254,user_5/action_0,5,train,49
user_5/action_0/user_5_action_0/segment_000006,user_5,0,user_5_action_0,6,6,0,e,192,user_5/action_0,5,train,30
user_5/action_0/user_5_action_0/segment_000007,user_5,0,user_5_action_0,7,7,0,u,235,user_5/action_0,5,train,46
user_5/action_0/user_5_action_0/segment_000008,user_5,0,user_5_action_0,8,8,0,n,236,user_5/action_0,5,train,39
user_5/action_0/user_5_action_0/segment_000009,user_5,0,user_5_action_0,9,9,0,m,273,user_5/action_0,5,train,38
user_5/action_0/user_5_action_0/segment_000010,user_5,0,user_5_action_0,10,10,0,g,257,user_5/action_0,5,train,32
user_5/action_0/user_5_action_0/segment_000011,user_5,0,user_5_action_0,11,11,0,z,196,user_5/action_0,5,train,51
user_5/action_0/user_5_action_0/segment_000012,user_5,0,user_5_action_0,12,12,0,y,231,user_5/action_0,5,train,50
user_5/action_0/user_5_action_0/segment_000013,user_5,0,user_5_action_0,13,13,0,r,185,user_5/action_0,5,train,43
user_5/action_0/user_5_action_0/segment_000014,user_5,0,user_5_action_0,14,14,0,c,165,user_5/action_0,5,train,28
user_5/action_0/user_5_action_0/segment_000015,user_5,0,user_5_action_0,15,15,0,o,206,user_5/action_0,5,train,40
user_5/action_0/user_5_action_0/segment_000016,user_5,0,user_5_action_0,16,16,0,i,223,user_5/action_0,5,train,34
user_5/action_0/user_5_action_0/segment_000017,user_5,0,user_5_action_0,17,17,0,d,250,user_5/action_0,5,train,29
user_5/action_0/user_5_action_0/segment_000018,user_5,0,user_5_action_0,18,18,0,h,239,user_5/action_0,5,train,33
user_5/action_0/user_5_action_0/segment_000019,user_5,0,user_5_action_0,19,19,0,w,218,user_5/action_0,5,train,48
user_5/action_0/user_5_action_0/segment_000020,user_5,0,user_5_action_0,20,20,0,q,231,user_5/action_0,5,train,42
user_5/action_0/user_5_action_0/segment_000021,user_5,0,user_5_action_0,21,21,0,a,245,user_5/action_0,5,train,26
user_5/action_0/user_5_action_0/segment_000022,user_5,0,user_5_action_0,22,22,0,p,265,user_5/action_0,5,train,41
user_5/action_0/user_5_action_0/segment_000023,user_5,0,user_5_action_0,23,23,0,k,255,user_5/action_0,5,train,36
user_5/action_0/user_5_action_0/segment_000024,user_5,0,user_5_action_0,24,24,0,v,192,user_5/action_0,5,train,47
user_5/action_0/user_5_action_0/segment_000025,user_5,0,user_5_action_0,25,25,1,T,199,user_5/action_0,5,train,19
user_5/action_0/user_5_action_0/segment_000026,user_5,0,user_5_action_0,26,26,1,F,285,user_5/action_0,5,train,5
user_5/action_0/user_5_action_0/segment_000027,user_5,0,user_5_action_0,27,27,1,J,212,user_5/action_0,5,train,9
user_5/action_0/user_5_action_0/segment_000028,user_5,0,user_5_action_0,28,28,1,B,320,user_5/action_0,5,train,1
user_5/action_0/user_5_action_0/segment_000029,user_5,0,user_5_action_0,29,29,1,X,239,user_5/action_0,5,train,23
user_5/action_0/user_5_action_0/segment_000030,user_5,0,user_5_action_0,30,30,1,U,208,user_5/action_0,5,train,20
user_5/action_0/user_5_action_0/segment_000031,user_5,0,user_5_action_0,31,31,1,N,277,user_5/action_0,5,train,13
user_5/action_0/user_5_action_0/segment_000032,user_5,0,user_5_action_0,32,32,1,M,324,user_5/action_0,5,train,12
user_5/action_0/user_5_action_0/segment_000033,user_5,0,user_5_action_0,33,33,1,G,269,user_5/action_0,5,train,6
user_5/action_0/user_5_action_0/segment_000034,user_5,0,user_5_action_0,34,34,1,Z,218,user_5/action_0,5,train,25
user_5/action_0/user_5_action_0/segment_000035,user_5,0,user_5_action_0,35,35,1,Y,273,user_5/action_0,5,train,24
user_5/action_0/user_5_action_0/segment_000036,user_5,0,user_5_action_0,36,36,1,R,307,user_5/action_0,5,train,17
user_5/action_0/user_5_action_0/segment_000037,user_5,0,user_5_action_0,37,37,1,C,183,user_5/action_0,5,train,2
user_5/action_0/user_5_action_0/segment_000038,user_5,0,user_5_action_0,38,38,1,O,206,user_5/action_0,5,train,14
user_5/action_0/user_5_action_0/segment_000039,user_5,0,user_5_action_0,39,39,1,I,287,user_5/action_0,5,train,8
user_5/action_0/user_5_action_0/segment_000040,user_5,0,user_5_action_0,40,40,1,D,248,user_5/action_0,5,train,3
user_5/action_0/user_5_action_0/segment_000041,user_5,0,user_5_action_0,41,41,1,H,302,user_5/action_0,5,train,7
user_5/action_0/user_5_action_0/segment_000042,user_5,0,user_5_action_0,42,42,1,W,231,user_5/action_0,5,train,22
user_5/action_0/user_5_action_0/segment_000043,user_5,0,user_5_action_0,43,43,1,Q,288,user_5/action_0,5,train,16
user_5/action_0/user_5_action_0/segment_000044,user_5,0,user_5_action_0,44,44,1,A,279,user_5/action_0,5,train,0
user_5/action_0/user_5_action_0/segment_000045,user_5,0,user_5_action_0,45,45,1,P,239,user_5/action_0,5,train,15
user_5/action_0/user_5_action_0/segment_000046,user_5,0,user_5_action_0,46,46,1,K,231,user_5/action_0,5,train,10
user_5/action_0/user_5_action_0/segment_000047,user_5,0,user_5_action_0,47,47,1,V,179,user_5/action_0,5,train,21
user_5/action_0/user_5_action_0/segment_000048,user_5,0,user_5_action_0,48,48,2,g,241,user_5/action_0,5,train,32
user_5/action_0/user_5_action_0/segment_000049,user_5,0,user_5_action_0,49,49,2,v,202,user_5/action_0,5,train,47
user_5/action_0/user_5_action_0/segment_000050,user_5,0,user_5_action_0,50,50,2,q,223,user_5/action_0,5,train,42
user_5/action_0/user_5_action_0/segment_000051,user_5,0,user_5_action_0,51,51,2,f,240,user_5/action_0,5,train,31
user_5/action_0/user_5_action_0/segment_000052,user_5,0,user_5_action_0,52,52,2,i,232,user_5/action_0,5,train,34
user_5/action_0/user_5_action_0/segment_000053,user_5,0,user_5_action_0,53,53,2,h,227,user_5/action_0,5,train,33
user_5/action_0/user_5_action_0/segment_000054,user_5,0,user_5_action_0,54,54,2,t,195,user_5/action_0,5,train,45
user_5/action_0/user_5_action_0/segment_000055,user_5,0,user_5_action_0,55,55,2,m,294,user_5/action_0,5,train,38
user_5/action_0/user_5_action_0/segment_000056,user_5,0,user_5_action_0,56,56,2,n,246,user_5/action_0,5,train,39
user_5/action_0/user_5_action_0/segment_000057,user_5,0,user_5_action_0,57,57,2,o,183,user_5/action_0,5,train,40
user_5/action_0/user_5_action_0/segment_000058,user_5,0,user_5_action_0,58,58,2,b,234,user_5/action_0,5,train,27
user_5/action_0/user_5_action_0/segment_000059,user_5,0,user_5_action_0,59,59,2,l,147,user_5/action_0,5,train,37
user_5/action_0/user_5_action_0/segment_000060,user_5,0,user_5_action_0,60,60,2,s,191,user_5/action_0,5,train,44
user_5/action_0/user_5_action_0/segment_000061,user_5,0,user_5_action_0,61,61,2,d,255,user_5/action_0,5,train,29
user_5/action_0/user_5_action_0/segment_000062,user_5,0,user_5_action_0,62,62,2,j,264,user_5/action_0,5,train,35
user_5/action_0/user_5_action_0/segment_000063,user_5,0,user_5_action_0,63,63,2,e,204,user_5/action_0,5,train,30
user_5/action_0/user_5_action_0/segment_000064,user_5,0,user_5_action_0,64,64,2,a,225,user_5/action_0,5,train,26
user_5/action_0/user_5_action_0/segment_000065,user_5,0,user_5_action_0,65,65,2,p,291,user_5/action_0,5,train,41
user_5/action_0/user_5_action_0/segment_000066,user_5,0,user_5_action_0,66,66,2,z,197,user_5/action_0,5,train,51
user_5/action_0/user_5_action_0/segment_000067,user_5,0,user_5_action_0,67,67,2,x,241,user_5/action_0,5,train,49
user_5/action_0/user_5_action_0/segment_000068,user_5,0,user_5_action_0,68,68,2,r,226,user_5/action_0,5,train,43
user_5/action_0/user_5_action_0/segment_000069,user_5,0,user_5_action_0,69,69,2,y,262,user_5/action_0,5,train,50
user_5/action_0/user_5_action_0/segment_000070,user_5,0,user_5_action_0,70,70,2,w,267,user_5/action_0,5,train,48
user_5/action_0/user_5_action_0/segment_000071,user_5,0,user_5_action_0,71,71,2,c,167,user_5/action_0,5,train,28
user_5/action_0/user_5_action_0/segment_000072,user_5,0,user_5_action_0,72,72,3,V,231,user_5/action_0,5,train,21
user_5/action_0/user_5_action_0/segment_000073,user_5,0,user_5_action_0,73,73,3,Q,327,user_5/action_0,5,train,16
user_5/action_0/user_5_action_0/segment_000074,user_5,0,user_5_action_0,74,74,3,F,303,user_5/action_0,5,train,5
user_5/action_0/user_5_action_0/segment_000075,user_5,0,user_5_action_0,75,75,3,I,319,user_5/action_0,5,train,8
user_5/action_0/user_5_action_0/segment_000076,user_5,0,user_5_action_0,76,76,3,H,304,user_5/action_0,5,train,7
user_5/action_0/user_5_action_0/segment_000077,user_5,0,user_5_action_0,77,77,3,T,219,user_5/action_0,5,train,19
user_5/action_0/user_5_action_0/segment_000078,user_5,0,user_5_action_0,78,78,3,M,351,user_5/action_0,5,train,12
user_5/action_0/user_5_action_0/segment_000079,user_5,0,user_5_action_0,79,79,3,N,336,user_5/action_0,5,train,13
user_5/action_0/user_5_action_0/segment_000080,user_5,0,user_5_action_0,80,80,3,O,218,user_5/action_0,5,train,14
user_5/action_0/user_5_action_0/segment_000081,user_5,0,user_5_action_0,81,81,3,B,342,user_5/action_0,5,train,1
user_5/action_0/user_5_action_0/segment_000082,user_5,0,user_5_action_0,82,82,3,L,217,user_5/action_0,5,train,11
user_5/action_0/user_5_action_0/segment_000083,user_5,0,user_5_action_0,83,83,3,S,265,user_5/action_0,5,train,18
user_5/action_0/user_5_action_0/segment_000084,user_5,0,user_5_action_0,84,84,3,D,278,user_5/action_0,5,train,3
user_5/action_0/user_5_action_0/segment_000085,user_5,0,user_5_action_0,85,85,3,J,253,user_5/action_0,5,train,9
user_5/action_0/user_5_action_0/segment_000086,user_5,0,user_5_action_0,86,86,3,E,324,user_5/action_0,5,train,4
user_5/action_0/user_5_action_0/segment_000087,user_5,0,user_5_action_0,87,87,3,A,311,user_5/action_0,5,train,0
user_5/action_0/user_5_action_0/segment_000088,user_5,0,user_5_action_0,88,88,3,P,272,user_5/action_0,5,train,15
user_5/action_0/user_5_action_0/segment_000089,user_5,0,user_5_action_0,89,89,3,Z,247,user_5/action_0,5,train,25
user_5/action_0/user_5_action_0/segment_000090,user_5,0,user_5_action_0,90,90,3,X,258,user_5/action_0,5,train,23
user_5/action_0/user_5_action_0/segment_000091,user_5,0,user_5_action_0,91,91,3,R,353,user_5/action_0,5,train,17
user_5/action_0/user_5_action_0/segment_000092,user_5,0,user_5_action_0,92,92,3,Y,276,user_5/action_0,5,train,24
user_5/action_0/user_5_action_0/segment_000093,user_5,0,user_5_action_0,93,93,3,W,270,user_5/action_0,5,train,22
user_5/action_0/user_5_action_0/segment_000094,user_5,0,user_5_action_0,94,94,3,C,198,user_5/action_0,5,train,2
user_6/action_0/user_6_action_0/segment_000000,user_6,0,user_6_action_0,0,0,0,f,211,user_6/action_0,6,train,31
user_6/action_0/user_6_action_0/segment_000001,user_6,0,user_6_action_0,1,1,0,j,192,user_6/action_0,6,train,35
user_6/action_0/user_6_action_0/segment_000002,user_6,0,user_6_action_0,2,2,0,b,202,user_6/action_0,6,train,27
user_6/action_0/user_6_action_0/segment_000003,user_6,0,user_6_action_0,3,3,0,x,179,user_6/action_0,6,train,49
user_6/action_0/user_6_action_0/segment_000004,user_6,0,user_6_action_0,4,4,0,e,184,user_6/action_0,6,train,30
user_6/action_0/user_6_action_0/segment_000005,user_6,0,user_6_action_0,5,5,0,u,197,user_6/action_0,6,train,46
user_6/action_0/user_6_action_0/segment_000006,user_6,0,user_6_action_0,6,6,0,n,190,user_6/action_0,6,train,39
user_6/action_0/user_6_action_0/segment_000007,user_6,0,user_6_action_0,7,7,0,m,224,user_6/action_0,6,train,38
user_6/action_0/user_6_action_0/segment_000008,user_6,0,user_6_action_0,8,8,0,g,215,user_6/action_0,6,train,32
user_6/action_0/user_6_action_0/segment_000009,user_6,0,user_6_action_0,9,9,0,z,180,user_6/action_0,6,train,51
user_6/action_0/user_6_action_0/segment_000010,user_6,0,user_6_action_0,10,10,0,y,227,user_6/action_0,6,train,50
user_6/action_0/user_6_action_0/segment_000011,user_6,0,user_6_action_0,11,11,0,r,190,user_6/action_0,6,train,43
user_6/action_0/user_6_action_0/segment_000012,user_6,0,user_6_action_0,12,12,0,c,151,user_6/action_0,6,train,28
user_6/action_0/user_6_action_0/segment_000013,user_6,0,user_6_action_0,13,13,0,o,177,user_6/action_0,6,train,40
user_6/action_0/user_6_action_0/segment_000014,user_6,0,user_6_action_0,14,14,0,i,185,user_6/action_0,6,train,34
user_6/action_0/user_6_action_0/segment_000015,user_6,0,user_6_action_0,15,15,0,d,229,user_6/action_0,6,train,29
user_6/action_0/user_6_action_0/segment_000016,user_6,0,user_6_action_0,16,16,0,h,201,user_6/action_0,6,train,33
user_6/action_0/user_6_action_0/segment_000017,user_6,0,user_6_action_0,17,17,0,w,240,user_6/action_0,6,train,48
user_6/action_0/user_6_action_0/segment_000018,user_6,0,user_6_action_0,18,18,0,a,203,user_6/action_0,6,train,26
user_6/action_0/user_6_action_0/segment_000019,user_6,0,user_6_action_0,19,19,0,p,269,user_6/action_0,6,train,41
user_6/action_0/user_6_action_0/segment_000020,user_6,0,user_6_action_0,20,20,0,k,239,user_6/action_0,6,train,36
user_6/action_0/user_6_action_0/segment_000021,user_6,0,user_6_action_0,21,21,0,v,202,user_6/action_0,6,train,47
user_6/action_0/user_6_action_0/segment_000022,user_6,0,user_6_action_0,22,22,1,T,190,user_6/action_0,6,train,19
user_6/action_0/user_6_action_0/segment_000023,user_6,0,user_6_action_0,23,23,1,F,225,user_6/action_0,6,train,5
user_6/action_0/user_6_action_0/segment_000024,user_6,0,user_6_action_0,24,24,1,J,144,user_6/action_0,6,train,9
user_6/action_0/user_6_action_0/segment_000025,user_6,0,user_6_action_0,25,25,1,B,242,user_6/action_0,6,train,1
user_6/action_0/user_6_action_0/segment_000026,user_6,0,user_6_action_0,26,26,1,X,184,user_6/action_0,6,train,23
user_6/action_0/user_6_action_0/segment_000027,user_6,0,user_6_action_0,27,27,1,E,277,user_6/action_0,6,train,4
user_6/action_0/user_6_action_0/segment_000028,user_6,0,user_6_action_0,28,28,1,U,248,user_6/action_0,6,train,20
user_6/action_0/user_6_action_0/segment_000029,user_6,0,user_6_action_0,29,29,1,N,250,user_6/action_0,6,train,13
user_6/action_0/user_6_action_0/segment_000030,user_6,0,user_6_action_0,30,30,1,M,364,user_6/action_0,6,train,12
user_6/action_0/user_6_action_0/segment_000031,user_6,0,user_6_action_0,31,31,1,G,350,user_6/action_0,6,train,6
user_6/action_0/user_6_action_0/segment_000032,user_6,0,user_6_action_0,32,32,1,Z,196,user_6/action_0,6,train,25
user_6/action_0/user_6_action_0/segment_000033,user_6,0,user_6_action_0,33,33,1,Y,302,user_6/action_0,6,train,24
user_6/action_0/user_6_action_0/segment_000034,user_6,0,user_6_action_0,34,34,1,R,291,user_6/action_0,6,train,17
user_6/action_0/user_6_action_0/segment_000035,user_6,0,user_6_action_0,35,35,1,C,188,user_6/action_0,6,train,2
user_6/action_0/user_6_action_0/segment_000036,user_6,0,user_6_action_0,36,36,1,O,280,user_6/action_0,6,train,14
user_6/action_0/user_6_action_0/segment_000037,user_6,0,user_6_action_0,37,37,1,I,154,user_6/action_0,6,train,8
user_6/action_0/user_6_action_0/segment_000038,user_6,0,user_6_action_0,38,38,1,D,260,user_6/action_0,6,train,3
user_6/action_0/user_6_action_0/segment_000039,user_6,0,user_6_action_0,39,39,1,H,272,user_6/action_0,6,train,7
user_6/action_0/user_6_action_0/segment_000040,user_6,0,user_6_action_0,40,40,1,W,243,user_6/action_0,6,train,22
user_6/action_0/user_6_action_0/segment_000041,user_6,0,user_6_action_0,41,41,1,Q,286,user_6/action_0,6,train,16
user_6/action_0/user_6_action_0/segment_000042,user_6,0,user_6_action_0,42,42,1,A,264,user_6/action_0,6,train,0
user_6/action_0/user_6_action_0/segment_000043,user_6,0,user_6_action_0,43,43,1,P,220,user_6/action_0,6,train,15
user_6/action_0/user_6_action_0/segment_000044,user_6,0,user_6_action_0,44,44,1,K,224,user_6/action_0,6,train,10
user_6/action_0/user_6_action_0/segment_000045,user_6,0,user_6_action_0,45,45,1,V,167,user_6/action_0,6,train,21
user_6/action_0/user_6_action_0/segment_000046,user_6,0,user_6_action_0,46,46,2,f,224,user_6/action_0,6,train,31
user_6/action_0/user_6_action_0/segment_000047,user_6,0,user_6_action_0,47,47,2,c,183,user_6/action_0,6,train,28
user_6/action_0/user_6_action_0/segment_000048,user_6,0,user_6_action_0,48,48,2,r,204,user_6/action_0,6,train,43
user_6/action_0/user_6_action_0/segment_000049,user_6,0,user_6_action_0,49,49,2,g,226,user_6/action_0,6,train,32
user_6/action_0/user_6_action_0/segment_000050,user_6,0,user_6_action_0,50,50,2,q,226,user_6/action_0,6,train,42
user_6/action_0/user_6_action_0/segment_000051,user_6,0,user_6_action_0,51,51,2,j,205,user_6/action_0,6,train,35
