variant,l1_init,topology,fusion,architecture_case,layer,state,support,aggregation,count,mean,std
original,dynamics_only,diagonal,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.48794282378841203,0.03290375645656111
original,dynamics_only,diagonal,on,D,readout,communication,valid,whole_mean,3,0.4256636405533465,0.02004194146368645
original,dynamics_only,diagonal,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5255528036778037,0.039409289352851685
original,dynamics_only,diagonal,on,D,readout,communication,valid,whole_count,3,0.4665599242805125,0.019523033595945403
original,dynamics_only,diagonal,on,D,readout,communication,valid,fixed250_count,3,0.5197049206240383,0.030287892320694107
original,dynamics_only,diagonal,on,D,readout,communication,window,whole_mean,3,0.35123410766793123,0.03329299039308302
original,dynamics_only,diagonal,on,D,readout,communication,window,fixed250_ordered_mean,3,0.4728924330027271,0.04222381139730665
original,dynamics_only,diagonal,on,D,readout,communication,window,whole_count,3,0.35123410766793123,0.03329299039308302
original,dynamics_only,diagonal,on,D,readout,communication,window,fixed250_count,3,0.4728924330027271,0.04222381139730665
postencode_mask,dynamics_only,diagonal,on,D,l1,pre_reset,valid,whole_mean,3,0.50732013765102,0.041124345351862386
postencode_mask,dynamics_only,diagonal,on,D,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7394750674162438,0.0056004522551315475
postencode_mask,dynamics_only,diagonal,on,D,l1,pre_reset,window,whole_mean,3,0.47854082872465226,0.006786335741280727
postencode_mask,dynamics_only,diagonal,on,D,l1,pre_reset,window,fixed250_ordered_mean,3,0.7469063752151989,0.005949638984966631
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,valid,whole_mean,3,0.4445828953181894,0.035165199953996945
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,valid,fixed250_ordered_mean,3,0.627213452397276,0.013514080644356587
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,valid,whole_count,3,0.4251265006779712,0.052064361144589344
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,valid,fixed250_count,3,0.6377694269238386,0.014544023711835816
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,window,whole_mean,3,0.44589113228819105,0.0461479413207344
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,window,fixed250_ordered_mean,3,0.6361490565534683,0.017613109904717997
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,window,whole_count,3,0.44589113228819105,0.0461479413207344
postencode_mask,dynamics_only,diagonal,on,D,l1,communication,window,fixed250_count,3,0.6361490565534683,0.017613109904717997
postencode_mask,dynamics_only,diagonal,on,D,rsnn,pre_reset,valid,whole_mean,3,0.4517488706826942,0.035188796710364505
postencode_mask,dynamics_only,diagonal,on,D,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.620998969712205,0.0075202526368980845
postencode_mask,dynamics_only,diagonal,on,D,rsnn,pre_reset,window,whole_mean,3,0.5018246187363835,0.02521769680885292
postencode_mask,dynamics_only,diagonal,on,D,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6165876334993982,0.021791067408482027
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,valid,whole_mean,3,0.4827211119490531,0.018859417929965826
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,valid,fixed250_ordered_mean,3,0.6291684758596523,0.03755191090287257
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,valid,whole_count,3,0.519511384584914,0.022143340781559998
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,valid,fixed250_count,3,0.6557535669668023,0.018721364462460834
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,window,whole_mean,3,0.5153221030059265,0.029589029535130828
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,window,fixed250_ordered_mean,3,0.6104477086094734,0.016256977815236544
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,window,whole_count,3,0.5153221030059265,0.029589029535130828
postencode_mask,dynamics_only,diagonal,on,D,rsnn,communication,window,fixed250_count,3,0.6104477086094734,0.016256977815236544
postencode_mask,dynamics_only,diagonal,on,D,readout,pre_reset,valid,whole_mean,3,0.4695706594603653,0.006381114939698408
postencode_mask,dynamics_only,diagonal,on,D,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5478739125797949,0.027224931231283226
postencode_mask,dynamics_only,diagonal,on,D,readout,pre_reset,window,whole_mean,3,0.4241919096698508,0.025507362133304155
postencode_mask,dynamics_only,diagonal,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.4983210689093043,0.05064250513631007
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,valid,whole_mean,3,0.46350657784481314,0.02654440809037114
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5564313001813002,0.011544194098622368
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,valid,whole_count,3,0.5065286157197922,0.01929358681065533
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,valid,fixed250_count,3,0.5756793519661166,0.02599115926118796
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,window,whole_mean,3,0.41117614683791154,0.10123148799531521
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,window,fixed250_ordered_mean,3,0.5057393790849672,0.06691942234296169
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,window,whole_count,3,0.41117614683791154,0.10123148799531521
postencode_mask,dynamics_only,diagonal,on,D,readout,communication,window,fixed250_count,3,0.5057393790849672,0.06691942234296169
original,dynamics_only,dense,off,B,l1,pre_reset,valid,whole_mean,3,0.4855753043253043,0.006504221105626427
original,dynamics_only,dense,off,B,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6985001790148848,0.014652405482157094
original,dynamics_only,dense,off,B,l1,pre_reset,window,whole_mean,3,0.5350319274951628,0.03304938042145581
original,dynamics_only,dense,off,B,l1,pre_reset,window,fixed250_ordered_mean,3,0.673207851516675,0.019427863768232558
original,dynamics_only,dense,off,B,l1,communication,valid,whole_mean,3,0.42247584251260717,0.026316663635712376
original,dynamics_only,dense,off,B,l1,communication,valid,fixed250_ordered_mean,3,0.6230237423252128,0.034403841276314066
original,dynamics_only,dense,off,B,l1,communication,valid,whole_count,3,0.448720710117769,0.01814428558626733
original,dynamics_only,dense,off,B,l1,communication,valid,fixed250_count,3,0.6181011186525893,0.02990712185387866
original,dynamics_only,dense,off,B,l1,communication,window,whole_mean,3,0.44238734440940325,0.007509592898715097
original,dynamics_only,dense,off,B,l1,communication,window,fixed250_ordered_mean,3,0.635106104407575,0.018085217991659186
original,dynamics_only,dense,off,B,l1,communication,window,whole_count,3,0.44238734440940325,0.007509592898715097
original,dynamics_only,dense,off,B,l1,communication,window,fixed250_count,3,0.635106104407575,0.018085217991659186
original,dynamics_only,dense,off,B,rsnn,pre_reset,valid,whole_mean,3,0.3947104434236786,0.022378028920853388
original,dynamics_only,dense,off,B,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5013542761704527,0.02386515965160944
original,dynamics_only,dense,off,B,rsnn,pre_reset,window,whole_mean,3,0.37896046627664265,0.014927323359699967
original,dynamics_only,dense,off,B,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.4372968466718467,0.015317148112470634
original,dynamics_only,dense,off,B,rsnn,communication,valid,whole_mean,3,0.4270122510931334,0.02649469481335072
original,dynamics_only,dense,off,B,rsnn,communication,valid,fixed250_ordered_mean,3,0.5048286884683945,0.0015852152598427405
original,dynamics_only,dense,off,B,rsnn,communication,valid,whole_count,3,0.43799129111629115,0.037721919189891207
original,dynamics_only,dense,off,B,rsnn,communication,valid,fixed250_count,3,0.5115610288404406,0.006362682703697423
original,dynamics_only,dense,off,B,rsnn,communication,window,whole_mean,3,0.36612352788823377,0.01132310534624195
original,dynamics_only,dense,off,B,rsnn,communication,window,fixed250_ordered_mean,3,0.43478249691484977,0.036256654793109334
original,dynamics_only,dense,off,B,rsnn,communication,window,whole_count,3,0.36612352788823377,0.01132310534624195
original,dynamics_only,dense,off,B,rsnn,communication,window,fixed250_count,3,0.43478249691484977,0.036256654793109334
original,dynamics_only,dense,off,B,readout,pre_reset,valid,whole_mean,3,0.3947104434236786,0.022378028920853388
original,dynamics_only,dense,off,B,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5013542761704527,0.02386515965160944
original,dynamics_only,dense,off,B,readout,pre_reset,window,whole_mean,3,0.37896046627664265,0.014927323359699967
original,dynamics_only,dense,off,B,readout,pre_reset,window,fixed250_ordered_mean,3,0.4372968466718467,0.015317148112470634
original,dynamics_only,dense,off,B,readout,communication,valid,whole_mean,3,0.4270122510931334,0.02649469481335072
original,dynamics_only,dense,off,B,readout,communication,valid,fixed250_ordered_mean,3,0.5048286884683945,0.0015852152598427405
original,dynamics_only,dense,off,B,readout,communication,valid,whole_count,3,0.43799129111629115,0.037721919189891207
original,dynamics_only,dense,off,B,readout,communication,valid,fixed250_count,3,0.5115610288404406,0.006362682703697423
original,dynamics_only,dense,off,B,readout,communication,window,whole_mean,3,0.36612352788823377,0.01132310534624195
original,dynamics_only,dense,off,B,readout,communication,window,fixed250_ordered_mean,3,0.43478249691484977,0.036256654793109334
original,dynamics_only,dense,off,B,readout,communication,window,whole_count,3,0.36612352788823377,0.01132310534624195
original,dynamics_only,dense,off,B,readout,communication,window,fixed250_count,3,0.43478249691484977,0.036256654793109334
postencode_mask,dynamics_only,dense,off,B,l1,pre_reset,valid,whole_mean,3,0.47361139677316144,0.04021030780251225
postencode_mask,dynamics_only,dense,off,B,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7222977798345446,0.032205634569034323
postencode_mask,dynamics_only,dense,off,B,l1,pre_reset,window,whole_mean,3,0.49025849558937784,0.01227496843906257
postencode_mask,dynamics_only,dense,off,B,l1,pre_reset,window,fixed250_ordered_mean,3,0.7308122229078112,0.027249747712294506
postencode_mask,dynamics_only,dense,off,B,l1,communication,valid,whole_mean,3,0.4687805658393894,0.03479287346903221
postencode_mask,dynamics_only,dense,off,B,l1,communication,valid,fixed250_ordered_mean,3,0.6636056073556074,0.00798512708838133
postencode_mask,dynamics_only,dense,off,B,l1,communication,valid,whole_count,3,0.4983991974800798,0.04020521242624704
postencode_mask,dynamics_only,dense,off,B,l1,communication,valid,fixed250_count,3,0.6773845163551048,0.015758188413755637
postencode_mask,dynamics_only,dense,off,B,l1,communication,window,whole_mean,3,0.4993985385529503,0.040076483894099464
postencode_mask,dynamics_only,dense,off,B,l1,communication,window,fixed250_ordered_mean,3,0.6713523812788518,0.012287949654103849
postencode_mask,dynamics_only,dense,off,B,l1,communication,window,whole_count,3,0.4993985385529503,0.040076483894099464
postencode_mask,dynamics_only,dense,off,B,l1,communication,window,fixed250_count,3,0.6713523812788518,0.012287949654103849
postencode_mask,dynamics_only,dense,off,B,rsnn,pre_reset,valid,whole_mean,3,0.4137188723585783,0.017497501910568047
postencode_mask,dynamics_only,dense,off,B,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5032978255404726,0.04405337343462066
postencode_mask,dynamics_only,dense,off,B,rsnn,pre_reset,window,whole_mean,3,0.4309478171610525,0.020365758823068708
postencode_mask,dynamics_only,dense,off,B,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.45417252273869924,0.027254437723123994
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,valid,whole_mean,3,0.4326479824641589,0.03360540188332514
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,valid,fixed250_ordered_mean,3,0.5047390858052623,0.044405458085529335
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,valid,whole_count,3,0.44128454606395784,0.00761734439549625
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,valid,fixed250_count,3,0.5178455463381934,0.04066899261823999
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,window,whole_mean,3,0.4128722652619712,0.019805982318760008
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,window,fixed250_ordered_mean,3,0.4375873649770708,0.031283259194213715
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,window,whole_count,3,0.4128722652619712,0.019805982318760008
postencode_mask,dynamics_only,dense,off,B,rsnn,communication,window,fixed250_count,3,0.4375873649770708,0.031283259194213715
postencode_mask,dynamics_only,dense,off,B,readout,pre_reset,valid,whole_mean,3,0.4137188723585783,0.017497501910568047
postencode_mask,dynamics_only,dense,off,B,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5032978255404726,0.04405337343462066
postencode_mask,dynamics_only,dense,off,B,readout,pre_reset,window,whole_mean,3,0.4309478171610525,0.020365758823068708
postencode_mask,dynamics_only,dense,off,B,readout,pre_reset,window,fixed250_ordered_mean,3,0.45417252273869924,0.027254437723123994
postencode_mask,dynamics_only,dense,off,B,readout,communication,valid,whole_mean,3,0.4326479824641589,0.03360540188332514
postencode_mask,dynamics_only,dense,off,B,readout,communication,valid,fixed250_ordered_mean,3,0.5047390858052623,0.044405458085529335
postencode_mask,dynamics_only,dense,off,B,readout,communication,valid,whole_count,3,0.44128454606395784,0.00761734439549625
postencode_mask,dynamics_only,dense,off,B,readout,communication,valid,fixed250_count,3,0.5178455463381934,0.04066899261823999
postencode_mask,dynamics_only,dense,off,B,readout,communication,window,whole_mean,3,0.4128722652619712,0.019805982318760008
postencode_mask,dynamics_only,dense,off,B,readout,communication,window,fixed250_ordered_mean,3,0.4375873649770708,0.031283259194213715
postencode_mask,dynamics_only,dense,off,B,readout,communication,window,whole_count,3,0.4128722652619712,0.019805982318760008
postencode_mask,dynamics_only,dense,off,B,readout,communication,window,fixed250_count,3,0.4375873649770708,0.031283259194213715
original,dynamics_only,dense,on,D,l1,pre_reset,valid,whole_mean,3,0.5034224218047747,0.02873679576099946
original,dynamics_only,dense,on,D,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6907647363529716,0.022203278853202404
original,dynamics_only,dense,on,D,l1,pre_reset,window,whole_mean,3,0.5196724027606381,0.04042357063110446
original,dynamics_only,dense,on,D,l1,pre_reset,window,fixed250_ordered_mean,3,0.6761968763807,0.01709003482885479
original,dynamics_only,dense,on,D,l1,communication,valid,whole_mean,3,0.4164464688361747,0.04381816748877907
original,dynamics_only,dense,on,D,l1,communication,valid,fixed250_ordered_mean,3,0.5821449315934609,0.03511859093483844
original,dynamics_only,dense,on,D,l1,communication,valid,whole_count,3,0.44460874773374776,0.04807571069660451
original,dynamics_only,dense,on,D,l1,communication,valid,fixed250_count,3,0.6380371398753751,0.01277251250006816
original,dynamics_only,dense,on,D,l1,communication,window,whole_mean,3,0.43722919237625124,0.023007911284962313
original,dynamics_only,dense,on,D,l1,communication,window,fixed250_ordered_mean,3,0.6534111857641268,0.004788220571705305
original,dynamics_only,dense,on,D,l1,communication,window,whole_count,3,0.43722919237625124,0.023007911284962313
original,dynamics_only,dense,on,D,l1,communication,window,fixed250_count,3,0.6534111857641268,0.004788220571705305
original,dynamics_only,dense,on,D,rsnn,pre_reset,valid,whole_mean,3,0.39743689725307374,0.023296423365462372
original,dynamics_only,dense,on,D,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5479106677636089,0.01989150308926932
original,dynamics_only,dense,on,D,rsnn,pre_reset,window,whole_mean,3,0.40984200984200986,0.08245006973630985
original,dynamics_only,dense,on,D,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.5437281944634886,0.018779013254899946
original,dynamics_only,dense,on,D,rsnn,communication,valid,whole_mean,3,0.3710737655590597,0.07365035587863816
original,dynamics_only,dense,on,D,rsnn,communication,valid,fixed250_ordered_mean,3,0.5074307364748541,0.04980386128309793
original,dynamics_only,dense,on,D,rsnn,communication,valid,whole_count,3,0.39360226510961804,0.05990422852158197
original,dynamics_only,dense,on,D,rsnn,communication,valid,fixed250_count,3,0.5240449365449366,0.06125603913514573
original,dynamics_only,dense,on,D,rsnn,communication,window,whole_mean,3,0.31687096264302145,0.04173217902953883
original,dynamics_only,dense,on,D,rsnn,communication,window,fixed250_ordered_mean,3,0.4752102948794125,0.07070918643287794
original,dynamics_only,dense,on,D,rsnn,communication,window,whole_count,3,0.31687096264302145,0.04173217902953883
original,dynamics_only,dense,on,D,rsnn,communication,window,fixed250_count,3,0.4752102948794125,0.07070918643287794
original,dynamics_only,dense,on,D,readout,pre_reset,valid,whole_mean,3,0.3962219765528589,0.04045882011482765
original,dynamics_only,dense,on,D,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5460672905525846,0.028479778544689423
original,dynamics_only,dense,on,D,readout,pre_reset,window,whole_mean,3,0.3876546383899324,0.07880897745726964
original,dynamics_only,dense,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.5345632036808508,0.026359344765994715
original,dynamics_only,dense,on,D,readout,communication,valid,whole_mean,3,0.43494894266953094,0.044545952100912126
original,dynamics_only,dense,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5176066852537441,0.054186334998936464
original,dynamics_only,dense,on,D,readout,communication,valid,whole_count,3,0.4674390016301781,0.050753569754165284
original,dynamics_only,dense,on,D,readout,communication,valid,fixed250_count,3,0.5397081676493442,0.03737633247894547
original,dynamics_only,dense,on,D,readout,communication,window,whole_mean,3,0.42200545233633474,0.038131552276103466
original,dynamics_only,dense,on,D,readout,communication,window,fixed250_ordered_mean,3,0.4974069503481268,0.04294011030761859
original,dynamics_only,dense,on,D,readout,communication,window,whole_count,3,0.42200545233633474,0.038131552276103466
original,dynamics_only,dense,on,D,readout,communication,window,fixed250_count,3,0.4974069503481268,0.04294011030761859
postencode_mask,dynamics_only,dense,on,D,l1,pre_reset,valid,whole_mean,3,0.47510388576565044,0.02535653094364452
postencode_mask,dynamics_only,dense,on,D,l1,pre_reset,valid,fixed250_ordered_mean,3,0.735823735088441,0.024324379567434277
postencode_mask,dynamics_only,dense,on,D,l1,pre_reset,window,whole_mean,3,0.4957485869250575,0.007747844206671143
postencode_mask,dynamics_only,dense,on,D,l1,pre_reset,window,fixed250_ordered_mean,3,0.7323036644727822,0.004656346241938499
postencode_mask,dynamics_only,dense,on,D,l1,communication,valid,whole_mean,3,0.45227834529305116,0.025717024035199515
postencode_mask,dynamics_only,dense,on,D,l1,communication,valid,fixed250_ordered_mean,3,0.6744608128799304,0.013199032135694188
postencode_mask,dynamics_only,dense,on,D,l1,communication,valid,whole_count,3,0.49263572756219814,0.018789581778354644
postencode_mask,dynamics_only,dense,on,D,l1,communication,valid,fixed250_count,3,0.6686303076008958,0.0033555172914837544
postencode_mask,dynamics_only,dense,on,D,l1,communication,window,whole_mean,3,0.48864712357359413,0.026794237224575534
postencode_mask,dynamics_only,dense,on,D,l1,communication,window,fixed250_ordered_mean,3,0.6711555601261483,0.006625026436315458
postencode_mask,dynamics_only,dense,on,D,l1,communication,window,whole_count,3,0.48864712357359413,0.026794237224575534
postencode_mask,dynamics_only,dense,on,D,l1,communication,window,fixed250_count,3,0.6711555601261483,0.006625026436315458
postencode_mask,dynamics_only,dense,on,D,rsnn,pre_reset,valid,whole_mean,3,0.46808664510870396,0.015389989758978668
postencode_mask,dynamics_only,dense,on,D,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5022584441702088,0.042570057911470414
postencode_mask,dynamics_only,dense,on,D,rsnn,pre_reset,window,whole_mean,3,0.4573479897009309,0.0067920756259008995
postencode_mask,dynamics_only,dense,on,D,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.5206234193366547,0.0137404535883318
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,valid,whole_mean,3,0.4493933966360437,0.023593639730851688
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,valid,fixed250_ordered_mean,3,0.5044260954187424,0.020542635206637194
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,valid,whole_count,3,0.4489795675457439,0.009383072104387439
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,valid,fixed250_count,3,0.5165883000441823,0.03016799921415842
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,window,whole_mean,3,0.38369593369593363,0.046835746933451376
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,window,fixed250_ordered_mean,3,0.4732613655407772,0.014302130081560133
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,window,whole_count,3,0.38369593369593363,0.046835746933451376
postencode_mask,dynamics_only,dense,on,D,rsnn,communication,window,fixed250_count,3,0.4732613655407772,0.014302130081560133
postencode_mask,dynamics_only,dense,on,D,readout,pre_reset,valid,whole_mean,3,0.46390269588798994,0.02378672884474844
postencode_mask,dynamics_only,dense,on,D,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5300441728750552,0.03879062782491687
postencode_mask,dynamics_only,dense,on,D,readout,pre_reset,window,whole_mean,3,0.46047079962521137,0.014478370212667228
postencode_mask,dynamics_only,dense,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.5128894049849931,0.03443044114647707
postencode_mask,dynamics_only,dense,on,D,readout,communication,valid,whole_mean,3,0.4823312308606426,0.0246088812224128
postencode_mask,dynamics_only,dense,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5334340768164297,0.010655135921990995
postencode_mask,dynamics_only,dense,on,D,readout,communication,valid,whole_count,3,0.4919711348020171,0.010962134322126036
postencode_mask,dynamics_only,dense,on,D,readout,communication,valid,fixed250_count,3,0.5452143988908694,0.017936424163483976
postencode_mask,dynamics_only,dense,on,D,readout,communication,window,whole_mean,3,0.45534592722092726,0.019307910632028136
postencode_mask,dynamics_only,dense,on,D,readout,communication,window,fixed250_ordered_mean,3,0.5160782028429086,0.015553275541992966
postencode_mask,dynamics_only,dense,on,D,readout,communication,window,whole_count,3,0.45534592722092726,0.019307910632028136
postencode_mask,dynamics_only,dense,on,D,readout,communication,window,fixed250_count,3,0.5160782028429086,0.015553275541992966
original,pretrained_trainable,ff,off,A,l1,pre_reset,valid,whole_mean,3,0.5383367517558694,0.03064358540336714
original,pretrained_trainable,ff,off,A,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6814834335054923,0.018313790101424702
original,pretrained_trainable,ff,off,A,l1,pre_reset,window,whole_mean,3,0.5902424985145572,0.0073615994394354446
original,pretrained_trainable,ff,off,A,l1,pre_reset,window,fixed250_ordered_mean,3,0.6625632265338148,0.010087273391579898
original,pretrained_trainable,ff,off,A,l1,communication,valid,whole_mean,3,0.502412082742965,0.014148874668466302
original,pretrained_trainable,ff,off,A,l1,communication,valid,fixed250_ordered_mean,3,0.6552282820665174,0.02138541725656748
original,pretrained_trainable,ff,off,A,l1,communication,valid,whole_count,3,0.5300920212684919,0.03243345934215666
original,pretrained_trainable,ff,off,A,l1,communication,valid,fixed250_count,3,0.6879154478419185,0.013245162697763104
original,pretrained_trainable,ff,off,A,l1,communication,window,whole_mean,3,0.525286852308911,0.028725336009221454
original,pretrained_trainable,ff,off,A,l1,communication,window,fixed250_ordered_mean,3,0.6853827681033563,0.014137604697830552
original,pretrained_trainable,ff,off,A,l1,communication,window,whole_count,3,0.525286852308911,0.028725336009221454
original,pretrained_trainable,ff,off,A,l1,communication,window,fixed250_count,3,0.6853827681033563,0.014137604697830552
original,pretrained_trainable,ff,off,A,rsnn,pre_reset,valid,whole_mean,3,0.46201247010070534,0.017225202924507552
original,pretrained_trainable,ff,off,A,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.5963500007617655,0.01153229877917596
original,pretrained_trainable,ff,off,A,rsnn,pre_reset,window,whole_mean,3,0.4791327681033563,0.01682493586876174
original,pretrained_trainable,ff,off,A,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6171686224995049,0.034136741903281
original,pretrained_trainable,ff,off,A,rsnn,communication,valid,whole_mean,3,0.5298478754361108,0.015679993416156265
original,pretrained_trainable,ff,off,A,rsnn,communication,valid,fixed250_ordered_mean,3,0.6377541916144858,0.03389644693357915
original,pretrained_trainable,ff,off,A,rsnn,communication,valid,whole_count,3,0.5604081444154974,0.02441483391358455
original,pretrained_trainable,ff,off,A,rsnn,communication,valid,fixed250_count,3,0.6490814060667002,0.04647793027700104
original,pretrained_trainable,ff,off,A,rsnn,communication,window,whole_mean,3,0.540403945183357,0.021171884660220117
original,pretrained_trainable,ff,off,A,rsnn,communication,window,fixed250_ordered_mean,3,0.6741652954888249,0.034752700017374016
original,pretrained_trainable,ff,off,A,rsnn,communication,window,whole_count,3,0.540403945183357,0.021171884660220117
original,pretrained_trainable,ff,off,A,rsnn,communication,window,fixed250_count,3,0.6741652954888249,0.034752700017374016
original,pretrained_trainable,ff,off,A,readout,pre_reset,valid,whole_mean,3,0.46201247010070534,0.017225202924507552
original,pretrained_trainable,ff,off,A,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5963500007617655,0.01153229877917596
original,pretrained_trainable,ff,off,A,readout,pre_reset,window,whole_mean,3,0.4791327681033563,0.01682493586876174
original,pretrained_trainable,ff,off,A,readout,pre_reset,window,fixed250_ordered_mean,3,0.6171686224995049,0.034136741903281
original,pretrained_trainable,ff,off,A,readout,communication,valid,whole_mean,3,0.5298478754361108,0.015679993416156265
original,pretrained_trainable,ff,off,A,readout,communication,valid,fixed250_ordered_mean,3,0.6377541916144858,0.03389644693357915
original,pretrained_trainable,ff,off,A,readout,communication,valid,whole_count,3,0.5604081444154974,0.02441483391358455
original,pretrained_trainable,ff,off,A,readout,communication,valid,fixed250_count,3,0.6490814060667002,0.04647793027700104
original,pretrained_trainable,ff,off,A,readout,communication,window,whole_mean,3,0.540403945183357,0.021171884660220117
original,pretrained_trainable,ff,off,A,readout,communication,window,fixed250_ordered_mean,3,0.6741652954888249,0.034752700017374016
original,pretrained_trainable,ff,off,A,readout,communication,window,whole_count,3,0.540403945183357,0.021171884660220117
original,pretrained_trainable,ff,off,A,readout,communication,window,fixed250_count,3,0.6741652954888249,0.034752700017374016
postencode_mask,pretrained_trainable,ff,off,A,l1,pre_reset,valid,whole_mean,3,0.5039691313588373,0.01700437925210647
postencode_mask,pretrained_trainable,ff,off,A,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7312913733869616,0.023686034055929475
postencode_mask,pretrained_trainable,ff,off,A,l1,pre_reset,window,whole_mean,3,0.5665434034919329,0.010216432650592952
postencode_mask,pretrained_trainable,ff,off,A,l1,pre_reset,window,fixed250_ordered_mean,3,0.738348225848226,0.01691010386524187
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,valid,whole_mean,3,0.5284988364032481,0.019911805274060317
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,valid,fixed250_ordered_mean,3,0.6880241898624252,0.015965395834420137
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,valid,whole_count,3,0.5542524605024605,0.016256908879021013
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,valid,fixed250_count,3,0.7041688091320445,0.025042999005886413
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,window,whole_mean,3,0.5495023767082591,0.02362859741319625
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,window,fixed250_ordered_mean,3,0.7137627214833097,0.008054542949543149
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,window,whole_count,3,0.5495023767082591,0.02362859741319625
postencode_mask,pretrained_trainable,ff,off,A,l1,communication,window,fixed250_count,3,0.7137627214833097,0.008054542949543149
postencode_mask,pretrained_trainable,ff,off,A,rsnn,pre_reset,valid,whole_mean,3,0.5244370077090666,0.013537994094565988
postencode_mask,pretrained_trainable,ff,off,A,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.6192769512622454,0.011489891435296901
postencode_mask,pretrained_trainable,ff,off,A,rsnn,pre_reset,window,whole_mean,3,0.5359140519066989,0.04275858757308042
postencode_mask,pretrained_trainable,ff,off,A,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6266039448024742,0.018598540905591203
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,valid,whole_mean,3,0.5877737118545943,0.007641197941923685
