variant,l1_init,topology,fusion,architecture_case,seed,layer,support,fixed250_ba,whole_ba,temporal_gap
original,pretrained_trainable,diagonal,off,B,23,readout,window,0.5581625074272133,0.4915626856803328,0.0665998217468805
original,pretrained_trainable,diagonal,off,B,37,l1,valid,0.6437325746149275,0.4777549248137484,0.16597764980117907
original,pretrained_trainable,diagonal,off,B,37,l1,window,0.6569411593308653,0.4545133175647882,0.2024278417660771
original,pretrained_trainable,diagonal,off,B,37,rsnn,valid,0.5299039604186663,0.4970409696512637,0.03286299076740257
original,pretrained_trainable,diagonal,off,B,37,rsnn,window,0.5624664347090816,0.5115944513003335,0.0508719834087481
original,pretrained_trainable,diagonal,off,B,37,readout,valid,0.5299039604186663,0.4970409696512637,0.03286299076740257
original,pretrained_trainable,diagonal,off,B,37,readout,window,0.5624664347090816,0.5115944513003335,0.0508719834087481
original,pretrained_trainable,diagonal,on,D,11,l1,valid,0.6788007335801454,0.505655251611134,0.17314548196901136
original,pretrained_trainable,diagonal,on,D,11,l1,window,0.702385135289547,0.5050016568398922,0.19738347844965487
original,pretrained_trainable,diagonal,on,D,11,rsnn,valid,0.6370702214452214,0.5258381324557796,0.11123208898944181
original,pretrained_trainable,diagonal,on,D,11,rsnn,window,0.6564093994241053,0.5268078122857534,0.1296015871383519
original,pretrained_trainable,diagonal,on,D,11,readout,valid,0.4998156051464874,0.4873973044928927,0.012418300653594672
original,pretrained_trainable,diagonal,on,D,11,readout,window,0.4559967605923489,0.4309150612459436,0.025081699346405306
original,pretrained_trainable,diagonal,on,D,23,l1,valid,0.6714669317610493,0.4841120480826362,0.18735488367841313
original,pretrained_trainable,diagonal,on,D,23,l1,window,0.6204488322135381,0.4812667112299464,0.13918212098359167
original,pretrained_trainable,diagonal,on,D,23,rsnn,valid,0.6136140819964349,0.529477466977467,0.08413661501896785
original,pretrained_trainable,diagonal,on,D,23,rsnn,window,0.657409073769368,0.518914684172037,0.13849438959733096
original,pretrained_trainable,diagonal,on,D,23,readout,valid,0.5725063131313132,0.5459980175053704,0.026508295625942813
original,pretrained_trainable,diagonal,on,D,23,readout,window,0.5875717011746423,0.4041352438411262,0.1834364573335161
original,pretrained_trainable,diagonal,on,D,37,l1,valid,0.6726968497189086,0.4555314171122995,0.21716543260660914
original,pretrained_trainable,diagonal,on,D,37,l1,window,0.6511059406279994,0.4593100118835413,0.1917959287444581
original,pretrained_trainable,diagonal,on,D,37,rsnn,valid,0.6240486025412496,0.537411444764386,0.08663715777686365
original,pretrained_trainable,diagonal,on,D,37,rsnn,window,0.6372838966588966,0.5417496514922985,0.09553424516659814
original,pretrained_trainable,diagonal,on,D,37,readout,valid,0.5396173271173271,0.4878516499840029,0.05176567713332425
original,pretrained_trainable,diagonal,on,D,37,readout,window,0.5609172894099365,0.4445701357466063,0.11634715366333015
original,pretrained_trainable,ff,off,A,11,l1,valid,0.7018478049728051,0.5575361933817816,0.14431161159102346
original,pretrained_trainable,ff,off,A,11,l1,window,0.6866671522921522,0.554373485991133,0.13229366630101924
original,pretrained_trainable,ff,off,A,11,rsnn,valid,0.6569888648932767,0.5875274235568354,0.06946144133644128
original,pretrained_trainable,ff,off,A,11,rsnn,window,0.6650789569907217,0.5608245920745921,0.1042543649161296
original,pretrained_trainable,ff,off,A,11,readout,valid,0.6569888648932767,0.5875274235568354,0.06946144133644128
original,pretrained_trainable,ff,off,A,11,readout,window,0.6650789569907217,0.5608245920745921,0.1042543649161296
original,pretrained_trainable,ff,off,A,23,l1,valid,0.6754856254856255,0.4943008992641345,0.181184726221491
original,pretrained_trainable,ff,off,A,23,l1,window,0.670646796014443,0.4969369886649298,0.1737098073495132
original,pretrained_trainable,ff,off,A,23,rsnn,valid,0.6910983420174598,0.5535187851364322,0.13757955688102763
original,pretrained_trainable,ff,off,A,23,rsnn,window,0.7125585607203254,0.5185533216783217,0.19400523904200373
original,pretrained_trainable,ff,off,A,23,readout,valid,0.6910983420174598,0.5535187851364322,0.13757955688102763
original,pretrained_trainable,ff,off,A,23,readout,window,0.7125585607203254,0.5185533216783217,0.19400523904200373
original,pretrained_trainable,ff,off,A,37,l1,valid,0.6864129130673248,0.5384389711595594,0.14797394190776536
original,pretrained_trainable,ff,off,A,37,l1,window,0.6988343560034735,0.5245500822706705,0.17428427373280309
original,pretrained_trainable,ff,off,A,37,rsnn,valid,0.5991570112893642,0.5401782245532245,0.058978786736139655
original,pretrained_trainable,ff,off,A,37,rsnn,window,0.6448583687554276,0.5418339217971572,0.1030244469582704
original,pretrained_trainable,ff,off,A,37,readout,valid,0.5991570112893642,0.5401782245532245,0.058978786736139655
original,pretrained_trainable,ff,off,A,37,readout,window,0.6448583687554276,0.5418339217971572,0.1030244469582704
original,pretrained_trainable,ff,on,C,11,l1,valid,0.6529460327254445,0.5837121212121212,0.06923391151332325
original,pretrained_trainable,ff,on,C,11,l1,window,0.656510952283011,0.5613252148178619,0.09518573746514913
original,pretrained_trainable,ff,on,C,11,rsnn,valid,0.6709086052836053,0.565787256044609,0.1051213492389963
original,pretrained_trainable,ff,on,C,11,rsnn,window,0.6774241281594223,0.553201128936423,0.12422299922299929
original,pretrained_trainable,ff,on,C,11,readout,valid,0.6263924596645184,0.5689263963161021,0.05746606334841631
original,pretrained_trainable,ff,on,C,11,readout,window,0.6289015722839252,0.551050522190228,0.0778510500936972
original,pretrained_trainable,ff,on,C,23,l1,valid,0.631861888111888,0.5194574420677363,0.11240444604415178
original,pretrained_trainable,ff,on,C,23,l1,window,0.6477332716303305,0.4763647504456327,0.17136852118469775
original,pretrained_trainable,ff,on,C,23,rsnn,valid,0.701869515288633,0.5516129907674024,0.1502565245212305
original,pretrained_trainable,ff,on,C,23,rsnn,window,0.6976818524612641,0.5476065805109922,0.15007527195027193
original,pretrained_trainable,ff,on,C,23,readout,valid,0.6328894145070615,0.5516632672882672,0.08122614721879429
original,pretrained_trainable,ff,on,C,23,readout,window,0.6150616744366745,0.5512893356643357,0.06377233877233879
original,pretrained_trainable,ff,on,C,37,l1,valid,0.6607828854152383,0.502264728735317,0.1585181566799213
original,pretrained_trainable,ff,on,C,37,l1,window,0.6732184686228804,0.5105980620686503,0.16262040655423005
original,pretrained_trainable,ff,on,C,37,rsnn,valid,0.6237340886237944,0.5273087206910735,0.09642536793272094
original,pretrained_trainable,ff,on,C,37,rsnn,window,0.6083494732391791,0.5418512043512044,0.06649826888797472
original,pretrained_trainable,ff,on,C,37,readout,valid,0.5067773321449791,0.5066733511586453,0.00010398098633379593
original,pretrained_trainable,ff,on,C,37,readout,window,0.5720891037067507,0.549979003839298,0.022110099867452715
postencode_mask,dynamics_only,dense,off,B,11,l1,valid,0.6685933143653733,0.4687661399058458,0.19982717445952747
postencode_mask,dynamics_only,dense,off,B,11,l1,window,0.6630377588098176,0.4668622023401436,0.19617555646967405
postencode_mask,dynamics_only,dense,off,B,11,rsnn,valid,0.4721318101832807,0.4462095502536679,0.025922259929612834
postencode_mask,dynamics_only,dense,off,B,11,rsnn,window,0.4014980117921294,0.4037193198957905,-0.0022213081036611126
postencode_mask,dynamics_only,dense,off,B,11,readout,valid,0.4721318101832807,0.4462095502536679,0.025922259929612834
postencode_mask,dynamics_only,dense,off,B,11,readout,window,0.4014980117921294,0.4037193198957905,-0.0022213081036611126
postencode_mask,dynamics_only,dense,off,B,23,l1,valid,0.6679831402257873,0.4822662427441839,0.18571689748160342
postencode_mask,dynamics_only,dense,off,B,23,l1,window,0.6655525846702317,0.4871682035284976,0.1783843811417341
postencode_mask,dynamics_only,dense,off,B,23,rsnn,valid,0.5313934023492847,0.4325107694592988,0.09888263288998589
postencode_mask,dynamics_only,dense,off,B,23,rsnn,window,0.4542862162347456,0.435599347547877,0.018686868686868585
postencode_mask,dynamics_only,dense,off,B,23,readout,valid,0.5313934023492847,0.4325107694592988,0.09888263288998589
postencode_mask,dynamics_only,dense,off,B,23,readout,window,0.4542862162347456,0.435599347547877,0.018686868686868585
postencode_mask,dynamics_only,dense,off,B,37,l1,valid,0.6955770944741534,0.5441652097902098,0.15141188468394362
postencode_mask,dynamics_only,dense,off,B,37,l1,window,0.6854668003565062,0.5441652097902098,0.14130159056629643
postencode_mask,dynamics_only,dense,off,B,37,rsnn,valid,0.5500114264820147,0.4451333184789068,0.10487810800310793
postencode_mask,dynamics_only,dense,off,B,37,rsnn,window,0.4569778669043374,0.399298128342246,0.05767973856209141
postencode_mask,dynamics_only,dense,off,B,37,readout,valid,0.5500114264820147,0.4451333184789068,0.10487810800310793
postencode_mask,dynamics_only,dense,off,B,37,readout,window,0.4569778669043374,0.399298128342246,0.05767973856209141
postencode_mask,dynamics_only,dense,on,D,11,l1,valid,0.6707187828511357,0.4802658942364824,0.19045288861465332
postencode_mask,dynamics_only,dense,on,D,11,l1,window,0.6707187828511357,0.4689536770419124,0.20176510580922336
postencode_mask,dynamics_only,dense,on,D,11,rsnn,valid,0.5407938262717674,0.4383585572923807,0.1024352689793867
postencode_mask,dynamics_only,dense,on,D,11,rsnn,window,0.4835820021481786,0.4059207744869509,0.07766122766122768
postencode_mask,dynamics_only,dense,on,D,11,readout,valid,0.5650051133507017,0.5033205356734768,0.061684577677224905
postencode_mask,dynamics_only,dense,on,D,11,readout,window,0.5272930092783034,0.4356536233374469,0.09163938594085647
postencode_mask,dynamics_only,dense,on,D,23,l1,valid,0.6647597296494354,0.5142572501028384,0.150502479546597
postencode_mask,dynamics_only,dense,on,D,23,l1,window,0.6647597296494354,0.519159210887152,0.14560051876228342
postencode_mask,dynamics_only,dense,on,D,23,rsnn,valid,0.5261806412541706,0.4561441622103386,0.07003647904383203
postencode_mask,dynamics_only,dense,on,D,23,rsnn,window,0.479266362722245,0.4152816342154578,0.06398472850678721
postencode_mask,dynamics_only,dense,on,D,23,readout,valid,0.5300312228621051,0.4911504753416517,0.03888074752045345
postencode_mask,dynamics_only,dense,on,D,23,readout,window,0.4983227352712647,0.4742449952008776,0.0240777400703871
postencode_mask,dynamics_only,dense,on,D,37,l1,valid,0.6704124103021162,0.4833840383472736,0.18702837195484256
postencode_mask,dynamics_only,dense,on,D,37,l1,window,0.6779881678778739,0.4778284827917181,0.20015968508615578
postencode_mask,dynamics_only,dense,on,D,37,rsnn,valid,0.4827904326066091,0.4524359831345125,0.03035444947209659
postencode_mask,dynamics_only,dense,on,D,37,rsnn,window,0.4569357317519081,0.3298853923853924,0.12705033936651572
postencode_mask,dynamics_only,dense,on,D,37,readout,valid,0.5406068604598016,0.4814423933909229,0.05916446706887868
postencode_mask,dynamics_only,dense,on,D,37,readout,window,0.522618863979158,0.4561391631244573,0.06647970085470073
postencode_mask,dynamics_only,diagonal,off,B,11,l1,valid,0.6244706682206683,0.4893499474381828,0.13512072078248555
postencode_mask,dynamics_only,diagonal,off,B,11,l1,window,0.6355817793317794,0.4873297454179807,0.1482520339137987
postencode_mask,dynamics_only,diagonal,off,B,11,rsnn,valid,0.6099646064719594,0.4807900840989076,0.12917452237305177
postencode_mask,dynamics_only,diagonal,off,B,11,rsnn,window,0.5169310468942822,0.4468861408199644,0.07004490607431774
postencode_mask,dynamics_only,diagonal,off,B,11,readout,valid,0.6099646064719594,0.4807900840989076,0.12917452237305177
postencode_mask,dynamics_only,diagonal,off,B,11,readout,window,0.5169310468942822,0.4468861408199644,0.07004490607431774
postencode_mask,dynamics_only,diagonal,off,B,23,l1,valid,0.6778247691850633,0.5216856060606061,0.1561391631244572
postencode_mask,dynamics_only,diagonal,off,B,23,l1,window,0.6726164358517299,0.5300189393939395,0.1425974964577904
postencode_mask,dynamics_only,diagonal,off,B,23,rsnn,valid,0.6209544540426893,0.5788651503725033,0.04208930367018604
postencode_mask,dynamics_only,diagonal,off,B,23,rsnn,window,0.578780308743544,0.5332743441199325,0.04550596462361156
postencode_mask,dynamics_only,diagonal,off,B,23,readout,valid,0.6209544540426893,0.5788651503725033,0.04208930367018604
postencode_mask,dynamics_only,diagonal,off,B,23,readout,window,0.578780308743544,0.5332743441199325,0.04550596462361156
postencode_mask,dynamics_only,diagonal,off,B,37,l1,valid,0.663111031125737,0.5129699140728552,0.1501411170528818
postencode_mask,dynamics_only,diagonal,off,B,37,l1,window,0.6575963252433841,0.4960791455276749,0.16151717971570917
postencode_mask,dynamics_only,diagonal,off,B,37,rsnn,valid,0.609764785867727,0.5205808080808081,0.08918397778691889
postencode_mask,dynamics_only,diagonal,off,B,37,rsnn,window,0.5589999257278669,0.5302998880204762,0.028700037707390713
postencode_mask,dynamics_only,diagonal,off,B,37,readout,valid,0.609764785867727,0.5205808080808081,0.08918397778691889
postencode_mask,dynamics_only,diagonal,off,B,37,readout,window,0.5589999257278669,0.5302998880204762,0.028700037707390713
postencode_mask,dynamics_only,diagonal,on,D,11,l1,valid,0.6442481946158417,0.3953171420083184,0.2489310526075233
postencode_mask,dynamics_only,diagonal,on,D,11,l1,window,0.644595416838064,0.4582646316102197,0.1863307852278443
postencode_mask,dynamics_only,diagonal,on,D,11,rsnn,valid,0.6725240241784359,0.4957743441199323,0.1767496800585036
postencode_mask,dynamics_only,diagonal,on,D,11,rsnn,window,0.6014754444901503,0.4861476758535581,0.11532776863659222
postencode_mask,dynamics_only,diagonal,on,D,11,readout,valid,0.575999960007313,0.4888157594039946,0.08718420060331844
postencode_mask,dynamics_only,diagonal,on,D,11,readout,window,0.4510360962566844,0.3032799716623245,0.14775612459435988
postencode_mask,dynamics_only,diagonal,on,D,23,l1,valid,0.6479482323232323,0.3948178047442754,0.2531304275789569
postencode_mask,dynamics_only,diagonal,on,D,23,l1,window,0.6479482323232323,0.3948178047442754,0.2531304275789569
postencode_mask,dynamics_only,diagonal,on,D,23,rsnn,valid,0.6355550699300699,0.5231493384066913,0.11240573152337863
postencode_mask,dynamics_only,diagonal,on,D,23,rsnn,window,0.6006540232643175,0.5145096325243385,0.08614439073997904
postencode_mask,dynamics_only,diagonal,on,D,23,readout,valid,0.6015087241190181,0.527086904108963,0.07442182001005515
postencode_mask,dynamics_only,diagonal,on,D,23,readout,window,0.580354877965172,0.5040681132592898,0.07628676470588225
postencode_mask,dynamics_only,diagonal,on,D,37,l1,valid,0.6211118538324422,0.4852445552813199,0.13586729855112228
postencode_mask,dynamics_only,diagonal,on,D,37,l1,window,0.6159035204991088,0.484590960510078,0.1313125599890308
postencode_mask,dynamics_only,diagonal,on,D,37,rsnn,valid,0.659181606791901,0.5396104712281183,0.11957113556378263
postencode_mask,dynamics_only,diagonal,on,D,37,rsnn,window,0.6292136580739522,0.545309000639883,0.08390465743406927
postencode_mask,dynamics_only,diagonal,on,D,37,readout,valid,0.5495293717720188,0.503683183646419,0.04584618812559982
postencode_mask,dynamics_only,diagonal,on,D,37,readout,window,0.4858271630330453,0.4261803555921203,0.05964680744092499
postencode_mask,dynamics_only,ff,off,A,11,l1,valid,0.6854655148772797,0.5369800950683302,0.14848541980894947
postencode_mask,dynamics_only,ff,off,A,11,l1,window,0.6861191096485215,0.5335487225193107,0.15257038712921078
postencode_mask,dynamics_only,ff,off,A,11,rsnn,valid,0.6549573792220852,0.5641815496594909,0.09077582956259433
postencode_mask,dynamics_only,ff,off,A,11,rsnn,window,0.6252423842497373,0.5438148452854336,0.08142753896430377
postencode_mask,dynamics_only,ff,off,A,11,readout,valid,0.6549573792220852,0.5641815496594909,0.09077582956259433
postencode_mask,dynamics_only,ff,off,A,11,readout,window,0.6252423842497373,0.5438148452854336,0.08142753896430377
postencode_mask,dynamics_only,ff,off,A,23,l1,valid,0.6927681795328855,0.5951647413044472,0.09760343822843831
postencode_mask,dynamics_only,ff,off,A,23,l1,window,0.698323735088441,0.5902627805201335,0.10806095456830755
postencode_mask,dynamics_only,ff,off,A,23,rsnn,valid,0.6873320307143836,0.6457316376434025,0.04160039307098118
postencode_mask,dynamics_only,ff,off,A,23,rsnn,window,0.6836982666026783,0.56956142305407,0.11413684354860831
postencode_mask,dynamics_only,ff,off,A,23,readout,valid,0.6873320307143836,0.6457316376434025,0.04160039307098118
postencode_mask,dynamics_only,ff,off,A,23,readout,window,0.6836982666026783,0.56956142305407,0.11413684354860831
postencode_mask,dynamics_only,ff,off,A,37,l1,valid,0.6830616687234334,0.5381034610814023,0.14495820764203116
postencode_mask,dynamics_only,ff,off,A,37,l1,window,0.6845699643493761,0.5445137174916587,0.14005624685771745
postencode_mask,dynamics_only,ff,off,A,37,rsnn,valid,0.6595919603272544,0.5634381141734083,0.09615384615384615
postencode_mask,dynamics_only,ff,off,A,37,rsnn,window,0.6706276566570685,0.4744678116001645,0.19615984505690398
postencode_mask,dynamics_only,ff,off,A,37,readout,valid,0.6595919603272544,0.5634381141734083,0.09615384615384615
postencode_mask,dynamics_only,ff,off,A,37,readout,window,0.6706276566570685,0.4744678116001645,0.19615984505690398
postencode_mask,dynamics_only,ff,on,C,11,l1,valid,0.662594696969697,0.504751559714795,0.15784313725490196
postencode_mask,dynamics_only,ff,on,C,11,l1,window,0.6622883244206773,0.4976877085332967,0.16460061588738062
postencode_mask,dynamics_only,ff,on,C,11,rsnn,valid,0.665968937108643,0.5389990116093057,0.12696992549933728
postencode_mask,dynamics_only,ff,on,C,11,rsnn,window,0.7145564811005988,0.5376732540335482,0.17688322706705062
postencode_mask,dynamics_only,ff,on,C,11,readout,valid,0.624327694364459,0.5507260101010102,0.07360168426344882
postencode_mask,dynamics_only,ff,on,C,11,readout,window,0.6095165455459574,0.4931656782759723,0.11635086726998506
postencode_mask,dynamics_only,ff,on,C,23,l1,valid,0.6686354495178025,0.5131888740344622,0.1554465754833403
postencode_mask,dynamics_only,ff,on,C,23,l1,window,0.6420313142739614,0.5082869132501485,0.1337444010238129
postencode_mask,dynamics_only,ff,on,C,23,rsnn,valid,0.7375205676676263,0.6242192856163443,0.11330128205128198
postencode_mask,dynamics_only,ff,on,C,23,rsnn,window,0.7262492001462589,0.6092855877782349,0.116963612368024
postencode_mask,dynamics_only,ff,on,C,23,readout,valid,0.6646840292060879,0.6277559246309247,0.03692810457516327
postencode_mask,dynamics_only,ff,on,C,23,readout,window,0.6957203539924128,0.6092560217560218,0.08646433223639105
postencode_mask,dynamics_only,ff,on,C,37,l1,valid,0.665167655057361,0.5174762329174094,0.14769142213995157
postencode_mask,dynamics_only,ff,on,C,37,l1,window,0.6643129542026601,0.5055104209515974,0.15880253325106275
postencode_mask,dynamics_only,ff,on,C,37,rsnn,valid,0.7016652669226199,0.6235738322135382,0.07809143470908164
postencode_mask,dynamics_only,ff,on,C,37,rsnn,window,0.7170247440468028,0.5876842520224873,0.12934049202431552
postencode_mask,dynamics_only,ff,on,C,37,readout,valid,0.6632498628822158,0.5531898452854335,0.1100600175967823
postencode_mask,dynamics_only,ff,on,C,37,readout,window,0.6417852164175694,0.532726015814251,0.10905920060331831
postencode_mask,pretrained_frozen,dense,off,B,11,l1,valid,0.6318490333196216,0.4656901309474839,0.1661589023721377
postencode_mask,pretrained_frozen,dense,off,B,11,l1,window,0.6146748880204763,0.4601345753919283,0.154540312628548
postencode_mask,pretrained_frozen,dense,off,B,11,rsnn,valid,0.4491098770510535,0.3653193416061064,0.08379053544494708
postencode_mask,pretrained_frozen,dense,off,B,11,rsnn,window,0.3639571621189268,0.3469191347867819,0.017038027332144934
postencode_mask,pretrained_frozen,dense,off,B,11,readout,valid,0.4491098770510535,0.3653193416061064,0.08379053544494708
postencode_mask,pretrained_frozen,dense,off,B,11,readout,window,0.3639571621189268,0.3469191347867819,0.017038027332144934
postencode_mask,pretrained_frozen,dense,off,B,23,l1,valid,0.6677056195438548,0.5982124697198227,0.0694931498240321
postencode_mask,pretrained_frozen,dense,off,B,23,l1,window,0.6656942730472143,0.5918022133095663,0.07389205973764801
postencode_mask,pretrained_frozen,dense,off,B,23,rsnn,valid,0.4215866241601536,0.4168072123954476,0.004779411764705976
postencode_mask,pretrained_frozen,dense,off,B,23,rsnn,window,0.3991224461812697,0.3964109419991773,0.0027115041820923724
postencode_mask,pretrained_frozen,dense,off,B,23,readout,valid,0.4215866241601536,0.4168072123954476,0.004779411764705976
postencode_mask,pretrained_frozen,dense,off,B,23,readout,window,0.3991224461812697,0.3964109419991773,0.0027115041820923724
postencode_mask,pretrained_frozen,dense,off,B,37,l1,valid,0.7388476107226106,0.5428451654554596,0.19600244526715105
postencode_mask,pretrained_frozen,dense,off,B,37,l1,window,0.7305142773892773,0.5256710201563143,0.20484325723296304
postencode_mask,pretrained_frozen,dense,off,B,37,rsnn,valid,0.4906668494903788,0.4408805247040542,0.04978632478632461
postencode_mask,pretrained_frozen,dense,off,B,37,rsnn,window,0.3920745920745921,0.4195632798573976,-0.0274886877828055
postencode_mask,pretrained_frozen,dense,off,B,37,readout,valid,0.4906668494903788,0.4408805247040542,0.04978632478632461
postencode_mask,pretrained_frozen,dense,off,B,37,readout,window,0.3920745920745921,0.4195632798573976,-0.0274886877828055
postencode_mask,pretrained_frozen,dense,on,D,11,l1,valid,0.6318490333196216,0.4656901309474839,0.1661589023721377
postencode_mask,pretrained_frozen,dense,on,D,11,l1,window,0.6146748880204763,0.4601345753919283,0.154540312628548
postencode_mask,pretrained_frozen,dense,on,D,11,rsnn,valid,0.4974768899401252,0.4365313199872023,0.060945569952922884
postencode_mask,pretrained_frozen,dense,on,D,11,rsnn,window,0.4395649081310845,0.3953878433657845,0.044177064765300034
postencode_mask,pretrained_frozen,dense,on,D,11,readout,valid,0.5057130981763335,0.4313415546871429,0.07437154348919056
postencode_mask,pretrained_frozen,dense,on,D,11,readout,window,0.4498763083321906,0.4366960041592394,0.013180304172951185
postencode_mask,pretrained_frozen,dense,on,D,23,l1,valid,0.6677056195438548,0.5982124697198227,0.0694931498240321
postencode_mask,pretrained_frozen,dense,on,D,23,l1,window,0.6656942730472143,0.5918022133095663,0.07389205973764801
postencode_mask,pretrained_frozen,dense,on,D,23,rsnn,valid,0.4032394076511724,0.3580499565793684,0.045189451071804
postencode_mask,pretrained_frozen,dense,on,D,23,rsnn,window,0.3628422231363408,0.3294583276200923,0.033383895516248485
postencode_mask,pretrained_frozen,dense,on,D,23,readout,valid,0.3983968645733352,0.3711799842314547,0.027216880341880467
postencode_mask,pretrained_frozen,dense,on,D,23,readout,window,0.3695632798573975,0.3410347822112528,0.028528497646144735
postencode_mask,pretrained_frozen,dense,on,D,37,l1,valid,0.7388476107226106,0.5428451654554596,0.19600244526715105
postencode_mask,pretrained_frozen,dense,on,D,37,l1,window,0.7305142773892773,0.5256710201563143,0.20484325723296304
postencode_mask,pretrained_frozen,dense,on,D,37,rsnn,valid,0.4834953037158919,0.3869486722427899,0.096546631473102
postencode_mask,pretrained_frozen,dense,on,D,37,rsnn,window,0.3693034702225878,0.3053608768682298,0.06394259335435798
postencode_mask,pretrained_frozen,dense,on,D,37,readout,valid,0.4801691976324329,0.4370432263814617,0.04312597125097117
postencode_mask,pretrained_frozen,dense,on,D,37,readout,window,0.4018415204076969,0.4003287970199734,0.001512723387723458
postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,valid,0.6318490333196216,0.4656901309474839,0.1661589023721377
postencode_mask,pretrained_frozen,diagonal,off,B,11,l1,window,0.6146748880204763,0.4601345753919283,0.154540312628548
postencode_mask,pretrained_frozen,diagonal,off,B,11,rsnn,valid,0.5664065713698067,0.5117968428630194,0.05460972850678725
postencode_mask,pretrained_frozen,diagonal,off,B,11,rsnn,window,0.5662054652863476,0.4933110802596097,0.07289438502673795
postencode_mask,pretrained_frozen,diagonal,off,B,11,readout,valid,0.5664065713698067,0.5117968428630194,0.05460972850678725
postencode_mask,pretrained_frozen,diagonal,off,B,11,readout,window,0.5662054652863476,0.4933110802596097,0.07289438502673795
postencode_mask,pretrained_frozen,diagonal,off,B,23,l1,valid,0.6677056195438548,0.5982124697198227,0.0694931498240321
postencode_mask,pretrained_frozen,diagonal,off,B,23,l1,window,0.6656942730472143,0.5918022133095663,0.07389205973764801
postencode_mask,pretrained_frozen,diagonal,off,B,23,rsnn,valid,0.6269407879701998,0.5628589343662872,0.06408185360391261
postencode_mask,pretrained_frozen,diagonal,off,B,23,rsnn,window,0.6116680092783033,0.5696993978243978,0.04196861145390551
postencode_mask,pretrained_frozen,diagonal,off,B,23,readout,valid,0.6269407879701998,0.5628589343662872,0.06408185360391261
postencode_mask,pretrained_frozen,diagonal,off,B,23,readout,window,0.6116680092783033,0.5696993978243978,0.04196861145390551
postencode_mask,pretrained_frozen,diagonal,off,B,37,l1,valid,0.7388476107226106,0.5428451654554596,0.19600244526715105
postencode_mask,pretrained_frozen,diagonal,off,B,37,l1,window,0.7305142773892773,0.5256710201563143,0.20484325723296304
postencode_mask,pretrained_frozen,diagonal,off,B,37,rsnn,valid,0.6170284576534577,0.5561718714292244,0.06085658622423329
postencode_mask,pretrained_frozen,diagonal,off,B,37,rsnn,window,0.5815693701723114,0.5444684400566754,0.03710093011563598
postencode_mask,pretrained_frozen,diagonal,off,B,37,readout,valid,0.6170284576534577,0.5561718714292244,0.06085658622423329
postencode_mask,pretrained_frozen,diagonal,off,B,37,readout,window,0.5815693701723114,0.5444684400566754,0.03710093011563598
postencode_mask,pretrained_frozen,diagonal,on,D,11,l1,valid,0.6318490333196216,0.4656901309474839,0.1661589023721377
postencode_mask,pretrained_frozen,diagonal,on,D,11,l1,window,0.6146748880204763,0.4601345753919283,0.154540312628548
postencode_mask,pretrained_frozen,diagonal,on,D,11,rsnn,valid,0.6145806195438549,0.5607388934594817,0.05384172608437321
postencode_mask,pretrained_frozen,diagonal,on,D,11,rsnn,window,0.6285276406599936,0.5665686845833905,0.06195895607660307
postencode_mask,pretrained_frozen,diagonal,on,D,11,readout,valid,0.5712721102426985,0.589117132867133,-0.017845022624434437
postencode_mask,pretrained_frozen,diagonal,on,D,11,readout,window,0.5345828191416427,0.412131210292975,0.12245160884866774
postencode_mask,pretrained_frozen,diagonal,on,D,23,l1,valid,0.6677056195438548,0.5982124697198227,0.0694931498240321
postencode_mask,pretrained_frozen,diagonal,on,D,23,l1,window,0.6656942730472143,0.5918022133095663,0.07389205973764801
postencode_mask,pretrained_frozen,diagonal,on,D,23,rsnn,valid,0.6636756421682893,0.5483355900635313,0.11534005210475806
postencode_mask,pretrained_frozen,diagonal,on,D,23,rsnn,window,0.6705339595045477,0.5520696215549156,0.11846433794963218
postencode_mask,pretrained_frozen,diagonal,on,D,23,readout,valid,0.5782306949586362,0.5833591857488917,-0.005128490790255458
postencode_mask,pretrained_frozen,diagonal,on,D,23,readout,window,0.575142116870058,0.5108510158142511,0.06429110105580693
postencode_mask,pretrained_frozen,diagonal,on,D,37,l1,valid,0.7388476107226106,0.5428451654554596,0.19600244526715105
postencode_mask,pretrained_frozen,diagonal,on,D,37,l1,window,0.7305142773892773,0.5256710201563143,0.20484325723296304
postencode_mask,pretrained_frozen,diagonal,on,D,37,rsnn,valid,0.6835267265414323,0.568410776315188,0.11511595022624432
postencode_mask,pretrained_frozen,diagonal,on,D,37,rsnn,window,0.6707737727958317,0.585424665204077,0.08534910759175474
postencode_mask,pretrained_frozen,diagonal,on,D,37,readout,valid,0.5834081767905298,0.5654695998445999,0.01793857694592993
postencode_mask,pretrained_frozen,diagonal,on,D,37,readout,window,0.6261363636363636,0.5432102415558299,0.08292612208053374
postencode_mask,pretrained_frozen,ff,off,A,11,l1,valid,0.6318490333196216,0.4656901309474839,0.1661589023721377
postencode_mask,pretrained_frozen,ff,off,A,11,l1,window,0.6146748880204763,0.4601345753919283,0.154540312628548
postencode_mask,pretrained_frozen,ff,off,A,11,rsnn,valid,0.6189373943050412,0.5503167992138581,0.06862059509118312
postencode_mask,pretrained_frozen,ff,off,A,11,rsnn,window,0.6591130478998126,0.5561155960053019,0.1029974518945107
postencode_mask,pretrained_frozen,ff,off,A,11,readout,valid,0.6189373943050412,0.5503167992138581,0.06862059509118312
