experiment,split_seed,representation_family,condition,normalization,n_bins,requested_duration_ms,samples_per_bin,actual_duration_ms,feature_dim,classifier,eval_split,accuracy,balanced_accuracy,macro_f1
experiment_1_3_1,11,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,linear,test,0.5096153846153846,0.5013548474945534,0.49923117533391337
experiment_1_3_1,11,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,val,0.375,0.37010836385836376,0.3702271587755459
experiment_1_3_1,11,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,test,0.40865384615384615,0.3917824074074074,0.35845971575510127
experiment_1_3_1,23,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,val,0.34806629834254144,0.3440160465895761,0.3193848469681903
experiment_1_3_1,23,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,test,0.4689265536723164,0.45561099439775904,0.455559718489285
experiment_1_3_1,23,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,val,0.09392265193370165,0.08398692810457516,0.025307797537619702
experiment_1_3_1,23,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,test,0.13559322033898305,0.12161823062558356,0.06657754064701955
experiment_1_3_1,23,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,val,0.39779005524861877,0.39959883526059997,0.3824922857067037
experiment_1_3_1,23,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,test,0.3559322033898305,0.3465297230003112,0.34370088522580544
experiment_1_3_1,23,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,val,0.11602209944751381,0.10925925925925926,0.04938725490196078
experiment_1_3_1,23,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,test,0.12429378531073447,0.10876225490196079,0.06527682843472317
experiment_1_3_1,23,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,val,0.6243093922651933,0.6217498324115972,0.6118132369973128
experiment_1_3_1,23,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,test,0.576271186440678,0.5529528478057889,0.5558756373379538
experiment_1_3_1,23,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,val,0.24861878453038674,0.2329625439919558,0.24302399411835815
experiment_1_3_1,23,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,test,0.3954802259887006,0.3767224945533769,0.3767554131053192
experiment_1_3_1,23,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,val,0.5248618784530387,0.527325812803754,0.515781464942082
experiment_1_3_1,23,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,test,0.5423728813559322,0.524970821661998,0.5205318083735554
experiment_1_3_1,23,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,val,0.3701657458563536,0.36776332327802924,0.3713832572656102
experiment_1_3_1,23,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,test,0.3728813559322034,0.35215238873327115,0.33719766565032067
experiment_1_3_1,23,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,val,0.6187845303867403,0.6189380132394838,0.6023056318028314
experiment_1_3_1,23,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,test,0.5536723163841808,0.5375632197323373,0.5468109051442385
experiment_1_3_1,23,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,val,0.3314917127071823,0.31950624266800737,0.3220398428731762
experiment_1_3_1,23,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,test,0.4463276836158192,0.43711970899470914,0.44857512333318783
experiment_1_3_1,23,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,val,0.5193370165745856,0.5175590749120161,0.503977929179542
experiment_1_3_1,23,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,test,0.4576271186440678,0.44467398070339254,0.45431896524318577
experiment_1_3_1,23,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,val,0.4585635359116022,0.4604821308865426,0.4458364497780536
experiment_1_3_1,23,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,test,0.3898305084745763,0.38374183006535945,0.38570403038944207
experiment_1_3_1,23,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,val,0.585635359116022,0.5858225448298978,0.5775803393311836
experiment_1_3_1,23,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,test,0.536723163841808,0.5180195689386865,0.5217743993423111
experiment_1_3_1,23,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,val,0.4143646408839779,0.4097536450477626,0.4095729144468561
experiment_1_3_1,23,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,test,0.4180790960451977,0.41723467164643635,0.4250303491161815
experiment_1_3_1,23,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,val,0.569060773480663,0.5688662644544997,0.5562303563519237
experiment_1_3_1,23,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,test,0.4858757062146893,0.4768586601307189,0.48713901395639936
experiment_1_3_1,23,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,val,0.4198895027624309,0.4208919892743422,0.41132525044805734
experiment_1_3_1,23,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,test,0.4632768361581921,0.4625680827886711,0.4592568017038019
experiment_1_3_1,23,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,val,0.585635359116022,0.585039592760181,0.5756311975061975
experiment_1_3_1,23,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,test,0.5706214689265536,0.5537153750389043,0.5482666322468955
experiment_1_3_1,23,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,val,0.3756906077348066,0.36321539299480476,0.3672225077797833
experiment_1_3_1,23,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,test,0.4293785310734463,0.4165762138188609,0.4103191067798703
experiment_1_3_1,23,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,val,0.5138121546961326,0.5138181875314228,0.506081799018124
experiment_1_3_1,23,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,test,0.5310734463276836,0.5303561702458761,0.5309276197563091
experiment_1_3_1,23,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,val,0.39779005524861877,0.38728580107256577,0.3777062417148624
experiment_1_3_1,23,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,test,0.4971751412429379,0.47812305477746647,0.47697375910708745
experiment_1_3_1,23,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,val,0.585635359116022,0.5838141025641026,0.5754569497442305
experiment_1_3_1,23,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,test,0.5423728813559322,0.5228787348272642,0.5337883580208141
experiment_1_3_1,23,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,val,0.3812154696132597,0.37564731020613373,0.3692518723937499
experiment_1_3_1,23,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,test,0.4180790960451977,0.39565242763772174,0.3970042390921245
experiment_1_3_1,23,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,val,0.5469613259668509,0.5442574786324786,0.5298521730500013
experiment_1_3_1,23,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,test,0.4971751412429379,0.4780549719887955,0.48364635360246394
experiment_1_3_1,23,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,val,0.4198895027624309,0.4257017764370705,0.4132055592935941
experiment_1_3_1,23,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,test,0.4124293785310734,0.3960259103641457,0.37856599421105114
experiment_1_3_1,23,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,val,0.5469613259668509,0.5443768853695324,0.5294642194792233
experiment_1_3_1,23,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,test,0.480225988700565,0.4702380952380952,0.4634536984865932
experiment_1_3_1,23,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,val,0.3867403314917127,0.3778055346070053,0.36800391640293123
experiment_1_3_1,23,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,test,0.4519774011299435,0.4381788826641768,0.44293983590658786
experiment_1_3_1,23,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,val,0.5248618784530387,0.531717152673035,0.5146475406806542
experiment_1_3_1,23,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,test,0.4576271186440678,0.45492919389978215,0.4505273011611135
experiment_1_3_1,23,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,val,0.39779005524861877,0.3907857801240154,0.37044323570486365
experiment_1_3_1,23,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,test,0.4180790960451977,0.41490137721755366,0.39924775948249214
experiment_1_3_1,23,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,val,0.574585635359116,0.5738949639684935,0.5713999719938121
experiment_1_3_1,23,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,test,0.4576271186440678,0.4441808667911609,0.44698934023203774
experiment_1_3_1,23,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,val,0.3812154696132597,0.3732507960449137,0.36046458496173867
experiment_1_3_1,23,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,test,0.3954802259887006,0.3772438141923436,0.3713528505535204
experiment_1_3_1,23,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,val,0.5138121546961326,0.5133180408915703,0.5029951475409878
experiment_1_3_1,23,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,test,0.4632768361581921,0.4498764783691254,0.45173398709913987
experiment_1_3_1,23,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,val,0.39779005524861877,0.39222232696497406,0.3834095059816622
experiment_1_3_1,23,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,test,0.3220338983050847,0.30909197012138184,0.30781973472214536
experiment_1_3_1,23,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,val,0.5248618784530387,0.5180152295961119,0.5120762570762571
experiment_1_3_1,23,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,test,0.4745762711864407,0.45644744008714605,0.464078701965706
experiment_1_3_1,23,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,val,0.35359116022099446,0.34808739735210326,0.3287055399195565
experiment_1_3_1,23,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,test,0.4011299435028249,0.3865176626206038,0.3739887865409199
experiment_1_3_1,23,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,val,0.49171270718232046,0.480260180995475,0.47335912593265533
experiment_1_3_1,23,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,test,0.480225988700565,0.4617053765950825,0.46236580902957214
experiment_1_3_1,23,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,5nn,val,0.39779005524861877,0.39976642366348253,0.4064371766511003
experiment_1_3_1,23,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,5nn,test,0.3615819209039548,0.3391962340491752,0.32199552041637575
experiment_1_3_1,23,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,linear,val,0.5524861878453039,0.5516177518015754,0.5409497708410752
experiment_1_3_1,23,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,linear,test,0.4689265536723164,0.45453042328042326,0.45220129387603086
experiment_1_3_1,23,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,5nn,val,0.4198895027624309,0.41195271912183684,0.39533833434864224
experiment_1_3_1,23,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,5nn,test,0.3954802259887006,0.38078995487083717,0.3689558635480621
experiment_1_3_1,23,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,linear,val,0.5082872928176796,0.500000523713759,0.49675788181696046
experiment_1_3_1,23,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,linear,test,0.4519774011299435,0.4400190631808279,0.4415310037552879
experiment_1_3_1,23,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,val,0.39779005524861877,0.39060143288084453,0.36931387195922083
experiment_1_3_1,23,fixed_duration,fixed_0950ms_unit_total_intensity,unit_total_intensity,5,950.0,61.0,953.125,150,5nn,test,0.4180790960451977,0.4105664488017429,0.3790065072715874
experiment_1_3_1,37,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,val,0.42045454545454547,0.4101842125739184,0.40023651614982886
experiment_1_3_1,37,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,linear,test,0.4430379746835443,0.44241175491175494,0.42563281778937556
experiment_1_3_1,37,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,val,0.18181818181818182,0.19045479302832247,0.14242960548164482
experiment_1_3_1,37,fixed_duration,fixed_0050ms_raw,raw,86,50.0,3.0,46.875,2580,5nn,test,0.20253164556962025,0.21293290043290045,0.14182758339067636
experiment_1_3_1,37,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,val,0.4147727272727273,0.4156736305633364,0.40551813777620227
experiment_1_3_1,37,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,linear,test,0.34810126582278483,0.3425109612609613,0.33707205033291987
experiment_1_3_1,37,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,val,0.10227272727272728,0.10305010893246187,0.04537254059403362
experiment_1_3_1,37,fixed_duration,fixed_0050ms_unit_total_intensity,unit_total_intensity,86,50.0,3.0,46.875,2580,5nn,test,0.12658227848101267,0.11626984126984126,0.05380252100840335
experiment_1_3_1,37,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,val,0.5909090909090909,0.5881497043261749,0.5917088281238189
experiment_1_3_1,37,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,linear,test,0.5569620253164557,0.5708846708846709,0.5515862973666966
experiment_1_3_1,37,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,val,0.4602272727272727,0.4533788515406163,0.4288964033018292
experiment_1_3_1,37,fixed_duration,fixed_0150ms_raw,raw,26,150.0,10.0,156.25,780,5nn,test,0.3860759493670886,0.383796065046065,0.35055562823419967
experiment_1_3_1,37,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,val,0.5681818181818182,0.5609749455337691,0.5575836934313442
experiment_1_3_1,37,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,linear,test,0.5,0.5071581196581197,0.48451389416301693
experiment_1_3_1,37,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,val,0.4034090909090909,0.39534508247743544,0.37255455977096724
experiment_1_3_1,37,fixed_duration,fixed_0150ms_unit_total_intensity,unit_total_intensity,26,150.0,10.0,156.25,780,5nn,test,0.36075949367088606,0.35912975912975914,0.33670167498828824
experiment_1_3_1,37,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,val,0.6477272727272727,0.646466503267974,0.646671855108262
experiment_1_3_1,37,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,linear,test,0.6012658227848101,0.6102904040404041,0.5961742004929611
experiment_1_3_1,37,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,val,0.5284090909090909,0.5217475879240585,0.5093665417828808
experiment_1_3_1,37,fixed_duration,fixed_0250ms_raw,raw,16,250.0,16.0,250.0,480,5nn,test,0.46835443037974683,0.45215687090687084,0.43401593038939495
experiment_1_3_1,37,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,val,0.5738636363636364,0.5678211562402738,0.5699027447679408
experiment_1_3_1,37,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,linear,test,0.5316455696202531,0.539434176934177,0.5279877032124111
experiment_1_3_1,37,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,val,0.4147727272727273,0.40054563492063494,0.3926852514885096
experiment_1_3_1,37,fixed_duration,fixed_0250ms_unit_total_intensity,unit_total_intensity,16,250.0,16.0,250.0,480,5nn,test,0.43037974683544306,0.420480907980908,0.4080352541396111
experiment_1_3_1,37,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,val,0.5852272727272727,0.5822809679427327,0.5815804286574074
experiment_1_3_1,37,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,linear,test,0.5886075949367089,0.6014263514263515,0.5697860996674694
experiment_1_3_1,37,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,val,0.5340909090909091,0.5257430750077808,0.5173850581590763
experiment_1_3_1,37,fixed_duration,fixed_0350ms_raw,raw,12,350.0,22.0,343.75,360,5nn,test,0.4936708860759494,0.49181929181929185,0.48087989942769305
experiment_1_3_1,37,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,val,0.5795454545454546,0.5773877606598196,0.5676484331311568
experiment_1_3_1,37,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,linear,test,0.5189873417721519,0.5306811244311245,0.5079093148190721
experiment_1_3_1,37,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,val,0.48863636363636365,0.48487005913476505,0.4669226665665946
experiment_1_3_1,37,fixed_duration,fixed_0350ms_unit_total_intensity,unit_total_intensity,12,350.0,22.0,343.75,360,5nn,test,0.4810126582278481,0.47002858252858254,0.4428589353679731
experiment_1_3_1,37,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,val,0.6363636363636364,0.6388042717086835,0.6341554671174237
experiment_1_3_1,37,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,linear,test,0.5443037974683544,0.5595238095238094,0.5422844652836606
experiment_1_3_1,37,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,val,0.48863636363636365,0.4843487394957982,0.4624220186083005
experiment_1_3_1,37,fixed_duration,fixed_0450ms_raw,raw,9,450.0,29.0,453.125,270,5nn,test,0.43037974683544306,0.4217254967254967,0.40947626107146395
experiment_1_3_1,37,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,val,0.6079545454545454,0.603982843137255,0.6015436556599673
experiment_1_3_1,37,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,linear,test,0.5063291139240507,0.5178585303585304,0.5008163133163133
experiment_1_3_1,37,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,val,0.4431818181818182,0.4433531746031745,0.43710074850425723
experiment_1_3_1,37,fixed_duration,fixed_0450ms_unit_total_intensity,unit_total_intensity,9,450.0,29.0,453.125,270,5nn,test,0.4430379746835443,0.45039890664890664,0.43271718441661094
experiment_1_3_1,37,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,val,0.6079545454545454,0.5949375583566759,0.5977194099403352
experiment_1_3_1,37,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,linear,test,0.5759493670886076,0.5896936396936397,0.5833089542308362
experiment_1_3_1,37,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,val,0.44886363636363635,0.43514336290071576,0.4256176414593727
experiment_1_3_1,37,fixed_duration,fixed_0550ms_raw,raw,8,550.0,35.0,546.875,240,5nn,test,0.5,0.5059926184926185,0.4895432626905707
experiment_1_3_1,37,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,val,0.5284090909090909,0.52984360410831,0.5293942401739764
experiment_1_3_1,37,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,linear,test,0.46835443037974683,0.48384670884670883,0.4636082313586558
experiment_1_3_1,37,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,val,0.4034090909090909,0.3936517662620603,0.37966939655536147
experiment_1_3_1,37,fixed_duration,fixed_0550ms_unit_total_intensity,unit_total_intensity,8,550.0,35.0,546.875,240,5nn,test,0.4177215189873418,0.4224268786768786,0.4153721763241887
experiment_1_3_1,37,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,val,0.4772727272727273,0.4750077808901338,0.48114046017308415
experiment_1_3_1,37,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,linear,test,0.5949367088607594,0.5994609557109557,0.5840220069509285
experiment_1_3_1,37,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,val,0.4659090909090909,0.4572887488328665,0.43288379719447617
experiment_1_3_1,37,fixed_duration,fixed_0650ms_raw,raw,7,650.0,42.0,656.25,210,5nn,test,0.45569620253164556,0.4458909146409145,0.43119840102913193
experiment_1_3_1,37,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,val,0.4659090909090909,0.46156532057267347,0.47208641694412923
experiment_1_3_1,37,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,linear,test,0.4936708860759494,0.5130182317682318,0.4980626390587717
experiment_1_3_1,37,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,val,0.4318181818181818,0.4198402972300031,0.4042890691594367
experiment_1_3_1,37,fixed_duration,fixed_0650ms_unit_total_intensity,unit_total_intensity,7,650.0,42.0,656.25,210,5nn,test,0.5063291139240507,0.5100808913308913,0.5016235419701854
experiment_1_3_1,37,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,val,0.5454545454545454,0.5433201058201057,0.5435707127076951
experiment_1_3_1,37,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,linear,test,0.569620253164557,0.5723686036186036,0.5621136992092874
experiment_1_3_1,37,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,val,0.42045454545454547,0.42656298630563333,0.42283071642816356
experiment_1_3_1,37,fixed_duration,fixed_0750ms_raw,raw,6,750.0,48.0,750.0,180,5nn,test,0.44936708860759494,0.430724136974137,0.4231562949569569
experiment_1_3_1,37,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,val,0.48295454545454547,0.4782572751322752,0.4798259067665298
experiment_1_3_1,37,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,linear,test,0.5,0.5072191697191698,0.4957113688936565
experiment_1_3_1,37,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,val,0.4090909090909091,0.39621362433862434,0.40798582704062475
experiment_1_3_1,37,fixed_duration,fixed_0750ms_unit_total_intensity,unit_total_intensity,6,750.0,48.0,750.0,180,5nn,test,0.4620253164556962,0.4634899822399823,0.4497074651904194
experiment_1_3_1,37,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,val,0.5397727272727273,0.5403828197945845,0.5447229624877875
experiment_1_3_1,37,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,linear,test,0.5632911392405063,0.5589549339549339,0.5486624311352571
experiment_1_3_1,37,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,val,0.42613636363636365,0.42624007936507935,0.422655426066517
experiment_1_3_1,37,fixed_duration,fixed_0850ms_raw,raw,5,850.0,54.0,843.75,150,5nn,test,0.43037974683544306,0.4314296814296814,0.42638540249948925
experiment_1_3_1,37,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,val,0.5,0.49182228446934334,0.48121085076369297
experiment_1_3_1,37,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,linear,test,0.379746835443038,0.3820110445110445,0.3660925250837532
experiment_1_3_1,37,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,5nn,val,0.3181818181818182,0.311312441643324,0.2999797460176193
experiment_1_3_1,37,fixed_duration,fixed_0850ms_unit_total_intensity,unit_total_intensity,5,850.0,54.0,843.75,150,5nn,test,0.379746835443038,0.36569472194472197,0.3610054426337313
experiment_1_3_1,37,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,linear,val,0.5113636363636364,0.5052063881107999,0.5116952397669944
experiment_1_3_1,37,fixed_duration,fixed_0950ms_raw,raw,5,950.0,61.0,953.125,150,linear,test,0.5506329113924051,0.5568334443334444,0.560981728007956
