sample_id,valid_length,package_padded_length,tail_timesteps,max_abs_event_in_padding
user_11/action_1/45,133,256,123,0.0
user_11/action_1/72,82,256,174,0.0
user_11/action_1/73,136,256,120,0.0
user_11/action_1/74,136,256,120,0.0
user_11/action_1/77,81,256,175,0.0
user_11/action_1/78,143,256,113,0.0
user_11/action_1/83,135,256,121,0.0
user_11/action_1/86,115,256,141,0.0
user_11/action_1/90,145,256,111,0.0
user_11/action_1/92,107,256,149,0.0
user_11/action_1/93,62,256,194,0.0
user_11/action_1/95,158,256,98,0.0
user_12/action_1/22,66,256,190,0.0
user_12/action_1/23,138,256,118,0.0
user_12/action_1/24,89,256,167,0.0
user_12/action_1/25,142,256,114,0.0
user_12/action_1/29,145,256,111,0.0
user_12/action_1/33,85,256,171,0.0
user_12/action_1/35,57,256,199,0.0
user_12/action_1/36,124,256,132,0.0
user_12/action_1/37,153,256,103,0.0
user_12/action_1/40,139,256,117,0.0
user_12/action_1/42,142,256,114,0.0
user_12/action_1/69,121,256,135,0.0
user_12/action_1/71,111,256,145,0.0
user_12/action_1/77,77,256,179,0.0
user_12/action_1/78,67,256,189,0.0
user_12/action_1/79,94,256,162,0.0
user_12/action_1/80,190,256,66,0.0
user_12/action_1/81,150,256,106,0.0
user_12/action_1/83,110,256,146,0.0
user_12/action_1/87,165,256,91,0.0
user_12/action_1/88,110,256,146,0.0
user_13/action_1/0,77,256,179,0.0
user_13/action_1/1,111,256,145,0.0
user_13/action_1/2,78,256,178,0.0
user_13/action_1/3,108,256,148,0.0
user_13/action_1/7,97,256,159,0.0
user_13/action_1/11,66,256,190,0.0
user_13/action_1/13,89,256,167,0.0
user_13/action_1/14,88,256,168,0.0
user_13/action_1/15,87,256,169,0.0
user_13/action_1/18,93,256,163,0.0
user_13/action_1/20,83,256,173,0.0
user_14/action_1/26,59,256,197,0.0
user_14/action_1/27,105,256,151,0.0
user_14/action_1/28,70,256,186,0.0
user_14/action_1/32,79,256,177,0.0
user_14/action_1/36,55,256,201,0.0
user_14/action_1/38,49,256,207,0.0
user_14/action_1/39,85,256,171,0.0
user_14/action_1/40,97,256,159,0.0
user_14/action_1/43,91,256,165,0.0
user_14/action_1/45,132,256,124,0.0
user_14/action_1/73,111,256,145,0.0
user_14/action_1/75,118,256,138,0.0
user_14/action_1/81,63,256,193,0.0
user_14/action_1/82,59,256,197,0.0
user_14/action_1/83,59,256,197,0.0
user_14/action_1/84,48,256,208,0.0
user_14/action_1/85,120,256,136,0.0
user_14/action_1/87,84,256,172,0.0
user_14/action_1/91,92,256,164,0.0
user_14/action_1/92,81,256,175,0.0
user_15/action_1/22,75,256,181,0.0
user_15/action_1/23,139,256,117,0.0
user_15/action_1/24,89,256,167,0.0
user_15/action_1/28,119,256,137,0.0
user_15/action_1/32,76,256,180,0.0
user_15/action_1/34,57,256,199,0.0
user_15/action_1/35,103,256,153,0.0
user_15/action_1/36,117,256,139,0.0
user_15/action_1/39,112,256,144,0.0
user_15/action_1/41,92,256,164,0.0
user_15/action_1/64,119,256,137,0.0
user_15/action_1/66,110,256,146,0.0
user_15/action_1/72,72,256,184,0.0
user_15/action_1/73,77,256,179,0.0
user_15/action_1/74,87,256,169,0.0
user_15/action_1/75,54,256,202,0.0
user_15/action_1/76,141,256,115,0.0
user_15/action_1/78,101,256,155,0.0
user_15/action_1/82,119,256,137,0.0
user_15/action_1/83,140,256,116,0.0
user_16/action_1/27,63,256,193,0.0
user_16/action_1/28,87,256,169,0.0
user_16/action_1/29,70,256,186,0.0
user_16/action_1/30,92,256,164,0.0
user_16/action_1/34,136,256,120,0.0
user_16/action_1/38,71,256,185,0.0
user_16/action_1/40,74,256,182,0.0
user_16/action_1/41,97,256,159,0.0
user_16/action_1/42,97,256,159,0.0
user_16/action_1/45,89,256,167,0.0
user_16/action_1/47,80,256,176,0.0
user_16/action_1/70,84,256,172,0.0
user_16/action_1/71,81,256,175,0.0
user_16/action_1/73,103,256,153,0.0
user_16/action_1/76,91,256,165,0.0
user_16/action_1/78,53,256,203,0.0
user_16/action_1/79,67,256,189,0.0
user_16/action_1/80,79,256,177,0.0
user_16/action_1/81,82,256,174,0.0
user_16/action_1/85,70,256,186,0.0
user_16/action_1/87,76,256,180,0.0
user_16/action_1/90,99,256,157,0.0
user_18/action_1/25,57,256,199,0.0
user_18/action_1/26,112,256,144,0.0
user_18/action_1/27,97,256,159,0.0
user_18/action_1/28,153,256,103,0.0
user_18/action_1/32,104,256,152,0.0
user_18/action_1/36,65,256,191,0.0
user_18/action_1/38,99,256,157,0.0
user_18/action_1/39,81,256,175,0.0
user_18/action_1/40,114,256,142,0.0
user_18/action_1/43,97,256,159,0.0
user_18/action_1/44,125,256,131,0.0
user_19/action_1/27,72,256,184,0.0
user_19/action_1/28,107,256,149,0.0
user_19/action_1/29,74,256,182,0.0
user_19/action_1/30,97,256,159,0.0
user_19/action_1/34,107,256,149,0.0
user_19/action_1/38,57,256,199,0.0
user_19/action_1/40,82,256,174,0.0
user_19/action_1/41,84,256,172,0.0
user_19/action_1/42,79,256,177,0.0
user_19/action_1/45,93,256,163,0.0
user_19/action_1/47,89,256,167,0.0
user_19/action_1/77,95,256,161,0.0
user_19/action_1/79,78,256,178,0.0
user_19/action_1/85,69,256,187,0.0
user_19/action_1/86,64,256,192,0.0
user_19/action_1/87,62,256,194,0.0
user_19/action_1/88,86,256,170,0.0
user_19/action_1/89,71,256,185,0.0
user_19/action_1/90,89,256,167,0.0
user_19/action_1/94,122,256,134,0.0
user_20/action_1/23,76,256,180,0.0
user_20/action_1/24,127,256,129,0.0
user_20/action_1/25,82,256,174,0.0
user_20/action_1/29,87,256,169,0.0
user_20/action_1/33,81,256,175,0.0
user_20/action_1/35,46,256,210,0.0
user_20/action_1/36,106,256,150,0.0
user_20/action_1/37,122,256,134,0.0
user_20/action_1/39,112,256,144,0.0
user_20/action_1/41,113,256,143,0.0
user_20/action_1/44,122,256,134,0.0
user_20/action_1/45,147,256,109,0.0
user_20/action_1/46,75,256,181,0.0
user_20/action_1/53,109,256,147,0.0
user_20/action_1/54,85,256,171,0.0
user_20/action_1/55,77,256,179,0.0
user_20/action_1/56,72,256,184,0.0
user_20/action_1/60,116,256,140,0.0
user_20/action_1/61,149,256,107,0.0
user_20/action_1/63,51,256,205,0.0
