objective,phase_weight,progress_weight,seed,fixed_when_architecture,feature_dim,feature_type,phase_probe_C,phase_probe_test_accuracy,phase_probe_test_ba,phase_probe_test_macro_f1,phase_probe_val_ba,progress_probe_alpha,progress_probe_test_mae,progress_probe_test_monotonic_violation_rate_mean,progress_probe_test_monotonic_violation_rate_sd,progress_probe_test_n_gestures,progress_probe_test_r2,progress_probe_test_sample_balanced_mae_mean,progress_probe_test_sample_balanced_mae_sd,progress_probe_test_spearman_mean,progress_probe_test_spearman_sd,progress_probe_val_mae,progress_probe_val_monotonic_violation_rate_mean,progress_probe_val_monotonic_violation_rate_sd,progress_probe_val_n_gestures,progress_probe_val_sample_balanced_mae_mean,progress_probe_val_sample_balanced_mae_sd,progress_probe_val_spearman_mean,progress_probe_val_spearman_sd
progress_heavy,0.2,1.0,71,rsnn_shortmem,128,synaptic,1.0,0.3687044400265076,0.364366870076636,0.349096110071845,0.3483345322052897,0.01,0.11706043779850006,,,,0.7261132001876831,,,,,0.12354997545480728,,,,,,,
progress_heavy,0.2,1.0,71,rsnn_shortmem,128,spike,0.01,0.3549536116633532,0.3503859988268637,0.33178641221824395,0.33053034058863984,10.0,0.11779085546731949,,,,0.7223101854324341,,,,,0.12371746450662613,,,,,,,
progress_heavy,0.2,1.0,71,rsnn_shortmem,128,spike250,10.0,0.33714380384360504,0.3323850703551643,0.31235046749999396,0.32714559759862605,10.0,0.11370353400707245,,,,0.7328879833221436,,,,,0.12200825661420822,,,,,,,
progress_heavy,0.2,1.0,71,rsnn_shortmem,128,spike500,0.1,0.32480119284294234,0.3198990420240837,0.2957155954158218,0.31720408029521585,10.0,0.11492675542831421,,,,0.7258687019348145,,,,,0.12176678329706192,,,,,,,
progress_only,0.0,1.0,11,rsnn_shortmem,128,membrane,0.01,0.3319251159708416,0.327778061091876,0.3118485138167629,0.3342149207997279,10.0,0.12847866117954254,0.33039043307819776,0.06030818778587448,146.0,0.6898154020309448,0.1377706378698349,0.059988651799055145,0.8926944470518924,0.08876374909877784,0.1261240839958191,0.3195658815112934,0.0776253269158687,126.0,0.13177493199824342,0.06517864855838766,0.856185112265981,0.2289560944212085
progress_only,0.0,1.0,11,rsnn_shortmem,128,synaptic,10.0,0.3326706428098078,0.32855682602465575,0.311871290102187,0.33593564990404345,10.0,0.1293434202671051,,,,0.6872937083244324,,,,,0.12683522701263428,,,,,,,
progress_only,0.0,1.0,11,rsnn_shortmem,128,spike,0.1,0.31494367130550033,0.31043219402925726,0.28881402657478794,0.3049297636281759,10.0,0.1297079622745514,,,,0.682217001914978,,,,,0.1292639672756195,,,,,,,
progress_only,0.0,1.0,11,rsnn_shortmem,128,spike250,0.01,0.3076540755467197,0.3030222923948369,0.27996798363002845,0.31807433588573303,10.0,0.12795490026474,,,,0.6844336986541748,,,,,0.12373616546392441,,,,,,,
progress_only,0.0,1.0,11,rsnn_shortmem,128,spike500,0.01,0.30226971504307487,0.29750080028404524,0.27244176488081856,0.31200100301011247,10.0,0.12794086337089539,,,,0.6782443523406982,,,,,0.12083428353071213,,,,,,,
progress_only,0.0,1.0,23,rsnn_shortmem,128,membrane,0.01,0.3472498343273691,0.3431233445491393,0.3266812501223376,0.3413680267292775,10.0,0.1217031478881836,0.33349996207938953,0.06128400003838008,146.0,0.7169326543807983,0.1312790316057532,0.06055180737293499,0.9056632001520212,0.06874368535753242,0.13022996485233307,0.3270704485629451,0.07977468934081912,126.0,0.13646125113443722,0.07163179365315168,0.8534923153259508,0.21405360468511453
progress_only,0.0,1.0,23,rsnn_shortmem,128,synaptic,0.1,0.35520212060967526,0.35095113913375725,0.3347924305471931,0.34026955511246365,10.0,0.12160324305295944,,,,0.7170581817626953,,,,,0.13016358017921448,,,,,,,
progress_only,0.0,1.0,23,rsnn_shortmem,128,spike,0.1,0.3265407554671968,0.3218135526280526,0.2997170924751379,0.3101235799114085,10.0,0.12477418035268784,,,,0.7040345668792725,,,,,0.13442236185073853,,,,,,,
progress_only,0.0,1.0,23,rsnn_shortmem,128,spike250,0.01,0.32123923127899273,0.3166241568313296,0.29482056333576956,0.32431983275197285,10.0,0.1199570745229721,,,,0.712386965751648,,,,,0.12890619039535522,,,,,,,
progress_only,0.0,1.0,23,rsnn_shortmem,128,spike500,0.01,0.3219847581179589,0.31736394716663696,0.2941062339815892,0.3173607376428541,10.0,0.1193757951259613,,,,0.7121706604957581,,,,,0.1264549344778061,,,,,,,
progress_only,0.0,1.0,37,rsnn_shortmem,128,membrane,10.0,0.3390490390987409,0.3352096884074139,0.31979663795049945,0.3358993630615489,0.01,0.12583595514297485,0.3247106150581003,0.05887733719012532,146.0,0.6861932873725891,0.13593693615945235,0.062869121380311,0.9111857693232521,0.06172605437350098,0.12625271081924438,0.319922434276106,0.06636102407682595,126.0,0.13025323239465555,0.062135725519125176,0.8709835673064072,0.19245294305315183
progress_only,0.0,1.0,37,rsnn_shortmem,128,synaptic,1.0,0.33772365805168986,0.3337620595874486,0.31856492868756164,0.33616931069810035,10.0,0.12520597875118256,,,,0.6887739896774292,,,,,0.12654927372932434,,,,,,,
progress_only,0.0,1.0,37,rsnn_shortmem,128,spike,10.0,0.32016235917826374,0.3158006345666872,0.2962046565775599,0.307162531472727,10.0,0.12638606131076813,,,,0.6800097227096558,,,,,0.12921260297298431,,,,,,,
progress_only,0.0,1.0,37,rsnn_shortmem,128,spike250,1.0,0.3116302186878728,0.30718049042538575,0.2854408947508931,0.32331293452800175,10.0,0.12159300595521927,,,,0.7017883062362671,,,,,0.12164347618818283,,,,,,,
progress_only,0.0,1.0,37,rsnn_shortmem,128,spike500,1.0,0.3189198144466534,0.31461715797906653,0.29418957802621487,0.32015194260167673,10.0,0.11882545053958893,,,,0.7129760980606079,,,,,0.11828117817640305,,,,,,,
progress_only,0.0,1.0,53,rsnn_shortmem,128,membrane,0.01,0.35255135851557323,0.348345005333974,0.3335687827859891,0.33484780232953987,10.0,0.1209772601723671,0.30740778938025565,0.06266728117702597,146.0,0.7204967737197876,0.1291957898448183,0.05689230129718871,0.9116364715522915,0.08272311809979466,0.13160768151283264,0.30851935604520114,0.06959495525150679,126.0,0.1392883937510233,0.06688622521261231,0.8851204377772893,0.1270773504885645
progress_only,0.0,1.0,53,rsnn_shortmem,128,synaptic,0.1,0.35561630218687873,0.3511641689014856,0.3368197420865169,0.3349192871428756,0.01,0.12080182135105133,,,,0.7211397290229797,,,,,0.13161389529705048,,,,,,,
progress_only,0.0,1.0,53,rsnn_shortmem,128,spike,0.1,0.3313452617627568,0.32676478519226687,0.3078455175058637,0.31450232816587054,10.0,0.12224209308624268,,,,0.7098568677902222,,,,,0.13231901824474335,,,,,,,
progress_only,0.0,1.0,53,rsnn_shortmem,128,spike250,0.01,0.32587806494367133,0.3211004363124325,0.3009311660286275,0.3153708158737652,10.0,0.11500940471887589,,,,0.7344227433204651,,,,,0.1267586350440979,,,,,,,
progress_only,0.0,1.0,53,rsnn_shortmem,128,spike500,0.01,0.3363982770046388,0.3316990334856783,0.31255341757946037,0.32735971999067726,10.0,0.11190690845251083,,,,0.7421524524688721,,,,,0.12408825010061264,,,,,,,
progress_only,0.0,1.0,71,rsnn_shortmem,128,membrane,1.0,0.3550364479787939,0.35087525528280633,0.3347039607640592,0.33269631416397927,10.0,0.11768637597560883,0.3176409093426221,0.06030142707664838,146.0,0.731574296951294,0.1253442769640521,0.05691964326936686,0.8968781345769773,0.09446562809169715,0.131904736161232,0.30735000948998353,0.06967073190562391,126.0,0.13904610669447315,0.07455989376729291,0.8422838892835601,0.2423128692231301
progress_only,0.0,1.0,71,rsnn_shortmem,128,synaptic,10.0,0.35462226640159045,0.3503368769105856,0.33337288606693866,0.3283811499258971,10.0,0.11791476607322693,,,,0.7311291694641113,,,,,0.13229532539844513,,,,,,,
progress_only,0.0,1.0,71,rsnn_shortmem,128,spike,0.01,0.33631544068919816,0.3317073732961958,0.3114585919599376,0.31321120350282666,10.0,0.12020327895879745,,,,0.7200262546539307,,,,,0.13405057787895203,,,,,,,
progress_only,0.0,1.0,71,rsnn_shortmem,128,spike250,0.1,0.3410371106693174,0.33589949265257973,0.31418299076409795,0.3095765306329022,10.0,0.11528807133436203,,,,0.7331573963165283,,,,,0.12927894294261932,,,,,,,
progress_only,0.0,1.0,71,rsnn_shortmem,128,spike500,0.01,0.3321736249171637,0.32738762472720506,0.3068742055786712,0.30854952773131444,10.0,0.11410018801689148,,,,0.7345539331436157,,,,,0.1267680674791336,,,,,,,
