condition,architecture,objective,seed,epoch,lambda_scale,lambda_p2,lambda_a1,train_task_loss,train_p2,train_a1,train_weighted_p2,train_weighted_a1,train_total_loss,train_reg_to_task_ratio,val_native_ba,val_native_loss,first_batch_task_grad_norm,first_batch_p2_grad_norm_raw,first_batch_a1_grad_norm_raw,first_batch_weighted_p2_grad_norm,first_batch_weighted_a1_grad_norm,first_batch_reg_grad_norm,first_batch_p2_to_task_grad_ratio,first_batch_a1_to_task_grad_ratio,first_batch_reg_to_task_grad_ratio,train_p2_hidden_1,train_p2_hidden_2,train_p2_hidden_3
original_reg,short_mid,whole_count_ce,23,13,1.0,0.01,0.1,2.4837261526596937,1.5044095343854054,0.0001143227535712,0.0150440947894846,1.1432275377940449e-05,2.4987816650567902,0.0060616694995704,0.0833333333333333,2.484906911849976,,,,,,,,,,2.366820934922683,0.6419981873999775,
original_reg,short_mid,whole_count_ce,23,14,1.0,0.01,0.1,2.48393315497446,1.4129869406481823,0.0001038620432276,0.014129869114101,1.0386204672165828e-05,2.4980734416416714,0.0056926875388957,0.0833333333333333,2.484906911849976,,,,,,,,,,2.257978546434754,0.5679953353745597,
original_reg,short_mid,whole_count_ce,23,15,1.0,0.01,0.1,2.4837848742119006,1.3268192005239543,9.367124447214342e-05,0.0132681919123958,9.36712469078986e-06,2.4970624085752977,0.0053456960685049,0.0833333333333333,2.484906911849976,,,,,,,,,,2.1663549693233994,0.4872833721198641,
original_reg,short_mid,whole_count_ce,23,16,1.0,0.01,0.1,2.483861406986151,1.269446606069752,8.68388512874104e-05,0.0126944658428225,8.683885147995401e-06,2.4965644818369985,0.0051142747708231,0.0833333333333333,2.484906911849976,,,,,,,,,,2.088317182716527,0.4505760713308895,
original_reg,short_mid,whole_count_ce,23,17,1.0,0.01,0.1,2.483649497598461,1.2133302046386798,8.312711314251727e-05,0.0121333015419017,8.312711453884993e-06,2.495791083153677,0.0048886182470979,0.0833333333333333,2.484906911849976,,,,,,,,,,2.015539777053202,0.411120644842696,
original_reg,short_mid,whole_count_ce,23,18,1.0,0.01,0.1,2.483796852591116,1.162968340510961,7.818933530473098e-05,0.0116296830168715,7.818933636059015e-06,2.495434260819742,0.0046853678626604,0.0833333333333333,2.484906911849976,,,,,,,,,,1.9531341678304228,0.3728024922375424,
original_reg,short_mid,whole_count_ce,23,19,1.0,0.01,0.1,2.483790234321161,1.1148500445582574,7.270445253831962e-05,0.0111485004165368,7.270445389473469e-06,2.494946105139596,0.0044914303582384,0.0833333333333333,2.484906911849976,,,,,,,,,,1.8949958703604088,0.3347042625747531,
original_reg,short_mid,whole_count_ce,23,20,1.0,0.01,0.1,2.483790234321161,1.071197652570557,6.831597009627229e-05,0.0107119763173842,6.831597300947305e-06,2.494509030537433,0.0043155044925179,0.0833333333333333,2.484906911849976,0.0042518731388484,1.88366515294432,0.0001879528395883,0.0188366517958122,1.879528426894722e-05,0.0188428032357829,4.430200803430784,0.0044204715557523,4.431647563428053,1.8416044771568705,0.3007907891027283,
original_reg,short_mid,whole_count_ce,23,21,1.0,0.01,0.1,2.483790234321161,1.0397592483412172,6.547375967396101e-05,0.0103975923526743,6.547376034081943e-06,2.494194289287889,0.0041888157803921,0.0833333333333333,2.484906911849976,,,,,,,,,,1.7929187569889062,0.2865997793444668,
original_reg,short_mid,whole_count_ce,23,22,1.0,0.01,0.1,2.483649517295693,1.003098752945918,6.299881703779743e-05,0.0100309872573398,6.299881815548971e-06,2.4936868992606867,0.0040413460390677,0.0833333333333333,2.484906911849976,,,,,,,,,,1.745289783879935,0.2609077283211706,
original_reg,short_mid,whole_count_ce,23,23,1.0,0.01,0.1,2.483790234321161,0.9731300891779376,5.834598431273335e-05,0.0097313006897416,5.8345985923525165e-06,2.493527405438448,0.0039202727967063,0.0833333333333333,2.484906911849976,,,,,,,,,,1.702674580112792,0.2435856308153287,
original_reg,short_mid,whole_count_ce,23,24,1.0,0.01,0.1,2.483649517295693,0.9420353893363742,5.660498757695774e-05,0.0094203538984291,5.660498882536054e-06,2.4930755759680743,0.0037952272781125,0.0833333333333333,2.484906911849976,,,,,,,,,,1.6604375086224634,0.2236332720764327,
original_reg,short_mid,whole_count_ce,23,25,1.0,0.01,0.1,2.483933157436614,0.9156547234924236,5.231267483855867e-05,0.0091565471629831,5.231267615270807e-06,2.4930948546339025,0.0036884158509536,0.0833333333333333,2.484906911849976,,,,,,,,,,1.621656492942377,0.2096529594797275,
original_reg,short_mid,whole_count_ce,23,26,1.0,0.01,0.1,2.484151350241315,0.8830764248531164,4.863342165285938e-05,0.0088307641834507,4.863342307893455e-06,2.4929869983364505,0.0035567991961924,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5834339346204485,0.182718915598733,
original_reg,short_mid,whole_count_ce,23,27,1.0,0.01,0.1,2.483933157436614,0.8586968686207231,4.717949409911043e-05,0.0085869685261031,4.717949540934635e-06,2.492524826588196,0.003458904057028,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5474344333970402,0.1699593275939331,
original_reg,short_mid,whole_count_ce,23,28,1.0,0.01,0.1,2.484005380620645,0.8360583761678095,4.476048273689155e-05,0.0083605836060622,4.47604826867989e-06,2.492370406444635,0.0033675690558451,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5123350082699485,0.1597817227847092,
original_reg,short_mid,whole_count_ce,23,29,1.0,0.01,0.1,2.4840054142700825,0.8186022570539465,4.431756208097745e-05,0.0081860223182327,4.43175629388141e-06,2.4921958897897585,0.0032972770620684,0.0833333333333333,2.484906911849976,,,,,,,,,,1.4776508863534452,0.1595536099551261,
original_reg,short_mid,whole_count_ce,23,30,1.0,0.01,0.1,2.483933209962566,0.7930546012064266,4.146380206215273e-05,0.0079305458087762,4.14638030178266e-06,2.491867785199374,0.0031944064185194,0.0833333333333333,2.484906911849976,1.2711134878438414e-05,0.9066198679443336,0.0001186982910357,0.0090661988739782,1.186983043788322e-05,0.0090677751197309,713.2485777770332,0.9338135856002694,713.3725828928457,1.446312638034919,0.1397965641214597,
original_reg,short_mid,whole_count_ce,37,1,1.0,0.01,0.1,2.484458364430885,23.360673960227768,0.0015405067242681,0.233606731701841,0.0001540506774085,2.7182191973504017,0.09408923318093,0.0833333333333333,2.484906911849976,0.0041637732381684,68.25191285523387,0.0015498860527804,0.6825191007114176,0.000154988612957,0.6826221973415442,163.9184128604553,0.0372231156913887,163.94317324586282,22.939095157354096,23.78225213279002,
original_reg,short_mid,whole_count_ce,37,2,1.0,0.01,0.1,2.4848597652940865,13.880255247762816,0.0009176319957151,0.1388025467192654,9.176320166789114e-05,2.623754044202847,0.0558962368262641,0.0833333333333333,2.484906911849976,0.00041680195565,37.44406146851343,0.0008487742435966,0.374440590521128,8.487742749894416e-05,0.3744975488958756,898.365723685525,0.2036397054964908,898.5023794136844,16.4318002743483,11.328710334436414,
original_reg,short_mid,whole_count_ce,37,3,1.0,0.01,0.1,2.484630702079471,9.200389875192036,0.0006695671439637,0.0920038970248219,6.695671592545118e-05,2.5767015183854225,0.037056152314181,0.0833333333333333,2.484906911849976,,,,,,,,,,11.784330523978412,6.616449064724211,
original_reg,short_mid,whole_count_ce,37,4,1.0,0.01,0.1,2.484912713915879,6.471201064459428,0.0005170328235722,0.0647120093237512,5.170328283185346e-05,2.5496764293841365,0.0260627716393806,0.0833333333333333,2.484906911849976,,,,,,,,,,8.670884564082922,4.271517645676657,
original_reg,short_mid,whole_count_ce,37,5,1.0,0.01,0.1,2.48485362386129,5.035156716167824,0.000441006876299,0.0503515661686094,4.410068836376126e-05,2.5352493087519057,0.0202811410591911,0.0833333333333333,2.484906911849976,0.0005418471835142,11.97536021031301,0.0003455581684058,0.1197536022975548,3.455582011767892e-05,0.1197675864534329,221.0099192928783,0.0637741067390285,221.03572759511476,6.63513645740056,3.4351769708314985,
original_reg,short_mid,whole_count_ce,37,6,1.0,0.01,0.1,2.484797956200762,4.1002679437450205,0.0003788585483261,0.0410026775836534,3.788585600728913e-05,2.52583850353392,0.0165166601724075,0.0833333333333333,2.484906911849976,,,,,,,,,,5.285179598606392,2.915356337306011,
original_reg,short_mid,whole_count_ce,37,7,1.0,0.01,0.1,2.4849586215979467,3.4066789129720085,0.000309181941696,0.0340667884226202,3.0918195150163835e-05,2.519056304186429,0.0137216395964951,0.0833333333333333,2.484906911849976,,,,,,,,,,4.416646053786943,2.396711772157075,
original_reg,short_mid,whole_count_ce,37,8,1.0,0.01,0.1,2.4849264112889458,2.913178339677505,0.0002586093872285,0.0291317823549761,2.5860938796741093e-05,2.514084067484188,0.0117338055410053,0.0833333333333333,2.484906911849976,,,,,,,,,,3.827761221670653,1.9985955627362617,
original_reg,short_mid,whole_count_ce,37,9,1.0,0.01,0.1,2.484921380697963,2.526135538613324,0.0002215178835055,0.0252613546727497,2.2151789104294425e-05,2.510204958628459,0.0101747711852165,0.0833333333333333,2.484906911849976,,,,,,,,,,3.4344615230461817,1.617809554180467,
original_reg,short_mid,whole_count_ce,37,10,1.0,0.01,0.1,2.484829512807876,2.229569815112063,0.0001910065366058,0.0222956977925694,1.910065387332147e-05,2.5071443317268884,0.0089804142825182,0.0833333333333333,2.484906911849976,2.589778211289281e-05,4.991776856918788,0.0001548012679909,0.049917769672291,1.5480126200687352e-05,0.0499239184229727,1927.492070737603,0.5977394563444416,1927.7294945700728,3.131601093968508,1.3275384695722807,
original_reg,short_mid,whole_count_ce,37,11,1.0,0.01,0.1,2.4848366563373507,2.019567310091961,0.0001718515634346,0.0201956728495747,1.7185156656384437e-05,2.505049453955304,0.0081344815783685,0.0833333333333333,2.484906911849976,,,,,,,,,,2.9097258043371257,1.1294088218995912,
original_reg,short_mid,whole_count_ce,37,12,1.0,0.01,0.1,2.484913869486824,1.8224284673516804,0.0001497593561414,0.018224283951862,1.4975936135109645e-05,2.503153078732516,0.0073399968151668,0.0833333333333333,2.484906911849976,,,,,,,,,,2.7237553744225824,0.9211015663335738,
original_reg,short_mid,whole_count_ce,37,13,1.0,0.01,0.1,2.4849066734313965,1.694510352591024,0.000136218134893,0.0169451031817857,1.3621813652736596e-05,2.50186537095889,0.0068246929257992,0.0833333333333333,2.484906911849976,,,,,,,,,,2.568223256047129,0.8207974622664066,
original_reg,short_mid,whole_count_ce,37,14,1.0,0.01,0.1,2.484829460281924,1.5768844350890323,0.0001259041039885,0.0157688435458813,1.2590410770324074e-05,2.500610831272171,0.0063511135105671,0.0833333333333333,2.484906911849976,,,,,,,,,,2.4380635632500183,0.7157053452966136,
original_reg,short_mid,whole_count_ce,37,15,1.0,0.01,0.1,2.484530629881893,1.4680821944842446,0.0001150181127484,0.0146808216601558,1.150181141134757e-05,2.499223050890609,0.005913520765194,0.0833333333333333,2.484906911849976,,,,,,,,,,2.3233168654515697,0.6128475103854313,
original_reg,short_mid,whole_count_ce,37,16,1.0,0.01,0.1,2.484599974397538,1.3918167869728733,0.0001081806844883,0.0139181677623942,1.0818068431927777e-05,2.4985289446458143,0.0056061281390794,0.0833333333333333,2.484906911849976,,,,,,,,,,2.225825267281261,0.5578083354409098,
original_reg,short_mid,whole_count_ce,37,17,1.0,0.01,0.1,2.484599974397538,1.317394571747509,0.0001029658288642,0.0131739453443048,1.029658300124596e-05,2.4977842719132237,0.0053063841516391,0.0833333333333333,2.484906911849976,,,,,,,,,,2.135031632835401,0.4997575535934271,
original_reg,short_mid,whole_count_ce,37,18,1.0,0.01,0.1,2.4845241794487696,1.2466778537697718,9.425583084834428e-05,0.0124667780281472,9.425583177349294e-06,2.497000386916011,0.0050215665899023,0.0833333333333333,2.484906911849976,,,,,,,,,,2.051529503730406,0.4418261896517519,
original_reg,short_mid,whole_count_ce,37,19,1.0,0.01,0.1,2.4845241794487696,1.1907395871288806,8.938312115750424e-05,0.0119073954899755,8.938312305319802e-06,2.496440577219768,0.0047962237199577,0.0833333333333333,2.484906911849976,,,,,,,,,,1.97584019121738,0.4056389502116612,
original_reg,short_mid,whole_count_ce,37,20,1.0,0.01,0.1,2.4845241794487696,1.1429495158991592,8.42771725741631e-05,0.0114294948351285,8.427717363002226e-06,2.495962127350694,0.0046036672321817,0.0833333333333333,2.484906911849976,5.1517419420042535e-05,2.214329331821009,0.0001476458913976,0.0221432936149882,1.4764590544974785e-05,0.0221467820931058,429.821482990926,0.286594140606948,429.8891975262604,1.906701906823045,0.3791971302842929,
original_reg,short_mid,whole_count_ce,37,21,1.0,0.01,0.1,2.4845241794487696,1.0938786804778646,7.799225905961479e-05,0.0109387867492519,7.799226034284764e-06,2.4954707807189624,0.0044059084092773,0.0833333333333333,2.484906911849976,,,,,,,,,,1.8417141135916653,0.3460432452225028,
original_reg,short_mid,whole_count_ce,37,22,1.0,0.01,0.1,2.48467613702797,1.0431223067482245,7.067812829504427e-05,0.0104312226400676,7.067812984478568e-06,2.4951144270150056,0.0042010668100744,0.0833333333333333,2.484906911849976,,,,,,,,,,1.7803523786712223,0.3058921949178134,
original_reg,short_mid,whole_count_ce,37,23,1.0,0.01,0.1,2.48467613702797,1.003181198172643,6.646222085090877e-05,0.0100318118769566,6.646222103562542e-06,2.4947145572012346,0.0040401475063336,0.0833333333333333,2.484906911849976,,,,,,,,,,1.7242997564670346,0.2820626060236341,
original_reg,short_mid,whole_count_ce,37,24,1.0,0.01,0.1,2.48467613702797,0.9692937634282596,6.322312194975445e-05,0.0096929371821823,6.322312194975445e-06,2.494375427495592,0.003903631282095,0.0833333333333333,2.484906911849976,,,,,,,,,,1.6723552934068822,0.2662322968501027,
original_reg,short_mid,whole_count_ce,37,25,1.0,0.01,0.1,2.48467613702797,0.9393449119979872,6.230999579374228e-05,0.0093934486881411,6.230999686916889e-06,2.4940757484731493,0.0037830603142796,0.0833333333333333,2.484906911849976,,,,,,,,,,1.6237598136452105,0.2549299856009869,
original_reg,short_mid,whole_count_ce,37,26,1.0,0.01,0.1,2.48467613702797,0.9091862702739012,5.867553357844018e-05,0.0090918625991874,5.867553550544186e-06,2.4937738375081047,0.0036615356090714,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5767103296138745,0.2416622402233018,
original_reg,short_mid,whole_count_ce,37,27,1.0,0.01,0.1,2.4845241794487696,0.8804242744298072,5.460282246529713e-05,0.0088042427133287,5.460282246529713e-06,2.4933339728750994,0.0035458310562829,0.0833333333333333,2.484906911849976,,,,,,,,,,1.533405014651983,0.2274435539048633,
original_reg,short_mid,whole_count_ce,37,28,1.0,0.01,0.1,2.484599974397538,0.8529368443045887,5.125422228365458e-05,0.0085293683215411,5.125422228365457e-06,2.4931344189865454,0.0034349568669857,0.0833333333333333,2.484906911849976,,,,,,,,,,1.4929259459451223,0.2129477522561964,
original_reg,short_mid,whole_count_ce,37,29,1.0,0.01,0.1,2.484599967831794,0.8238675767706511,4.935830559224057e-05,0.0082386757380196,4.935830615891369e-06,2.4928435319056814,0.003317882828369,0.0833333333333333,2.484906911849976,,,,,,,,,,1.455247120274529,0.1924880461417869,
original_reg,short_mid,whole_count_ce,37,30,1.0,0.01,0.1,2.484599974397538,0.7983480878623135,4.676286014903572e-05,0.0079834807564772,4.676286095834513e-06,2.492588098611356,0.003215067666782,0.0833333333333333,2.484906911849976,3.465299194134254e-05,1.2613570577706097,0.0001535741881349,0.0126135703645076,1.535741968100591e-05,0.0126164823275901,363.9965745485625,0.4431773079508275,364.0806066312017,1.4169172270162589,0.1797789565308369,
original_reg,short_mid,whole_count_ce,53,1,1.0,0.01,0.1,2.484501373336976,17.106730498873635,0.0009548552576757,0.1710672993822065,9.54855285915438e-05,2.6556642018579164,0.0688922078078412,0.0833333333333333,2.484906911849976,0.0113720215011193,31.405236982263155,0.000650006018651,0.3140523619462611,6.500061160081282e-05,0.3140820867209738,27.6162300533243,0.0057158361505397,27.618843904758695,21.851508989186375,12.361952638872314,
original_reg,short_mid,whole_count_ce,53,2,1.0,0.01,0.1,2.484484995088561,10.554300950029017,0.0005479106248661,0.1055430084749056,5.479106264691415e-05,2.590082751288882,0.0425028928515579,0.0833333333333333,2.484906911849976,0.0012495397293473,19.93757825495271,0.0003748573972756,0.1993757802438267,3.7485740616083975e-05,0.1993891020387029,159.55937659378688,0.0299996388555522,159.57003795537736,15.336691075060742,5.771910558263939,
original_reg,short_mid,whole_count_ce,53,3,1.0,0.01,0.1,2.484601620347488,7.1480530658400205,0.0003787751055403,0.0714805281228945,3.78775108408158e-05,2.5561200583453023,0.028784657084677,0.0833333333333333,2.484906911849976,,,,,,,,,,10.884101319436157,3.4120047314031603,
original_reg,short_mid,whole_count_ce,53,4,1.0,0.01,0.1,2.4846626288304026,5.047970546912818,0.0002889459398787,0.0504797044788806,2.889459422831993e-05,2.535171240003917,0.0203281517929396,0.0833333333333333,2.484906911849976,,,,,,,,,,7.872341559799116,2.223599693656173,
original_reg,short_mid,whole_count_ce,53,5,1.0,0.01,0.1,2.484783552599856,3.9086972809494474,0.0002517538962659,0.0390869718423295,2.5175390730193902e-05,2.523895646126463,0.0157406656978779,0.0833333333333333,2.484906911849976,0.0075230818318725,10.558697800541696,0.0002694903341566,0.1055869702646071,2.694903428080964e-05,0.1055935258463613,14.035068689173928,0.0035821801334974,14.03594008495305,6.011162209633911,1.806232326002006,
original_reg,short_mid,whole_count_ce,53,6,1.0,0.01,0.1,2.4847047636718225,3.151815137026027,0.0002175147769204,0.0315181503005056,2.1751478105312992e-05,2.516244619520519,0.01269362148765,0.0833333333333333,2.484906911849976,,,,,,,,,,4.835144127502704,1.4684862536530487,
original_reg,short_mid,whole_count_ce,53,7,1.0,0.01,0.1,2.4848366563373507,2.672199425311589,0.0002026361816583,0.026721993515752,2.026361870840053e-05,2.51157892468464,0.0107621791018966,0.0833333333333333,2.484906911849976,,,,,,,,,,4.063827287309551,1.2805715845497052,
original_reg,short_mid,whole_count_ce,53,8,1.0,0.01,0.1,2.484561246356537,2.3248349996524094,0.0001792756319322,0.0232483493789338,1.7927563350391014e-05,2.5078274662030955,0.0093643402739227,0.0833333333333333,2.484906911849976,,,,,,,,,,3.5151218182043444,1.134548208389348,
original_reg,short_mid,whole_count_ce,53,9,1.0,0.01,0.1,2.484913869486824,2.0693376749600065,0.0001616261902426,0.0206933765449335,1.6162619126018193e-05,2.5056234308856693,0.0083341074386358,0.0833333333333333,2.484906911849976,,,,,,,,,,3.1274170239492864,1.0112584057855525,
original_reg,short_mid,whole_count_ce,53,10,1.0,0.01,0.1,2.484829460281924,1.8813754092395407,0.0001464673771207,0.0188137538019381,1.4646738364058715e-05,2.5036579048366843,0.0075773411581195,0.0833333333333333,2.484906911849976,5.38846529758516e-05,3.745229293159967,0.000136984415143,0.0374522892977677,1.3698442769268764e-05,0.0374534691944661,695.0455691818588,0.2542178897469697,695.067465893321,2.8472631465957825,0.9154876860406846,
original_reg,short_mid,whole_count_ce,53,11,1.0,0.01,0.1,2.4849066734313965,1.7235276294862547,0.0001317118054092,0.0172352756641279,1.3171180622637044e-05,2.5021551623812237,0.0069412855738892,0.0833333333333333,2.484906911849976,,,,,,,,,,2.63968870479761,0.8073665864906705,
original_reg,short_mid,whole_count_ce,53,12,1.0,0.01,0.1,2.484752614814115,1.596571794680597,0.0001203668553474,0.0159657175465135,1.2036685616458927e-05,2.500730313450457,0.0064303199187196,0.0833333333333333,2.484906911849976,,,,,,,,,,2.480243789965028,0.7128997791859861,
original_reg,short_mid,whole_count_ce,53,13,1.0,0.01,0.1,2.484752614814115,1.4897865972092148,0.0001076584923164,0.0148978657497929,1.0765849432801852e-05,2.49966127162546,0.0060000466486443,0.0833333333333333,2.484906911849976,,,,,,,,,,2.358651403305658,0.6209217981914645,
original_reg,short_mid,whole_count_ce,53,14,1.0,0.01,0.1,2.484752614814115,1.3957619076136265,9.862876815372547e-05,0.0139576186619942,9.862876917905943e-06,2.498720117772508,0.0056212765229173,0.0833333333333333,2.484906911849976,,,,,,,,,,2.258089601070253,0.5334342868931322,
original_reg,short_mid,whole_count_ce,53,15,1.0,0.01,0.1,2.48467613702797,1.3247494463666172,8.901458056404664e-05,0.0132474942780428,8.901458126534375e-06,2.4979325387235765,0.0053352610179715,0.0833333333333333,2.484906911849976,,,,,,,,,,2.1732728288423995,0.4762260358581854,
original_reg,short_mid,whole_count_ce,53,16,1.0,0.01,0.1,2.484752614814115,1.2604484654539834,8.177066556589896e-05,0.0126044845269438,8.1770666930141e-06,2.4973653052226608,0.0050760230690331,0.0833333333333333,2.484906911849976,,,,,,,,,,2.099340837916901,0.4215560205114072,
original_reg,short_mid,whole_count_ce,53,17,1.0,0.01,0.1,2.48467613702797,1.206089959087142,7.665023879431991e-05,0.0120608991848724,7.665023959580234e-06,2.496744708227004,0.0048571980987702,0.0833333333333333,2.484906911849976,,,,,,,,,,2.033279651003327,0.3789002850985157,
original_reg,short_mid,whole_count_ce,53,18,1.0,0.01,0.1,2.484752667340067,1.156993148454085,7.428764581011861e-05,0.0115699314106762,7.428764646523657e-06,2.496330065899585,0.0046593612022223,0.0833333333333333,2.484906911849976,,,,,,,,,,1.971512596291232,0.3424737531428903,
original_reg,short_mid,whole_count_ce,53,19,1.0,0.01,0.1,2.484599974397538,1.1155782853879943,7.03217609829178e-05,0.0111557827098695,7.032176302888953e-06,2.495762824191489,0.0044928016586972,0.0833333333333333,2.484906911849976,,,,,,,,,,1.9142383031303416,0.3169182517442359,
original_reg,short_mid,whole_count_ce,53,20,1.0,0.01,0.1,2.4845241794487696,1.0792754966502756,6.705244745928537e-05,0.0107927545087601,6.705244836878008e-06,2.495323657168784,0.0043466913475533,0.0833333333333333,2.484906911849976,0.0002355431249971,1.0886754162159002,0.0001256186563563,0.0108867545281371,1.2561865660496895e-05,0.0108880037345445,46.21979320460615,0.0533314893425412,46.22509671922744,1.861567326544074,0.2969836112041276,
original_reg,short_mid,whole_count_ce,53,21,1.0,0.01,0.1,2.484599974397538,1.0426392137696534,6.337057499146079e-05,0.0104263920397874,6.337057700299382e-06,2.495032686374684,0.0041989572587102,0.0833333333333333,2.484906911849976,,,,,,,,,,1.810637280986149,0.2746411760990057,
original_reg,short_mid,whole_count_ce,53,22,1.0,0.01,0.1,2.48467613702797,1.0071254675236505,5.891408070154679e-05,0.010071254553347,5.891408311382104e-06,2.494753277445414,0.0040557180919812,0.0833333333333333,2.484906911849976,,,,,,,,,,1.7624172351856855,0.2518337213285203,
original_reg,short_mid,whole_count_ce,53,23,1.0,0.01,0.1,2.48467613702797,0.972480436200324,5.676892543398525e-05,0.0097248041681727,5.676892661703279e-06,2.4944066742816604,0.0039161969303868,0.0833333333333333,2.484906911849976,,,,,,,,,,1.7156264227967255,0.2293344583112278,
original_reg,short_mid,whole_count_ce,53,24,1.0,0.01,0.1,2.48467613702797,0.94741287114493,5.4704487182524754e-05,0.0094741284847259,5.470448883949574e-06,2.49415571266936,0.0038152251685198,0.0833333333333333,2.484906911849976,,,,,,,,,,1.6719907684293345,0.22283495770264,
original_reg,short_mid,whole_count_ce,53,25,1.0,0.01,0.1,2.484599974397538,0.9158531757722418,5.272819696971265e-05,0.0091585319155823,5.272819797939266e-06,2.4937637344695203,0.0036882414995606,0.0833333333333333,2.484906911849976,,,,,,,,,,1.6285983902657093,0.2031079797192818,
original_reg,short_mid,whole_count_ce,53,26,1.0,0.01,0.1,2.48467613702797,0.8851968821477972,5.028744940576865e-05,0.0088519686352134,5.028745041544865e-06,2.493533099169575,0.003564648626943,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5873865326177232,0.1830072198031075,
original_reg,short_mid,whole_count_ce,53,27,1.0,0.01,0.1,2.484599974397538,0.8579242112509355,4.804485411935834e-05,0.0085792418700769,4.804485548751388e-06,2.4931840285171534,0.0034549007663525,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5456678026104138,0.1701805802405188,
original_reg,short_mid,whole_count_ce,53,28,1.0,0.01,0.1,2.4845241794487696,0.8353934450116708,4.6060656709516366e-05,0.0083539342978991,4.606065680970167e-06,2.4928827330906094,0.0033642419070498,0.0833333333333333,2.484906911849976,,,,,,,,,,1.5077522763286728,0.1630346038460526,
original_reg,short_mid,whole_count_ce,53,29,1.0,0.01,0.1,2.484599974397538,0.8122363872249032,4.417227350516812e-05,0.0081223635220973,4.417227506586729e-06,2.492726808570953,0.0032708608360887,0.0833333333333333,2.484906911849976,,,,,,,,,,1.4704583109758806,0.1540144498294889,
original_reg,short_mid,whole_count_ce,53,30,1.0,0.01,0.1,2.484752667340067,0.7925440277166909,4.1889266924010494e-05,0.0079254400659923,4.188926811840715e-06,2.492682332221079,0.003191315215004,0.0833333333333333,2.484906911849976,2.91743018900574e-05,0.7974494985581738,0.000124542079594,0.0079744949594869,1.2454207473288022e-05,0.0079767900655034,273.33970113624906,0.4268896483014874,273.4183698915484,1.4339830487607472,0.1511050329356103,
original_reg,short_mid,whole_count_ce,71,1,1.0,0.01,0.1,2.485609766948654,22.82068222525198,0.0014430225541071,0.2282068204141114,0.0001443022594306,2.713960945093283,0.0918692570772551,0.0833333333333333,2.484906911849976,0.0070210309445082,77.20016817855306,0.001349929910962,0.7720016483699417,0.0001349930216905,0.7720501913261287,109.95559690187558,0.0192269515342597,109.96251083753128,21.308077327971205,24.33328628211752,
original_reg,short_mid,whole_count_ce,71,2,1.0,0.01,0.1,2.484546360994165,13.164863901581493,0.0009198352151907,0.1316486370209572,9.19835221853104e-05,2.616286949939038,0.0530240138044467,0.0833333333333333,2.484906911849976,0.0003035143645097,32.279578550629346,0.0006611302167056,0.3227958074890238,6.611302657405945e-05,0.3228197131685075,1063.5272831663597,0.2178250333582962,1063.6060460925305,15.364701269415692,10.965026630592018,
original_reg,short_mid,whole_count_ce,71,3,1.0,0.01,0.1,2.4844937377870595,8.919942381459956,0.000738075362092,0.0891994220138929,7.380753807139842e-05,2.5737668963184457,0.0359321612263269,0.0833333333333333,2.484906911849976,,,,,,,,,,11.32909985540656,6.5107852509838375,
original_reg,short_mid,whole_count_ce,71,4,1.0,0.01,0.1,2.48355096178498,6.465693302285856,0.0006270546270951,0.0646569321185299,6.270546394867863e-05,2.5482706494257497,0.0260593153022973,0.0833333333333333,2.484906911849976,,,,,,,,,,8.510049619691097,4.421336803091577,
original_reg,short_mid,whole_count_ce,71,5,1.0,0.01,0.1,2.483456310019436,4.887992337730789,0.0005354553378121,0.0488799220133771,5.354553554447531e-05,2.5323898685573507,0.019703776286098,0.0833333333333333,2.484906911849976,0.0077332369107368,12.451751212012294,0.0004559479109806,0.124517513589087,4.559479146331176e-05,0.1245371904685347,16.101603381141317,0.0058959517197782,16.104147836933222,6.573102488164852,3.2028821589819536,
original_reg,short_mid,whole_count_ce,71,6,1.0,0.01,0.1,2.4841416674103467,3.963512432144349,0.0004761179916323,0.0396351239575063,4.7611799397417255e-05,2.5238244188837258,0.0159744254031502,0.0833333333333333,2.484906911849976,,,,,,,,,,5.2969122917845,2.630112649241331,
original_reg,short_mid,whole_count_ce,71,7,1.0,0.01,0.1,2.484581747892186,3.2864224389580152,0.0003922479015919,0.0328642237392893,3.922479061848192e-05,2.517485191407589,0.0132430533057814,0.0833333333333333,2.484906911849976,,,,,,,,,,4.407134374119534,2.165710422955774,
original_reg,short_mid,whole_count_ce,71,8,1.0,0.01,0.1,2.48466573688947,2.7375029446541133,0.0003048601489563,0.0273750288036881,3.0486015900621862e-05,2.512071209397045,0.0110298598369603,0.0833333333333333,2.484906911849976,,,,,,,,,,3.774213825363711,1.7007920902074922,
original_reg,short_mid,whole_count_ce,71,9,1.0,0.01,0.1,2.4848668062338115,2.374974102243499,0.0002579170367568,0.0237497406019452,2.5791704098026493e-05,2.508642338639488,0.0095681314774688,0.0833333333333333,2.484906911849976,,,,,,,,,,3.331424824342055,1.4185233286448888,
