architecture,objective,seed,last_layer,feature_dim,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy
C,timestep_ce,101,L3,2048,L2,0.01,0.6301369863013698,0.6130945443445444,0.6186288019339428,fixed250,0.481583694083694
C,timestep_ce,11,L3,128,L2,0.1,0.541095890410959,0.5393592518592519,0.5370212405513254,full_count,0.4462722462722462
C,timestep_ce,23,L3,128,L2,0.1,0.5547945205479452,0.5418671606171606,0.5398293989960656,full_count,0.5032467532467533
C,timestep_ce,101,L3,128,L2,0.01,0.6164383561643836,0.5972555222555223,0.5747228157060548,full_count,0.5209776334776335
C,timestep_ce,11,L3,2048,L3,0.01,0.5273972602739726,0.5210199522699522,0.5071972934472935,fixed250,0.45813492063492056
C,timestep_ce,23,L3,2048,L3,0.01,0.5753424657534246,0.5683663558663559,0.5686161542614566,fixed250,0.4740740740740741
C,timestep_ce,101,L3,2048,L3,0.001,0.5684931506849316,0.5496524309024309,0.5494971611808471,fixed250,0.4448412698412698
C,timestep_ce,11,L3,128,L3,0.01,0.5205479452054794,0.5089299589299588,0.4988746182670567,full_count,0.41812770562770557
C,timestep_ce,23,L3,128,L3,0.01,0.541095890410959,0.5316509879009877,0.5369816934886512,full_count,0.4445827320827321
C,timestep_ce,101,L3,128,L3,0.01,0.589041095890411,0.5716401653901653,0.5572959229964397,full_count,0.47530663780663773
D,timestep_ce,11,L3,2048,L1,1.0,0.4931506849315068,0.4805728993228993,0.4839038303034682,fixed250,0.5027958152958153
D,timestep_ce,23,L3,2048,L1,0.1,0.5821917808219178,0.5708936896436897,0.5619523304414412,fixed250,0.4713023088023089
D,timestep_ce,101,L3,2048,L1,0.01,0.5547945205479452,0.5408230658230657,0.548442364397742,fixed250,0.43356782106782105
D,timestep_ce,11,L3,128,L1,0.1,0.5068493150684932,0.5002608502608502,0.4879178336882597,full_count,0.511087061087061
D,timestep_ce,23,L3,128,L1,1.0,0.5273972602739726,0.5235764235764236,0.5109486933666949,full_count,0.44928451178451184
D,timestep_ce,101,L3,128,L1,1.0,0.4863013698630137,0.4730803918303918,0.4910454165717324,full_count,0.445484607984608
D,timestep_ce,11,L3,2048,L2,0.01,0.6027397260273972,0.5921848984348984,0.5949874593143551,fixed250,0.5202200577200577
D,timestep_ce,23,L3,2048,L2,0.01,0.6095890410958904,0.5989940614940614,0.5962658200344081,fixed250,0.4617063492063492
D,timestep_ce,101,L3,2048,L2,0.01,0.5547945205479452,0.5355401542901542,0.5337955015069874,fixed250,0.48780663780663774
D,timestep_ce,11,L3,128,L2,1.0,0.547945205479452,0.5414675602175602,0.5252777890395102,full_count,0.46879509379509376
D,timestep_ce,23,L3,128,L2,0.1,0.589041095890411,0.5740571928071928,0.5693688809186973,full_count,0.46049182299182306
D,timestep_ce,101,L3,128,L2,0.1,0.5342465753424658,0.5144452769452769,0.5098842113334867,full_count,0.4671055796055797
D,timestep_ce,11,L3,1024,L3,0.01,0.5342465753424658,0.5216651404151403,0.5147323347770919,fixed250,0.4601972101972102
D,timestep_ce,23,L3,1024,L3,0.01,0.5684931506849316,0.5552079864579863,0.5569478283458805,fixed250,0.4903138528138528
D,timestep_ce,101,L3,1024,L3,0.1,0.5136986301369864,0.4952353202353202,0.48771660801072575,fixed250,0.4944564694564694
D,timestep_ce,11,L3,64,L3,0.1,0.4657534246575342,0.4548555611055611,0.44952877374166733,full_count,0.4344035594035595
D,timestep_ce,23,L3,64,L3,0.01,0.547945205479452,0.5323523698523698,0.5290390229250367,full_count,0.4340668590668591
D,timestep_ce,101,L3,64,L3,0.01,0.5547945205479452,0.5377566877566877,0.5226866921913361,full_count,0.43572631072631074
E,timestep_ce,11,L3,2048,L1,0.1,0.5136986301369864,0.5039814352314352,0.5012061820875581,fixed250,0.4987554112554112
E,timestep_ce,23,L3,2048,L1,0.01,0.547945205479452,0.5370802808302808,0.529960939443698,fixed250,0.44084295334295326
E,timestep_ce,101,L3,2048,L1,0.01,0.4657534246575342,0.4577013264513264,0.44779247722796117,fixed250,0.47236050986050987
E,timestep_ce,11,L3,128,L1,1.0,0.4452054794520548,0.43687007437007436,0.432483931032318,full_count,0.4084054834054834
E,timestep_ce,23,L3,128,L1,0.1,0.5,0.48573371073371074,0.47019857310437824,full_count,0.42576960076960074
E,timestep_ce,101,L3,128,L1,0.1,0.4315068493150685,0.42463161838161834,0.4110139623091446,full_count,0.43380832130832125
E,timestep_ce,11,L3,2048,L2,0.01,0.6301369863013698,0.6150023587523588,0.6274762033069122,fixed250,0.5088083213083213
E,timestep_ce,23,L3,2048,L2,0.1,0.5342465753424658,0.5230942668442667,0.5278691084549719,fixed250,0.4609126984126984
E,timestep_ce,101,L3,2048,L2,0.1,0.5273972602739726,0.5069368131868132,0.49128084814583667,fixed250,0.4891594516594517
E,timestep_ce,11,L3,128,L2,1.0,0.5205479452054794,0.5046911421911421,0.4932853302611367,full_count,0.47745911495911497
E,timestep_ce,23,L3,128,L2,1.0,0.4589041095890411,0.44739080364080364,0.43338396256864137,full_count,0.4978535353535353
E,timestep_ce,101,L3,128,L2,0.1,0.5205479452054794,0.5084609834609833,0.5077475140651214,full_count,0.4967712842712842
E,timestep_ce,11,L3,2048,L3,0.01,0.547945205479452,0.5252518315018314,0.5172451218598862,fixed250,0.4543109668109668
E,timestep_ce,23,L3,2048,L3,0.01,0.4794520547945205,0.47435689310689305,0.4800375964378522,fixed250,0.4550925925925926
E,timestep_ce,101,L3,2048,L3,0.01,0.5205479452054794,0.5093267843267842,0.49179268097272333,fixed250,0.513095238095238
E,timestep_ce,11,L3,128,L3,0.1,0.547945205479452,0.5308836996336995,0.5228812792247659,full_count,0.43205266955266963
E,timestep_ce,23,L3,128,L3,0.1,0.4520547945205479,0.4436931124431125,0.4359633787265367,full_count,0.4810305435305436
E,timestep_ce,101,L3,128,L3,0.01,0.5547945205479452,0.5424596237096236,0.5387556116722784,full_count,0.5065897065897066
