pi,si,user,label,valid,pad,source_trial,sample_id,y,cv_fold
14,93,user_14,H,90,256,user_14/action_0/user_14_action_0,user_14/action_0/user_14_action_0/segment_93,6,4
34,26,user_14,J,59,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_26,8,3
34,27,user_14,B,105,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_27,1,0
34,28,user_14,X,70,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_28,11,2
34,32,user_14,G,79,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_32,5,3
34,36,user_14,C,55,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_36,2,0
34,38,user_14,I,49,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_38,7,1
34,39,user_14,D,85,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_39,3,2
34,40,user_14,H,97,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_40,6,2
34,43,user_14,A,91,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_43,0,1
34,45,user_14,K,132,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_45,9,3
34,73,user_14,A,111,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_73,0,4
34,75,user_14,K,118,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_75,9,1
34,81,user_14,L,63,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_81,10,1
34,82,user_14,J,59,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_82,8,4
34,83,user_14,C,59,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_83,2,1
34,84,user_14,I,48,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_84,7,3
34,85,user_14,E,120,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_85,4,2
34,87,user_14,D,84,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_87,3,3
34,91,user_14,G,92,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_91,5,0
34,92,user_14,H,81,256,user_14/action_1/user_14_action_1,user_14/action_1/user_14_action_1/segment_92,6,3
15,24,user_15,L,80,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_24,10,3
15,27,user_15,J,87,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_27,8,0
15,28,user_15,B,152,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_28,1,1
15,29,user_15,X,97,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_29,11,2
15,30,user_15,E,153,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_30,4,0
15,34,user_15,G,135,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_34,5,0
15,38,user_15,C,74,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_38,2,3
15,40,user_15,I,57,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_40,7,3
15,41,user_15,D,118,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_41,3,2
15,42,user_15,H,134,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_42,6,3
15,45,user_15,A,142,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_45,0,4
15,47,user_15,K,117,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_47,9,1
15,74,user_15,A,134,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_74,0,1
15,76,user_15,K,128,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_76,9,2
15,82,user_15,L,76,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_82,10,4
15,83,user_15,J,85,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_83,8,3
15,84,user_15,C,92,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_84,2,2
15,85,user_15,I,67,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_85,7,1
15,86,user_15,E,164,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_86,4,2
15,88,user_15,D,128,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_88,3,0
15,92,user_15,G,129,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_92,5,4
15,93,user_15,H,125,256,user_15/action_0/user_15_action_0,user_15/action_0/user_15_action_0/segment_93,6,1
35,22,user_15,J,75,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_22,8,4
35,23,user_15,B,139,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_23,1,0
35,24,user_15,X,89,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_24,11,3
35,28,user_15,G,119,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_28,5,1
35,32,user_15,C,76,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_32,2,1
35,34,user_15,I,57,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_34,7,0
35,35,user_15,D,103,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_35,3,4
35,36,user_15,H,117,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_36,6,0
35,39,user_15,A,112,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_39,0,3
35,41,user_15,K,92,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_41,9,3
35,64,user_15,A,119,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_64,0,0
35,66,user_15,K,110,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_66,9,4
35,72,user_15,L,72,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_72,10,2
35,73,user_15,J,77,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_73,8,1
35,74,user_15,C,87,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_74,2,4
35,75,user_15,I,54,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_75,7,2
35,76,user_15,E,141,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_76,4,4
35,78,user_15,D,101,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_78,3,3
35,82,user_15,G,119,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_82,5,2
35,83,user_15,H,140,256,user_15/action_1/user_15_action_1,user_15/action_1/user_15_action_1/segment_83,6,2
16,26,user_16,J,65,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_26,8,4
16,27,user_16,B,92,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_27,1,3
16,28,user_16,X,69,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_28,11,4
16,29,user_16,E,84,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_29,4,0
16,33,user_16,G,83,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_33,5,1
16,37,user_16,C,54,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_37,2,2
16,39,user_16,I,56,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_39,7,3
16,40,user_16,H,86,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_40,6,2
16,43,user_16,A,87,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_43,0,3
16,45,user_16,K,97,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_45,9,4
16,70,user_16,K,82,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_70,9,3
16,72,user_16,B,91,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_72,1,4
16,75,user_16,E,85,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_75,4,4
16,77,user_16,L,49,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_77,10,4
16,78,user_16,J,63,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_78,8,1
16,79,user_16,G,74,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_79,5,3
16,80,user_16,D,78,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_80,3,1
16,84,user_16,C,64,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_84,2,4
16,86,user_16,I,68,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_86,7,0
16,89,user_16,H,94,256,user_16/action_0/user_16_action_0,user_16/action_0/user_16_action_0/segment_89,6,1
36,27,user_16,J,63,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_27,8,2
36,28,user_16,B,87,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_28,1,2
36,29,user_16,X,70,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_29,11,0
36,30,user_16,E,92,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_30,4,3
36,34,user_16,G,136,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_34,5,4
36,38,user_16,C,71,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_38,2,0
36,40,user_16,I,74,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_40,7,1
36,41,user_16,D,97,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_41,3,0
36,42,user_16,H,97,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_42,6,0
36,45,user_16,A,89,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_45,0,4
36,47,user_16,K,80,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_47,9,0
36,70,user_16,A,84,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_70,0,2
36,71,user_16,K,81,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_71,9,1
36,73,user_16,B,103,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_73,1,1
36,76,user_16,E,91,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_76,4,2
36,78,user_16,L,53,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_78,10,2
36,79,user_16,J,67,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_79,8,0
36,80,user_16,G,79,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_80,5,0
36,81,user_16,D,82,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_81,3,3
36,85,user_16,C,70,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_85,2,1
36,87,user_16,I,76,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_87,7,2
36,90,user_16,H,99,256,user_16/action_1/user_16_action_1,user_16/action_1/user_16_action_1/segment_90,6,3
17,27,user_18,J,53,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_27,8,0
17,28,user_18,B,101,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_28,1,0
17,29,user_18,X,88,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_29,11,2
17,30,user_18,E,166,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_30,4,1
17,34,user_18,G,114,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_34,5,1
17,38,user_18,C,77,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_38,2,1
17,40,user_18,D,102,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_40,3,4
17,41,user_18,H,144,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_41,6,0
17,45,user_18,K,131,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_45,9,3
17,69,user_18,J,79,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_69,8,1
17,71,user_18,D,99,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_71,3,3
17,75,user_18,X,112,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_75,11,4
17,81,user_18,A,117,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_81,0,1
17,82,user_18,C,81,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_82,2,3
17,85,user_18,G,120,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_85,5,2
17,86,user_18,B,135,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_86,1,2
17,87,user_18,L,85,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_87,10,4
17,88,user_18,K,122,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_88,9,2
17,89,user_18,H,143,256,user_18/action_0/user_18_action_0,user_18/action_0/user_18_action_0/segment_89,6,4
37,25,user_18,J,57,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_25,8,4
37,26,user_18,B,112,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_26,1,1
37,27,user_18,X,97,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_27,11,3
37,28,user_18,E,153,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_28,4,2
37,32,user_18,G,104,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_32,5,0
37,36,user_18,C,65,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_36,2,4
37,38,user_18,I,99,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_38,7,3
37,39,user_18,D,81,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_39,3,2
37,40,user_18,H,114,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_40,6,3
37,43,user_18,A,97,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_43,0,0
37,44,user_18,K,125,256,user_18/action_1/user_18_action_1,user_18/action_1/user_18_action_1/segment_44,9,0
18,25,user_19,L,70,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_25,10,0
18,28,user_19,J,67,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_28,8,1
18,29,user_19,B,135,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_29,1,2
18,30,user_19,X,88,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_30,11,1
18,31,user_19,E,128,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_31,4,2
18,35,user_19,G,116,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_35,5,3
18,39,user_19,C,74,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_39,2,4
18,41,user_19,I,122,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_41,7,2
18,42,user_19,D,101,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_42,3,3
18,43,user_19,H,116,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_43,6,1
18,46,user_19,A,142,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_46,0,2
18,48,user_19,K,99,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_48,9,4
18,75,user_19,A,91,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_75,0,1
18,77,user_19,K,95,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_77,9,0
18,83,user_19,L,61,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_83,10,4
18,84,user_19,J,60,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_84,8,3
18,85,user_19,C,58,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_85,2,1
18,86,user_19,I,87,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_86,7,4
18,87,user_19,E,95,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_87,4,3
18,89,user_19,D,91,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_89,3,4
18,93,user_19,G,104,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_93,5,4
18,94,user_19,H,87,256,user_19/action_0/user_19_action_0,user_19/action_0/user_19_action_0/segment_94,6,3
38,27,user_19,J,72,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_27,8,0
38,28,user_19,B,107,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_28,1,3
38,29,user_19,X,74,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_29,11,0
38,30,user_19,E,97,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_30,4,4
38,34,user_19,G,107,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_34,5,1
38,38,user_19,C,57,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_38,2,0
38,40,user_19,I,82,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_40,7,3
38,41,user_19,D,84,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_41,3,1
38,42,user_19,H,79,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_42,6,4
38,45,user_19,A,93,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_45,0,0
38,47,user_19,K,89,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_47,9,1
38,77,user_19,A,95,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_77,0,3
38,79,user_19,K,78,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_79,9,2
38,85,user_19,L,69,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_85,10,1
38,86,user_19,J,64,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_86,8,2
38,87,user_19,C,62,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_87,2,2
38,88,user_19,I,86,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_88,7,0
38,89,user_19,E,71,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_89,4,0
38,90,user_19,D,89,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_90,3,2
38,94,user_19,G,122,256,user_19/action_1/user_19_action_1,user_19/action_1/user_19_action_1/segment_94,5,0
2,26,user_2,J,104,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_26,8,4
2,27,user_2,B,115,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_27,1,0
2,28,user_2,X,83,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_28,11,2
2,29,user_2,E,114,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_29,4,3
2,33,user_2,G,100,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_33,5,4
2,37,user_2,C,69,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_37,2,0
2,39,user_2,I,88,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_39,7,1
2,40,user_2,D,90,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_40,3,0
2,41,user_2,H,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_41,6,4
2,44,user_2,A,93,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_44,0,2
2,46,user_2,K,92,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_46,9,3
2,72,user_2,X,79,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_72,11,0
2,73,user_2,B,110,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_73,1,1
2,78,user_2,A,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_78,0,1
2,80,user_2,K,98,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_80,9,1
2,86,user_2,L,75,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_86,10,1
2,87,user_2,J,80,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_87,8,1
2,88,user_2,C,68,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_88,2,4
2,89,user_2,I,96,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_89,7,3
2,90,user_2,E,110,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_90,4,1
2,92,user_2,D,86,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_92,3,1
2,96,user_2,G,108,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_96,5,2
2,97,user_2,H,101,256,user_2/action_0/user_2_action_0,user_2/action_0/user_2_action_0/segment_97,6,0
22,25,user_2,J,79,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_25,8,2
22,26,user_2,B,112,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_26,1,4
22,27,user_2,X,81,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_27,11,4
22,28,user_2,E,127,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_28,4,2
22,32,user_2,G,135,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_32,5,3
22,36,user_2,C,75,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_36,2,1
22,38,user_2,I,102,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_38,7,4
22,39,user_2,D,97,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_39,3,2
22,40,user_2,H,104,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_40,6,3
22,43,user_2,A,91,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_43,0,4
22,45,user_2,K,103,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_45,9,2
22,73,user_2,A,100,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_73,0,0
22,75,user_2,K,91,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_75,9,0
22,81,user_2,L,69,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_81,10,3
22,82,user_2,J,80,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_82,8,3
22,83,user_2,C,74,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_83,2,3
22,84,user_2,I,95,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_84,7,0
22,85,user_2,E,118,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_85,4,4
22,87,user_2,D,81,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_87,3,3
22,91,user_2,G,101,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_91,5,0
22,92,user_2,H,96,256,user_2/action_1/user_2_action_1,user_2/action_1/user_2_action_1/segment_92,6,2
19,24,user_20,J,83,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_24,8,1
19,25,user_20,B,107,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_25,1,2
19,26,user_20,X,79,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_26,11,0
19,27,user_20,E,129,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_27,4,0
19,31,user_20,G,117,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_31,5,4
19,35,user_20,C,67,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_35,2,1
19,37,user_20,I,52,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_37,7,4
19,38,user_20,D,101,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_38,3,4
19,39,user_20,H,118,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_39,6,1
19,42,user_20,A,117,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_42,0,4
19,44,user_20,K,110,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_44,9,1
19,67,user_20,D,115,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_67,3,2
19,69,user_20,K,136,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_69,9,2
19,70,user_20,B,143,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_70,1,0
19,71,user_20,L,97,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_71,10,4
19,78,user_20,H,127,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_78,6,2
19,79,user_20,X,116,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_79,11,3
19,80,user_20,J,81,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_80,8,3
19,81,user_20,C,70,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_81,2,3
19,85,user_20,G,105,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_85,5,1
19,86,user_20,E,139,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_86,4,2
19,88,user_20,I,47,256,user_20/action_0/user_20_action_0,user_20/action_0/user_20_action_0/segment_88,7,2
39,23,user_20,J,76,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_23,8,2
39,24,user_20,B,127,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_24,1,4
39,25,user_20,X,82,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_25,11,4
39,29,user_20,G,87,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_29,5,0
39,33,user_20,C,81,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_33,2,2
39,35,user_20,I,46,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_35,7,0
39,36,user_20,D,106,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_36,3,0
39,37,user_20,H,122,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_37,6,3
39,39,user_20,A,112,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_39,0,3
39,41,user_20,K,113,256,user_20/action_1/user_20_action_1,user_20/action_1/user_20_action_1/segment_41,9,3
