condition,local_shifts,local_group_widths,local_tau_mem_ms,variant,hidden_cap,output_cap,seed,split,dt_ms,valid_count_balanced_accuracy,valid_count_macro_f1,full_count_balanced_accuracy,hidden_count_linear_balanced_accuracy,hidden_count_linear_macro_f1,uend_linear_balanced_accuracy,uend_linear_macro_f1,state_tail_event_fraction,output_tail_event_fraction,state_mean_events_per_neuron_second,output_mean_events_per_neuron_second,local_mean_events_per_neuron_second,local_fraction_at_cap,state_fraction_at_cap,output_fraction_at_cap
shift4,[4],[128],[242.10347130039656],multi_ho,31,31,37,test,15.625,0.4152611277611278,0.3994013227025397,0.4291500166500166,0.5139672827172826,0.5067348098589831,0.5099990287490287,0.5114363907931672,0.2205876738649525,0.21661979409113322,25.20234648822105,132.64755039998929,3.7952762923828542,0.0,0.0,4.118340638504453e-05
shift4,[4],[128],[242.10347130039656],multi_ho,31,31,53,train,15.625,0.7807892250534089,0.7802223358740915,0.6631076216920798,0.9920025779892132,0.9919773321649594,0.8222884386603836,0.8196622643203254,0.2051289127225925,0.19040625302598727,38.33502933942102,211.75353103086172,3.8855579371296396,0.0,9.317134798214075e-06,0.0026101768317371094
shift4,[4],[128],[242.10347130039656],multi_ho,31,31,53,val,15.625,0.5257395382395383,0.5217458345565344,0.4730940355940356,0.4491822991822991,0.45741990116053083,0.4663179413179414,0.4683347683240926,0.20964694023132324,0.19589322805404663,31.101791381835938,169.56170654296875,3.424238443374634,0.0,1.3716969533561496e-06,0.0009071489330381155
shift4,[4],[128],[242.10347130039656],multi_ho,31,31,53,test,15.625,0.507282301032301,0.5034460807870784,0.44500222000221995,0.45913322788322786,0.45900009811013875,0.5748258685758685,0.5744261294261295,0.22461461755510878,0.20901775074331727,35.98533484053938,199.37896979345035,4.098203051580142,0.0,6.434907247663207e-07,0.0016816557474332314
shift4,[4],[128],[242.10347130039656],multi_ho,31,31,71,train,15.625,0.7302502618420043,0.7172963154292454,0.6639433861877712,0.9830306280981457,0.9831308688728201,0.8533534030560931,0.8517430629761776,0.16530692390135768,0.14693527685385357,27.305604908429405,138.8103383207075,3.5586464536374693,0.0,8.150767663208425e-07,0.0003799801563528301
shift4,[4],[128],[242.10347130039656],multi_ho,31,31,71,val,15.625,0.553980278980279,0.5435315164997827,0.4352332852332852,0.4810966810966811,0.4851541227811645,0.4778198653198653,0.48746872174597167,0.14935192465782166,0.13136285543441772,23.95039939880371,122.5308837890625,3.155078649520874,0.0,0.0,4.389430250739679e-05
shift4,[4],[128],[242.10347130039656],multi_ho,31,31,71,test,15.625,0.515480352980353,0.4946086822723102,0.4607989232989232,0.4463328338328338,0.44931049196800094,0.4471896159396158,0.44758621477824373,0.17620517007292133,0.15598529740555644,27.43385947240542,140.42366487685948,3.8681977644358594,0.0,0.0,0.00013727801915717453
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,11,train,15.625,0.9217528033316942,0.9230656415242705,0.9217528033316942,0.9983974358974358,0.9983818770226538,0.9765936636036986,0.9766028669319885,0.020704736240631332,0.012531467370381145,2.6297144992421293,3.083719070109566,1.6730565128145858,0.026141508012727903,0.04108928905065827,0.04818311047046197
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,11,val,15.625,0.4254689754689754,0.4300039005181016,0.4254689754689754,0.43397065897065895,0.4287514545681515,0.2800324675324675,0.2916265832932499,0.016318537294864655,0.01139306090772152,2.249056339263916,2.68141508102417,1.3893864154815674,0.02170916274189949,0.03514150530099869,0.041897110641002655
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,11,test,15.625,0.34151612276612275,0.3114139078287045,0.3593732656232656,0.3751089188589188,0.36180528825456365,0.3993763181263181,0.3812057082361075,0.015738694285910116,0.008567665800873241,2.8575333503827656,3.616463697119935,1.8068552033541954,0.028232112552409303,0.04464895859973071,0.056507245267498986
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,23,train,15.625,0.9421069055525618,0.9433770888501917,0.9405636956760186,0.9968251088534107,0.9967945754353522,0.9506023149597418,0.9508238415193379,0.011645050956619175,0.008853128026824655,1.69876575346863,1.5821444452732236,1.623136984296592,0.02536151537963425,0.026543214897947344,0.02472100695739412
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,23,val,15.625,0.41234367484367485,0.4137139043430634,0.41234367484367485,0.35927729677729675,0.3633176421933537,0.3053391053391053,0.31636708970042304,0.005347431171685457,0.005600280128419399,1.4369677305221558,1.3301728963851929,1.332850456237793,0.020825788378715515,0.022452620789408684,0.02078395150601864
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,23,test,15.625,0.37877747252747246,0.37562390317766664,0.3906822344322343,0.4060342435342435,0.393691517757439,0.4508463758463758,0.44137612416708155,0.009928037869354889,0.008040597994033604,1.6961919804141945,1.4637655019760132,1.6935165222376993,0.026461195659964052,0.02650299969397179,0.022871335968375206
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,37,train,15.625,0.8073821473827292,0.8113134011619696,0.8024711451250289,0.9836888341855046,0.9831974222438468,0.9554005092737521,0.9535977952472638,0.014826975939170218,0.010635357281985001,1.9150623360106949,1.639075604240168,1.9306778062436338,0.03016684072255678,0.029922849000167107,0.025610556316252624
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,37,val,15.625,0.446945646945647,0.43204091683674256,0.446945646945647,0.4362614237614238,0.44309367480420114,0.3181277056277057,0.32075838849832666,0.005376631859689951,0.005390835460275412,1.6321218013763428,1.3821438550949097,1.6356333494186401,0.025556771084666252,0.025501903146505356,0.021595997735857964
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,37,test,15.625,0.33974844599844595,0.33197165407691726,0.345700826950827,0.37236929736929736,0.37493530754495663,0.28964299589299586,0.29851896624982915,0.007279084153371315,0.005049128646719946,2.018310550141008,1.8277406512874446,2.0708788208765525,0.03235748157619613,0.03153610234595325,0.02855844767636632
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,53,train,15.625,0.8943157257601259,0.8958476555569872,0.8895393904020296,0.9967948717948718,0.9967793129200896,0.9572442583844268,0.9575472013234668,0.0360269819269287,0.025116656280143534,2.919851257961096,1.8592206910637283,1.755305554493364,0.027426649288958813,0.045622675905642125,0.029050323297870755
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,53,val,15.625,0.4058321308321309,0.39901027976475545,0.4058321308321309,0.40352332852332845,0.400239915500213,0.36803150553150554,0.3767309849669985,0.02064679190516472,0.015688735991716385,2.448512077331543,1.468761920928955,1.474892497062683,0.023045195266604424,0.03825800120830536,0.022949405014514923
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,53,test,15.625,0.3693931068931069,0.33397832063526794,0.3693931068931069,0.34755661005661004,0.3342550967550968,0.37657689532689526,0.36263446730548915,0.0199742368390554,0.016164516749447338,3.134751081466675,1.9026105322249949,1.8643720329624334,0.02913081301503802,0.048980485647916794,0.029728289566015545
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,71,train,15.625,0.8842792033927181,0.8883719871063608,0.8761690228026989,0.9950967823026646,0.9951428736974464,0.9592193614934551,0.9587638009133369,0.02453440174191113,0.016934387036398848,2.563326300113829,1.8281404282673295,1.8524999565183604,0.02894531182059938,0.040051973439278576,0.028564694191677023
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,71,val,15.625,0.4331529581529581,0.4015052047572552,0.4102994227994228,0.41651635401635395,0.4050139507567043,0.30238696488696487,0.2930047916317939,0.022187871858477592,0.02166163921356201,2.2767975330352783,1.6705585718154907,1.5684312582015991,0.024506738409399986,0.035574961453676224,0.026102477684617043
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",binary,1,1,71,test,15.625,0.45169205794205797,0.40057478177277317,0.44573967698967704,0.44345584970584967,0.41116375201335575,0.3856705794205794,0.39082878922219116,0.02474428550021289,0.02380943748691719,2.7761174815974825,1.9436653166601103,2.0020173428809804,0.03128152098251532,0.043376835649960664,0.030369770572814224
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,11,train,15.625,0.9551673986376618,0.9529100707667514,0.9572507319709951,0.9949115971174795,0.9950337736636415,0.9746285136911294,0.9752425921724003,0.011443709222064474,0.010797616689050773,2.6629745369318636,2.8842798428363112,1.753101092402578,0.0,0.0,0.04506687254431736
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,11,val,15.625,0.4367484367484367,0.42832595246388355,0.4443241943241944,0.4097342472342473,0.4131508355192566,0.38975468975468974,0.38211512580438417,0.00650726119056344,0.006207122001796961,2.2852251529693604,2.848564624786377,1.445088267326355,0.0,0.0,0.04450882226228714
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,11,test,15.625,0.43728285603285594,0.42840197814210196,0.43728285603285594,0.39885600510600505,0.3905818949149258,0.394468031968032,0.38057443910704775,0.011298742582256051,0.007531251624379664,2.8334350194016547,3.409007644000119,1.8768624834818384,0.0,0.0,0.05326574443750186
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,23,train,15.625,0.8930339611234346,0.8955632165253394,0.888285623041763,0.9804119558778734,0.9802701733184848,0.9307252480361062,0.9292025649639353,0.008926696216177817,0.008623617336557931,2.577562105635152,2.1232962784791773,1.6965196091624013,0.0,0.0,0.033176504351237146
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,23,val,15.625,0.4228655603655604,0.41594924099559377,0.414532227032227,0.39921236171236174,0.39090313068573934,0.31227753727753726,0.30965720121898616,0.004473570734262466,0.004778672009706497,2.22710919380188,1.8526906967163086,1.3985602855682373,0.0,0.0,0.028948292136192322
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,23,test,15.625,0.4070665445665446,0.397514832327426,0.4070665445665446,0.36856546231546233,0.35542043488998315,0.36547272172272177,0.363675441470433,0.005861655497215433,0.005482087804846568,2.642470549230706,2.0264950827376484,1.7834093864649943,0.0,0.0,0.03166398566777576
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,37,train,15.625,0.9696799560887103,0.9719456947395972,0.9696799560887103,0.9983974358974358,0.9978681871885756,0.9561234799784558,0.9558911102843184,0.016472918824605297,0.01241292206894305,3.3052057990108628,2.95092968399061,2.074911746223699,0.0,0.0,0.04610827631235328
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,37,val,15.625,0.46196488696488697,0.46034788590980996,0.4536315536315536,0.43044733044733047,0.43415442582109254,0.38966450216450216,0.3777328908907856,0.0071129328571259975,0.004166666883975267,2.8920199871063232,2.57372784614563,1.74163818359375,0.0,0.0,0.04021449759602547
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,37,test,15.625,0.3591505716505716,0.35081358504985266,0.3591505716505716,0.3925560550560551,0.3857103949133114,0.4298874736374736,0.43532541263423497,0.01130126738180853,0.0071075078999394015,3.4577465188013363,3.3058544870925277,2.2095805308590197,0.0,0.0,0.051653976360820746
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,53,train,15.625,0.9167473473159659,0.9192731918529118,0.9103929537066704,0.9951282051282052,0.9951428736974464,0.9704328319646947,0.9706205896654009,0.014556404942143292,0.011720791329243405,2.687818726656154,2.8320583845785277,1.7570782040154462,0.0,0.0,0.044250912259039495
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,53,val,15.625,0.41777296777296785,0.4035067256207963,0.38873256373256376,0.39925444925444925,0.39822055137844603,0.3096620971620972,0.32411084020279424,0.0096086785197258,0.009511376731097698,2.2440524101257324,2.4866414070129395,1.469449520111084,0.0,0.0,0.03885377198457718
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,53,test,15.625,0.37167762792762793,0.3537694671119604,0.37167762792762793,0.3692446442446442,0.3558092135990687,0.5092907092907093,0.5007210998579231,0.013259307302738705,0.01214785416521234,2.777050098327741,2.9541689533076876,1.8699387132304988,0.0,0.0,0.04615888989543262
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,71,train,15.625,0.9198361294229236,0.923165203723216,0.9198361294229236,0.9919218911560753,0.9919828423231017,0.9552421718297595,0.9552236689085412,0.01328896559620991,0.006212735895657345,2.7850219304713444,3.047914675714227,1.850689320473991,0.0,0.0,0.047623666808034794
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,71,val,15.625,0.4147005772005772,0.4071692025768113,0.4147005772005772,0.38936988936988937,0.38355676769726327,0.3195827320827321,0.30684320265948567,0.010583385825157166,0.005746094509959221,2.3390395641326904,2.592456102371216,1.5483276844024658,0.0,0.0,0.04050712659955025
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_h,31,1,71,test,15.625,0.357488344988345,0.35479633985438935,0.36344072594072596,0.39037351537351533,0.38302916558985894,0.3422660672660673,0.3448027487697551,0.008894010204566668,0.005654910005220812,2.9328510238699717,3.249948178252129,1.994789811029826,0.0,0.0,0.050780440285189514
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,11,train,15.625,0.8688657479020935,0.8700012711274104,0.5799290380712978,0.9834645760013406,0.9837585023353027,0.8872622405410048,0.8870578461257197,0.25542353101318344,0.2604989137840353,52.149126285940355,250.4431401842022,3.193002182522247,0.0,0.0001630608379927411,0.004216999584558883
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,11,val,15.625,0.6351310726310726,0.6330387154129694,0.42619648869648863,0.5894300144300144,0.6013296374396513,0.5421356421356421,0.5538706401899071,0.2638179659843445,0.27210578322410583,43.04477310180664,202.24388122558594,2.74383282661438,0.0,0.00013031120761297643,0.0017191935330629349
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,11,test,15.625,0.5244110056610056,0.5192824598738577,0.43483599733599737,0.530545843045843,0.5285640402059166,0.5338848651348651,0.5278615227584125,0.28711692601034083,0.29172623402451814,50.93532860115783,245.6073620939908,3.4511852754305488,0.0,6.048812543692654e-05,0.0032740806880062574
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,23,train,15.625,0.7213056659381382,0.7212785943736616,0.6590784177851042,0.9742806787801225,0.9742289012660793,0.893343434091908,0.8916291144742775,0.12827973960291292,0.12664438581507712,24.560640427003424,119.78527829404952,3.1012822641973448,0.0,1.3516337323049003e-07,0.00017036965886582162
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,23,val,15.625,0.550607263107263,0.5376276109685721,0.48913540163540153,0.40745550745550735,0.40950499407862445,0.5060666185666185,0.5112295331522406,0.10904593765735626,0.10817240178585052,21.076683044433594,101.10437774658203,2.6309804916381836,0.0,0.0,0.0
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,23,test,15.625,0.4380862193362192,0.41998192599005296,0.436938061938062,0.5222104284604284,0.5061536644174867,0.5495892995892996,0.5446220280812466,0.12786388580929742,0.12626637283661593,24.808080986754536,120.54950525989271,3.2890918548793007,0.0,0.0,6.863900957858726e-05
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,37,train,15.625,0.8801612680097608,0.8809492573188926,0.7393883753030251,0.9919848079531763,0.991424833875329,0.8887559254987099,0.8887383717225038,0.2177674789847277,0.20024205859679978,35.563115394053895,155.4864932403302,3.4539485121347817,0.0,1.2681805828137002e-05,0.001994816142554345
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,37,val,15.625,0.5118085618085618,0.5269301472202373,0.4200757575757576,0.5082431457431458,0.5228746846071407,0.5366522366522366,0.5479238417739561,0.19264072179794312,0.17994721233844757,29.733694076538086,128.2973175048828,2.9952595233917236,0.0,6.858484766780748e-07,0.0008998332195915282
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,37,test,15.625,0.4837384837384837,0.48679727421740604,0.40383574758574764,0.4720071595071595,0.4806657458393897,0.5623889998889999,0.557392053662649,0.21515469824614591,0.19849093013430294,37.4836641076493,165.74009850906998,3.746152188679943,0.0,1.2869814495326415e-06,0.0016323673644115869
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,53,train,15.625,0.78603113614193,0.7858252458081769,0.5755924432157008,0.9852286185129322,0.9850085728530026,0.8459900020546495,0.8458009758330597,0.22584968561662455,0.2186249378113246,34.21932244752237,171.17255954446972,3.133444926414555,0.0,1.6199273376422254e-05,0.0003942119975721787
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,53,val,15.625,0.579479316979317,0.5614702372790609,0.47861952861952856,0.47937109187109184,0.4859994809270172,0.6055435305435305,0.6055709165386586,0.22448696196079254,0.21749699115753174,29.718944549560547,148.4629364013672,2.7307963371276855,0.0,0.0,0.00019020865147467703
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,53,test,15.625,0.48069430569430566,0.4656359613196921,0.3870310245310245,0.4834589022089022,0.47708405306413576,0.5502740315240315,0.5362693861031457,0.24717663167274162,0.2377923608642735,33.832429938120384,171.05504785825127,3.373183426791674,0.0,5.791416273720256e-06,8.923071117637908e-05
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,71,train,15.625,0.7410495837864323,0.727989459517372,0.4901660694311034,0.9931054829339142,0.9933692932984391,0.8602629668466689,0.8568524124609836,0.25983275006334466,0.2462284345686333,38.390205409563755,192.7951111785311,3.1882036532469336,0.0,0.00010359681007735233,0.0015966466066175864
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,71,val,15.625,0.5458032708032708,0.5383667789048946,0.3846260221260221,0.47345478595478596,0.49210388128860777,0.48953222703222704,0.48644464525687753,0.2561338543891907,0.24103860557079315,33.43867874145508,168.20999145507812,2.7707839012145996,0.0,7.26999351172708e-05,0.0009583589271642268
shift34,"[3, 4]","[64, 64]","[117.0136826471659, 242.10347130039656]",multi_ho,31,31,71,test,15.625,0.5630182317682316,0.5469248347112124,0.36998348873348874,0.502278971028971,0.5039764503270251,0.5263361638361638,0.5201018436397118,0.2840666962813025,0.26782960699845665,39.53141434551918,199.40491663266533,3.4170565605163574,0.0,6.885350720114904e-05,0.0012149104516800135
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,11,train,15.625,0.9209969993549767,0.9200805550635849,0.9180001853366573,0.9934627953745601,0.993596101249823,0.9601430502723048,0.9606238784466584,0.020060514074248515,0.014246286920523479,2.339763288448682,2.5343236155846443,1.578288428959871,0.024660756702497986,0.036558801382010654,0.039598806493510066
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,11,val,15.625,0.45375180375180374,0.4542036544910979,0.4497174122174122,0.41806758056758064,0.43379583379583386,0.38893698893698897,0.39702007755863833,0.011885154992341995,0.009646962396800518,1.9487314224243164,2.2590935230255127,1.289219617843628,0.020144056528806686,0.030448928475379944,0.035298336297273636
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,11,test,15.625,0.3608280608280608,0.3531570383382597,0.3608280608280608,0.3829198579198579,0.37477776383573486,0.2927586302586302,0.28946787698980675,0.014213960078761799,0.009001528260565987,2.510917096921842,2.9213014759429514,1.685468410792416,0.0263354439186315,0.039233079639403784,0.045645335561608616
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,23,train,15.625,0.9684247598792073,0.9679783862585826,0.9684247598792073,0.9983974358974358,0.9983818770226538,0.9786420451371431,0.9789337007866141,0.021499288185033147,0.027144439717219332,2.3828515259616347,2.897941451885204,1.5868614848427436,0.02479471070066787,0.03723205509315054,0.04528033518570631
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,23,val,15.625,0.39739658489658486,0.38918859303621606,0.385491822991823,0.37290163540163546,0.3435399954264052,0.2742784992784993,0.2704217153017017,0.011350834742188454,0.012192903086543083,2.041567802429199,2.54142165184021,1.2881660461425781,0.020127594470977783,0.03189949691295624,0.03970971331000328
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,23,test,15.625,0.41658896658896655,0.40420774401037557,0.42154928404928405,0.3641462703962704,0.35564746634319233,0.3711878399378399,0.36223541484091354,0.014595210879135316,0.020442228137566517,2.4730952177962213,2.8993580602619744,1.6629664195726996,0.025983850305823432,0.03864211277806596,0.04530246969159335
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,37,train,15.625,0.9626757371297189,0.9633296797485386,0.9594694231575892,0.9983974358974358,0.9983818770226538,0.9773949805692314,0.9771681572292037,0.017391243454216374,0.013605023017746241,2.442601588835199,3.4270406951182064,1.9010167011090278,0.02970338595482856,0.038165649825549985,0.053547510861221975
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,37,val,15.625,0.4253727753727754,0.43154657678113056,0.4337061087061087,0.42196969696969694,0.4236158234298966,0.2860810485810486,0.2990064338825949,0.007371360436081886,0.006315465085208416,2.1219823360443115,3.0203962326049805,1.5888420343399048,0.024825656786561012,0.03315597400069237,0.04719369113445282
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,37,test,15.625,0.36449661449661447,0.3416525125728162,0.3704489954489955,0.3583208458208458,0.3402512908140845,0.31633158508158504,0.30912505547505165,0.009147162010178787,0.009705773771625676,2.519226513496817,3.3608340400539034,2.0193863372280174,0.03155291151918777,0.03936291427338776,0.05251303187584224
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,53,train,15.625,0.910738926347226,0.9115392969083999,0.9059312340395337,0.9901608163557848,0.9901466639602875,0.9531345368604894,0.9529002881550331,0.016116370528731206,0.013214485537062004,2.155918173453484,2.371211444244122,1.567922498601234,0.02449878904064428,0.033686221460210684,0.03705017881631441
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,53,val,15.625,0.3251382876382876,0.3254706815347547,0.3251382876382876,0.2721620971620972,0.27736856374787405,0.29914622414622416,0.30803218224270856,0.008509304374456406,0.008293019607663155,1.8054165840148926,2.0156264305114746,1.2825475931167603,0.02003980614244938,0.028209634125232697,0.03149416297674179
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,53,test,15.625,0.3224116161616161,0.30128850060884044,0.3224116161616161,0.3258075258075258,0.305348381004303,0.395216588966589,0.38625814763558397,0.010536035077888774,0.009062493500644213,2.27983196304269,2.5008961909437835,1.6530709397302914,0.025829233433285803,0.035622374422542034,0.03907650298349662
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,71,train,15.625,0.7931185664490058,0.7956413095802178,0.7981778521640445,0.990101462129764,0.9897241641553532,0.9514207919075642,0.9509307355638374,0.016786068668284432,0.011769314633967697,2.6496272948851067,1.008167108857488,1.7031618604971908,0.026611904070268606,0.04140042648257979,0.01575261107589825
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,71,val,15.625,0.33899711399711396,0.31763540848938165,0.33899711399711396,0.34114959114959115,0.3290637713144107,0.2687890812890813,0.2810172676177174,0.006207554135471582,0.006451612804085016,2.2416820526123047,0.8652445077896118,1.418093204498291,0.022157706320285797,0.03502628207206726,0.013519445434212685
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",binary,1,1,71,test,15.625,0.32685370185370183,0.31778456437009517,0.3392163392163392,0.34986749361749364,0.33618037402908124,0.35106490731490725,0.34374902458189444,0.011040897328687245,0.012940230843139021,2.8978908976463424,1.0067084888889366,1.8555596887248835,0.028993120136326305,0.0452795452757241,0.015729820138889634
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,11,train,15.625,0.915994248991792,0.9184266622249191,0.9142581378806809,0.9887167629509471,0.9887468422152107,0.9698284353251058,0.9697939116857289,0.01467596933970199,0.010235712009124624,2.6246607320033744,2.443416425570358,1.627195835729064,0.0,0.0,0.038178381649536845
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,11,val,15.625,0.4458513708513709,0.45246306691319466,0.4458513708513708,0.3964826839826839,0.4044550140817796,0.3545755170755171,0.3613674207865889,0.013676991686224937,0.01664327271282673,2.247476100921631,2.296081781387329,1.3205162286758423,0.0,0.0,0.03587627783417702
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,11,test,15.625,0.3405309967809968,0.32519455852789186,0.3524357586857587,0.3671384171384171,0.35656575674348484,0.38922535797535796,0.37832337972191227,0.012724535126711102,0.00853693077009018,2.741231960793064,2.7780294581635356,1.7299301444667659,0.0,0.0,0.043406710283805244
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,23,train,15.625,0.9366695439154206,0.9400232201760895,0.935035556987316,0.9917052831453498,0.9919716614935754,0.9462109335886159,0.945704079058955,0.012314432911356837,0.01877113425600857,2.8275890465242317,2.849059592836285,1.584943408399769,0.0,0.0,0.04451655613806695
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,23,val,15.625,0.36862674362674364,0.380480460820345,0.36862674362674364,0.3387325637325638,0.3444221619173666,0.24696368446368447,0.24406237037815984,0.019942915067076683,0.03878327086567879,2.321043014526367,2.367249011993408,1.2820647954940796,0.0,0.0,0.036988265812397
shift234,"[2, 3, 4]","[43, 43, 42]","[54.31342963722199, 117.0136826471659, 242.10347130039656]",multi_h,31,1,23,test,15.625,0.3511752136752136,0.34189049393309007,0.3630799755799756,0.37811910311910313,0.37422924280206593,0.31988705738705736,0.30773902536093806,0.006258307740870506,0.008747318019605663,2.6959699898549956,2.52295602021152,1.6601411561443382,0.0,0.0,0.039421187815805
