objective,baseline_objective,variant,seed,readout,delta_ba
relative10_bin_ce,whole_count_ce,multi_h,23,l2_whole_count_linear,0.037333499833499706
relative10_bin_ce,whole_count_ce,multi_h,23,l2_fixed250_ordered_linear,0.06726745476745472
relative10_bin_ce,whole_count_ce,multi_h,23,l2_relative10_ordered_linear,-0.09943181818181812
relative10_bin_ce,whole_count_ce,multi_h,23,l2_uend_linear,-0.08112998112998118
relative10_bin_ce,whole_count_ce,multi_h,37,output_whole_count,-0.05767288267288262
relative10_bin_ce,whole_count_ce,multi_h,37,l1_whole_count_linear,-0.02474123099123099
relative10_bin_ce,whole_count_ce,multi_h,37,l2_whole_count_linear,0.029892329892329816
relative10_bin_ce,whole_count_ce,multi_h,37,l2_fixed250_ordered_linear,-0.0907856032856032
relative10_bin_ce,whole_count_ce,multi_h,37,l2_relative10_ordered_linear,-0.11427322677322671
relative10_bin_ce,whole_count_ce,multi_h,37,l2_uend_linear,-0.02134115884115878
relative10_bin_ce,whole_count_ce,multi_h,53,output_whole_count,-0.0523199023199023
relative10_bin_ce,whole_count_ce,multi_h,53,l1_whole_count_linear,-0.015676684426684462
relative10_bin_ce,whole_count_ce,multi_h,53,l2_whole_count_linear,-0.14609765234765232
relative10_bin_ce,whole_count_ce,multi_h,53,l2_fixed250_ordered_linear,-0.06549700299700306
relative10_bin_ce,whole_count_ce,multi_h,53,l2_relative10_ordered_linear,0.024799506049506093
relative10_bin_ce,whole_count_ce,multi_h,53,l2_uend_linear,0.08573926073926075
relative10_bin_ce,whole_count_ce,multi_h,71,output_whole_count,-0.06062617937617931
relative10_bin_ce,whole_count_ce,multi_h,71,l1_whole_count_linear,-0.05776515151515155
relative10_bin_ce,whole_count_ce,multi_h,71,l2_whole_count_linear,-0.05475080475080468
relative10_bin_ce,whole_count_ce,multi_h,71,l2_fixed250_ordered_linear,-0.05357142857142866
relative10_bin_ce,whole_count_ce,multi_h,71,l2_relative10_ordered_linear,-0.06513417138417132
relative10_bin_ce,whole_count_ce,multi_h,71,l2_uend_linear,0.09262543012543017
relative10_bin_ce,whole_count_ce,multi_ho,11,output_whole_count,-0.010662948162948327
relative10_bin_ce,whole_count_ce,multi_ho,11,l1_whole_count_linear,-0.017406204906204925
relative10_bin_ce,whole_count_ce,multi_ho,11,l2_whole_count_linear,-0.019454156954156865
relative10_bin_ce,whole_count_ce,multi_ho,11,l2_fixed250_ordered_linear,-0.03546453546453554
relative10_bin_ce,whole_count_ce,multi_ho,11,l2_relative10_ordered_linear,-0.010775335775335737
relative10_bin_ce,whole_count_ce,multi_ho,11,l2_uend_linear,-0.003896103896103925
relative10_bin_ce,whole_count_ce,multi_ho,23,output_whole_count,-0.03741952491952488
relative10_bin_ce,whole_count_ce,multi_ho,23,l1_whole_count_linear,0.056243756243756216
relative10_bin_ce,whole_count_ce,multi_ho,23,l2_whole_count_linear,-0.004761904761904856
relative10_bin_ce,whole_count_ce,multi_ho,23,l2_fixed250_ordered_linear,-0.0320526695526695
relative10_bin_ce,whole_count_ce,multi_ho,23,l2_relative10_ordered_linear,-0.01948051948051943
relative10_bin_ce,whole_count_ce,multi_ho,23,l2_uend_linear,-0.06977397602397603
relative10_bin_ce,whole_count_ce,multi_ho,37,output_whole_count,0.03696789321789323
relative10_bin_ce,whole_count_ce,multi_ho,37,l1_whole_count_linear,-0.013131313131313105
relative10_bin_ce,whole_count_ce,multi_ho,37,l2_whole_count_linear,0.04197538572538573
relative10_bin_ce,whole_count_ce,multi_ho,37,l2_fixed250_ordered_linear,0.02977577977577983
relative10_bin_ce,whole_count_ce,multi_ho,37,l2_relative10_ordered_linear,0.0020361582861582184
relative10_bin_ce,whole_count_ce,multi_ho,37,l2_uend_linear,0.00634920634920641
relative10_bin_ce,whole_count_ce,multi_ho,53,output_whole_count,-0.06454101454101446
relative10_bin_ce,whole_count_ce,multi_ho,53,l1_whole_count_linear,0.015174408924409022
relative10_bin_ce,whole_count_ce,multi_ho,53,l2_whole_count_linear,-0.01305708180708176
relative10_bin_ce,whole_count_ce,multi_ho,53,l2_fixed250_ordered_linear,-0.013181263181263225
relative10_bin_ce,whole_count_ce,multi_ho,53,l2_relative10_ordered_linear,-0.02562923187923183
relative10_bin_ce,whole_count_ce,multi_ho,53,l2_uend_linear,-0.032958707958708006
relative10_bin_ce,whole_count_ce,multi_ho,71,output_whole_count,-0.0031725219225219314
relative10_bin_ce,whole_count_ce,multi_ho,71,l1_whole_count_linear,-0.06673881673881676
relative10_bin_ce,whole_count_ce,multi_ho,71,l2_whole_count_linear,-0.026700382950383017
relative10_bin_ce,whole_count_ce,multi_ho,71,l2_fixed250_ordered_linear,-0.02873168498168499
relative10_bin_ce,whole_count_ce,multi_ho,71,l2_relative10_ordered_linear,-0.05743839493839498
relative10_bin_ce,whole_count_ce,multi_ho,71,l2_uend_linear,0.006229187479187548
