objective,candidate_variant,baseline_variant,seed,readout,delta_ba
fixed500_bin_ce,multi_ho,multi_h,23,l2_relative10_ordered_linear,0.11170426795426813
fixed500_bin_ce,multi_ho,multi_h,23,l2_uend_linear,-0.037425768675768634
fixed500_bin_ce,multi_ho,multi_h,37,output_whole_count,0.01994047619047623
fixed500_bin_ce,multi_ho,multi_h,37,l1_whole_count_linear,0.04238608613608619
fixed500_bin_ce,multi_ho,multi_h,37,l2_whole_count_linear,0.03423729048729052
fixed500_bin_ce,multi_ho,multi_h,37,l2_fixed250_ordered_linear,0.15401334776334774
fixed500_bin_ce,multi_ho,multi_h,37,l2_relative10_ordered_linear,0.08538961038961046
fixed500_bin_ce,multi_ho,multi_h,37,l2_uend_linear,-0.041398878898878916
fixed500_bin_ce,multi_ho,multi_h,53,output_whole_count,0.043303918303918165
fixed500_bin_ce,multi_ho,multi_h,53,l1_whole_count_linear,0.0758186258186258
fixed500_bin_ce,multi_ho,multi_h,53,l2_whole_count_linear,0.05608766233766227
fixed500_bin_ce,multi_ho,multi_h,53,l2_fixed250_ordered_linear,0.05646714396714392
fixed500_bin_ce,multi_ho,multi_h,53,l2_relative10_ordered_linear,0.0961240148740149
fixed500_bin_ce,multi_ho,multi_h,53,l2_uend_linear,-0.05465645465645466
fixed500_bin_ce,multi_ho,multi_h,71,output_whole_count,0.1254786879786879
fixed500_bin_ce,multi_ho,multi_h,71,l1_whole_count_linear,0.015861915861915876
fixed500_bin_ce,multi_ho,multi_h,71,l2_whole_count_linear,0.07757034632034626
fixed500_bin_ce,multi_ho,multi_h,71,l2_fixed250_ordered_linear,0.03036893661893658
fixed500_bin_ce,multi_ho,multi_h,71,l2_relative10_ordered_linear,0.058852258852258754
fixed500_bin_ce,multi_ho,multi_h,71,l2_uend_linear,-0.0700598013098013
relative10_bin_ce,multi_h,binary,11,output_whole_count,-0.0028790653790653487
relative10_bin_ce,multi_h,binary,11,l1_whole_count_linear,-0.04674839049839041
relative10_bin_ce,multi_h,binary,11,l2_whole_count_linear,-0.015052308802308845
relative10_bin_ce,multi_h,binary,11,l2_fixed250_ordered_linear,-0.024328449328449298
relative10_bin_ce,multi_h,binary,11,l2_relative10_ordered_linear,0.024713480963480916
relative10_bin_ce,multi_h,binary,11,l2_uend_linear,0.040985403485403415
relative10_bin_ce,multi_h,binary,23,output_whole_count,-0.029380341880341942
relative10_bin_ce,multi_h,binary,23,l1_whole_count_linear,-0.002999084249084294
relative10_bin_ce,multi_h,binary,23,l2_whole_count_linear,0.0576326451326451
relative10_bin_ce,multi_h,binary,23,l2_fixed250_ordered_linear,0.05809468309468302
relative10_bin_ce,multi_h,binary,23,l2_relative10_ordered_linear,-0.01292596292596293
relative10_bin_ce,multi_h,binary,23,l2_uend_linear,-0.16532564657564655
relative10_bin_ce,multi_h,binary,37,output_whole_count,0.019322344322344254
relative10_bin_ce,multi_h,binary,37,l1_whole_count_linear,-0.003488178488178395
relative10_bin_ce,multi_h,binary,37,l2_whole_count_linear,0.17016594516594513
relative10_bin_ce,multi_h,binary,37,l2_fixed250_ordered_linear,-0.06476648351648351
relative10_bin_ce,multi_h,binary,37,l2_relative10_ordered_linear,-0.0857850482850483
relative10_bin_ce,multi_h,binary,37,l2_uend_linear,-0.022337384837384844
relative10_bin_ce,multi_h,binary,53,output_whole_count,-0.06412337662337664
relative10_bin_ce,multi_h,binary,53,l1_whole_count_linear,-0.06820401820401817
relative10_bin_ce,multi_h,binary,53,l2_whole_count_linear,-0.009054834054834093
relative10_bin_ce,multi_h,binary,53,l2_fixed250_ordered_linear,-0.07816627816627825
relative10_bin_ce,multi_h,binary,53,l2_relative10_ordered_linear,-0.0009691697191696047
relative10_bin_ce,multi_h,binary,53,l2_uend_linear,-0.042835636585636494
relative10_bin_ce,multi_h,binary,71,output_whole_count,-0.04816849816849811
relative10_bin_ce,multi_h,binary,71,l1_whole_count_linear,-0.013198606948606917
relative10_bin_ce,multi_h,binary,71,l2_whole_count_linear,-0.028449328449328404
relative10_bin_ce,multi_h,binary,71,l2_fixed250_ordered_linear,-0.026560245310245423
relative10_bin_ce,multi_h,binary,71,l2_relative10_ordered_linear,-0.03968253968253965
relative10_bin_ce,multi_h,binary,71,l2_uend_linear,-0.09586940836940827
relative10_bin_ce,multi_ho,binary,11,output_whole_count,0.06619352869352857
relative10_bin_ce,multi_ho,binary,11,l1_whole_count_linear,0.10404109779109777
relative10_bin_ce,multi_ho,binary,11,l2_whole_count_linear,0.039894133644133634
relative10_bin_ce,multi_ho,binary,11,l2_fixed250_ordered_linear,0.041731879231879154
relative10_bin_ce,multi_ho,binary,11,l2_relative10_ordered_linear,0.07383241758241765
relative10_bin_ce,multi_ho,binary,11,l2_uend_linear,-0.11947913197913201
relative10_bin_ce,multi_ho,binary,23,output_whole_count,0.005122655122655029
relative10_bin_ce,multi_ho,binary,23,l1_whole_count_linear,0.1607191419691419
relative10_bin_ce,multi_ho,binary,23,l2_whole_count_linear,0.11024114774114768
relative10_bin_ce,multi_ho,binary,23,l2_fixed250_ordered_linear,0.07021589521589522
relative10_bin_ce,multi_ho,binary,23,l2_relative10_ordered_linear,0.06928280053280056
relative10_bin_ce,multi_ho,binary,23,l2_uend_linear,-0.14852855477855473
relative10_bin_ce,multi_ho,binary,37,output_whole_count,0.06454725829725821
relative10_bin_ce,multi_ho,binary,37,l1_whole_count_linear,0.029117410367410446
relative10_bin_ce,multi_ho,binary,37,l2_whole_count_linear,0.1710046897546898
relative10_bin_ce,multi_ho,binary,37,l2_fixed250_ordered_linear,0.07411130536130534
relative10_bin_ce,multi_ho,binary,37,l2_relative10_ordered_linear,0.059386446886446786
relative10_bin_ce,multi_ho,binary,37,l2_uend_linear,-0.05858377733377734
relative10_bin_ce,multi_ho,binary,53,output_whole_count,-0.01206709956709956
relative10_bin_ce,multi_ho,binary,53,l1_whole_count_linear,0.015499084249084305
relative10_bin_ce,multi_ho,binary,53,l2_whole_count_linear,0.1325695138195137
relative10_bin_ce,multi_ho,binary,53,l2_fixed250_ordered_linear,-0.00496725496725503
relative10_bin_ce,multi_ho,binary,53,l2_relative10_ordered_linear,0.04358349983349996
relative10_bin_ce,multi_ho,binary,53,l2_uend_linear,-0.1570082695082695
relative10_bin_ce,multi_ho,binary,71,output_whole_count,0.06492049617049617
relative10_bin_ce,multi_ho,binary,71,l1_whole_count_linear,0.09336080586080586
relative10_bin_ce,multi_ho,binary,71,l2_whole_count_linear,0.05870379620379618
relative10_bin_ce,multi_ho,binary,71,l2_fixed250_ordered_linear,0.06085234210234214
relative10_bin_ce,multi_ho,binary,71,l2_relative10_ordered_linear,0.06481643356643352
relative10_bin_ce,multi_ho,binary,71,l2_uend_linear,-0.17195027195027185
relative10_bin_ce,multi_ho,multi_h,11,output_whole_count,0.06907259407259392
relative10_bin_ce,multi_ho,multi_h,11,l1_whole_count_linear,0.15078948828948818
relative10_bin_ce,multi_ho,multi_h,11,l2_whole_count_linear,0.05494644244644248
relative10_bin_ce,multi_ho,multi_h,11,l2_fixed250_ordered_linear,0.06606032856032845
relative10_bin_ce,multi_ho,multi_h,11,l2_relative10_ordered_linear,0.04911893661893674
relative10_bin_ce,multi_ho,multi_h,11,l2_uend_linear,-0.16046453546453543
relative10_bin_ce,multi_ho,multi_h,23,output_whole_count,0.03450299700299697
relative10_bin_ce,multi_ho,multi_h,23,l1_whole_count_linear,0.16371822621822618
relative10_bin_ce,multi_ho,multi_h,23,l2_whole_count_linear,0.05260850260850258
relative10_bin_ce,multi_ho,multi_h,23,l2_fixed250_ordered_linear,0.0121212121212122
relative10_bin_ce,multi_ho,multi_h,23,l2_relative10_ordered_linear,0.08220876345876349
relative10_bin_ce,multi_ho,multi_h,23,l2_uend_linear,0.016797091797091823
relative10_bin_ce,multi_ho,multi_h,37,output_whole_count,0.04522491397491396
relative10_bin_ce,multi_ho,multi_h,37,l1_whole_count_linear,0.03260558885558884
relative10_bin_ce,multi_ho,multi_h,37,l2_whole_count_linear,0.0008387445887446665
relative10_bin_ce,multi_ho,multi_h,37,l2_fixed250_ordered_linear,0.13887778887778884
relative10_bin_ce,multi_ho,multi_h,37,l2_relative10_ordered_linear,0.14517149517149508
relative10_bin_ce,multi_ho,multi_h,37,l2_uend_linear,-0.0362463924963925
relative10_bin_ce,multi_ho,multi_h,53,output_whole_count,0.05205627705627708
relative10_bin_ce,multi_ho,multi_h,53,l1_whole_count_linear,0.08370310245310247
relative10_bin_ce,multi_ho,multi_h,53,l2_whole_count_linear,0.1416243478743478
relative10_bin_ce,multi_ho,multi_h,53,l2_fixed250_ordered_linear,0.07319902319902322
relative10_bin_ce,multi_ho,multi_h,53,l2_relative10_ordered_linear,0.044552669552669566
relative10_bin_ce,multi_ho,multi_h,53,l2_uend_linear,-0.114172632922633
relative10_bin_ce,multi_ho,multi_h,71,output_whole_count,0.11308899433899428
relative10_bin_ce,multi_ho,multi_h,71,l1_whole_count_linear,0.10655941280941278
relative10_bin_ce,multi_ho,multi_h,71,l2_whole_count_linear,0.08715312465312458
relative10_bin_ce,multi_ho,multi_h,71,l2_fixed250_ordered_linear,0.08741258741258756
relative10_bin_ce,multi_ho,multi_h,71,l2_relative10_ordered_linear,0.10449897324897317
relative10_bin_ce,multi_ho,multi_h,71,l2_uend_linear,-0.07608086358086358
