contrast,architecture,family,regularization,metric,n,delta_mean,delta_std
probe_phase_gain,34x345,s4_spike_tsce_beta10,task_only,accuracy,3,0.02511415525114156,0.05320173606269881
probe_phase_gain,34x345,s4_spike_tsce_beta10,task_only,balanced_accuracy,3,0.025368150368150415,0.048910548979701145
probe_phase_gain,34x345,s4_spike_tsce_beta10,task_only,macro_f1,3,0.04866731809331143,0.051576056807402494
probe_phase_gain,34x345,s4_spike_tsce_beta10,task_plus_reg,accuracy,3,-0.011415525114155278,0.04810800800389378
probe_phase_gain,34x345,s4_spike_tsce_beta10,task_plus_reg,balanced_accuracy,3,-0.014534308284308295,0.049118512874462075
probe_phase_gain,34x345,s4_spike_tsce_beta10,task_plus_reg,macro_f1,3,-0.014224122978777972,0.04170019293510576
tail_beta05,234x234,s1_spike_wc_beta05,task_only,accuracy,3,0.02054794520547946,0.036243168644720436
tail_beta05,234x234,s1_spike_wc_beta05,task_only,balanced_accuracy,3,0.02287411662411659,0.034156519033241815
tail_beta05,234x234,s1_spike_wc_beta05,task_only,macro_f1,3,0.02830380010987867,0.03282079793277961
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,accuracy,3,0.03652968036529682,0.02768117728991354
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,balanced_accuracy,3,0.04289946164946166,0.02809656676284074
tail_beta05,234x234,s1_spike_wc_beta05,task_plus_reg,macro_f1,3,0.05220870838397381,0.030199979292282315
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,accuracy,3,0.006849315068493178,0.0
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,balanced_accuracy,3,0.009647065897065895,0.0022494588190151788
tail_beta05,234x234,s2_spike_tsce_beta05,task_only,macro_f1,3,0.017593538216255884,0.007253717501533665
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,accuracy,3,0.0045662100456621,0.003954453898559081
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,balanced_accuracy,3,0.0045093795093795,0.003988698482593064
tail_beta05,234x234,s2_spike_tsce_beta05,task_plus_reg,macro_f1,3,0.008973546597199497,0.008215616123465537
tail_beta05,234x234,s3_spike_wc_beta10,task_only,accuracy,3,0.0410958904109589,0.04166275705683714
tail_beta05,234x234,s3_spike_wc_beta10,task_only,balanced_accuracy,3,0.04356684981684981,0.043269369658185966
tail_beta05,234x234,s3_spike_wc_beta10,task_only,macro_f1,3,0.04279671969012285,0.04847833461033577
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,accuracy,3,0.03881278538812786,0.03514795506470469
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,balanced_accuracy,3,0.03793914418914418,0.03311823815999973
tail_beta05,234x234,s3_spike_wc_beta10,task_plus_reg,macro_f1,3,0.04379144468577203,0.03218477178852197
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,accuracy,3,0.01598173515981736,0.030885272279608876
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,balanced_accuracy,3,0.014177489177489169,0.02972213005318634
tail_beta05,234x234,s4_spike_tsce_beta10,task_only,macro_f1,3,0.012129080991667337,0.01800515729114817
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,accuracy,3,0.002283105022831059,0.003954453898559096
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,balanced_accuracy,3,0.001984126984126977,0.0034366087451763315
tail_beta05,234x234,s4_spike_tsce_beta10,task_plus_reg,macro_f1,3,0.0014695393004131123,0.003470949128252398
tail_beta05,34x345,s1_spike_wc_beta05,task_only,accuracy,3,0.043378995433789945,0.040133323815632276
tail_beta05,34x345,s1_spike_wc_beta05,task_only,balanced_accuracy,3,0.04865712990712989,0.03962382380865072
tail_beta05,34x345,s1_spike_wc_beta05,task_only,macro_f1,3,0.07656239335765652,0.0411452823897578
tail_beta05,34x345,s1_spike_wc_beta05,task_plus_reg,accuracy,3,0.022831050228310484,0.014257986297713241
tail_beta05,34x345,s1_spike_wc_beta05,task_plus_reg,balanced_accuracy,3,0.031147324897324895,0.015714532915849302
tail_beta05,34x345,s1_spike_wc_beta05,task_plus_reg,macro_f1,3,0.04931310231216285,0.025918714877684063
tail_beta05,34x345,s2_spike_tsce_beta05,task_only,accuracy,3,0.011415525114155242,0.024054004001946877
tail_beta05,34x345,s2_spike_tsce_beta05,task_only,balanced_accuracy,3,0.012001887001886999,0.02272412140674243
tail_beta05,34x345,s2_spike_tsce_beta05,task_only,macro_f1,3,0.013590372790954763,0.031586028882028064
tail_beta05,34x345,s2_spike_tsce_beta05,task_plus_reg,accuracy,3,-0.002283105022831041,0.027681177289913556
tail_beta05,34x345,s2_spike_tsce_beta05,task_plus_reg,balanced_accuracy,3,-0.0011377511377511178,0.025423338273887
tail_beta05,34x345,s2_spike_tsce_beta05,task_plus_reg,macro_f1,3,0.007097552782088609,0.028563064309174966
tail_beta05,34x345,s3_spike_wc_beta10,task_only,accuracy,3,0.091324200913242,0.05744176084661703
tail_beta05,34x345,s3_spike_wc_beta10,task_only,balanced_accuracy,3,0.08973503348503349,0.061615974814714064
tail_beta05,34x345,s3_spike_wc_beta10,task_only,macro_f1,3,0.1002344884643855,0.06430473934610577
tail_beta05,34x345,s3_spike_wc_beta10,task_plus_reg,accuracy,3,0.02511415525114154,0.003954453898559096
tail_beta05,34x345,s3_spike_wc_beta10,task_plus_reg,balanced_accuracy,3,0.028717578717578723,0.006015659652059016
tail_beta05,34x345,s3_spike_wc_beta10,task_plus_reg,macro_f1,3,0.03712258852967892,0.008191384817841988
tail_beta05,34x345,s4_spike_tsce_beta10,task_only,accuracy,3,0.0045662100456621,0.03447412984141895
tail_beta05,34x345,s4_spike_tsce_beta10,task_only,balanced_accuracy,3,0.006132756132756147,0.03183149244021062
tail_beta05,34x345,s4_spike_tsce_beta10,task_only,macro_f1,3,0.006790815589001066,0.024917868058011994
tail_beta05,34x345,s4_spike_tsce_beta10,task_plus_reg,accuracy,3,-9.25185853854297e-18,0.006849315068493164
tail_beta05,34x345,s4_spike_tsce_beta10,task_plus_reg,balanced_accuracy,3,0.0,0.005952380952380931
tail_beta05,34x345,s4_spike_tsce_beta10,task_plus_reg,macro_f1,3,0.0002588795637749053,0.006239727157015434
tail_beta10,234x234,s1_spike_wc_beta05,task_only,accuracy,3,-0.002283105022831059,0.039544538985590814
tail_beta10,234x234,s1_spike_wc_beta05,task_only,balanced_accuracy,3,0.005147630147630089,0.03726491695586484
tail_beta10,234x234,s1_spike_wc_beta05,task_only,macro_f1,3,0.00955932577744839,0.044839452031966785
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,accuracy,3,-0.05479452054794522,0.02054794520547945
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,balanced_accuracy,3,-0.049413086913086914,0.02155055911515196
tail_beta10,234x234,s1_spike_wc_beta05,task_plus_reg,macro_f1,3,-0.04563832039127417,0.026285530989840235
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,accuracy,3,-0.006849315068493141,0.0136986301369863
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,balanced_accuracy,3,-0.004546842046842026,0.00920955935148914
tail_beta10,234x234,s2_spike_tsce_beta05,task_only,macro_f1,3,0.007502667699119207,0.009862474112338069
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,accuracy,3,0.00228310502283105,0.007908907797118184
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,balanced_accuracy,3,0.003624847374847385,0.00853260262812969
tail_beta10,234x234,s2_spike_tsce_beta05,task_plus_reg,macro_f1,3,0.009415106045636772,0.012520811134264209
tail_beta10,234x234,s3_spike_wc_beta10,task_only,accuracy,3,0.004566210045662082,0.05231250793328583
tail_beta10,234x234,s3_spike_wc_beta10,task_only,balanced_accuracy,3,0.012621406371406333,0.05128235345031979
tail_beta10,234x234,s3_spike_wc_beta10,task_only,macro_f1,3,0.017541778517602486,0.05216034780376174
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,accuracy,3,0.02511415525114155,0.022017467490851494
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,balanced_accuracy,3,0.02959817959817963,0.023421870938471763
tail_beta10,234x234,s3_spike_wc_beta10,task_plus_reg,macro_f1,3,0.03573859881685618,0.029755114664196985
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,accuracy,3,-0.0045662100456621,0.01046250158665715
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,balanced_accuracy,3,-0.004220779220779218,0.009427394692806288
tail_beta10,234x234,s4_spike_tsce_beta10,task_only,macro_f1,3,-0.0034610904615703744,0.009266988850512277
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,accuracy,3,-1.850371707708594e-17,0.00684931506849315
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,balanced_accuracy,3,0.00015262515262513357,0.006182731715668227
tail_beta10,234x234,s4_spike_tsce_beta10,task_plus_reg,macro_f1,3,0.0031873798653562955,0.006557146486617663
tail_beta10,34x345,s1_spike_wc_beta05,task_only,accuracy,3,-0.006849315068493141,0.024695556681260215
tail_beta10,34x345,s1_spike_wc_beta05,task_only,balanced_accuracy,3,-0.001043863543863488,0.02278674418400123
tail_beta10,34x345,s1_spike_wc_beta05,task_only,macro_f1,3,0.031391094820515185,0.02113162460176543
tail_beta10,34x345,s1_spike_wc_beta05,task_plus_reg,accuracy,3,0.01598173515981734,0.07997388076774882
tail_beta10,34x345,s1_spike_wc_beta05,task_plus_reg,balanced_accuracy,3,0.022359122359122335,0.08007850752722832
tail_beta10,34x345,s1_spike_wc_beta05,task_plus_reg,macro_f1,3,0.04620618734055391,0.08588665007267796
tail_beta10,34x345,s2_spike_tsce_beta05,task_only,accuracy,3,0.002283105022831041,0.01723706492070946
tail_beta10,34x345,s2_spike_tsce_beta05,task_only,balanced_accuracy,3,0.003933103933103976,0.014656150315976169
tail_beta10,34x345,s2_spike_tsce_beta05,task_only,macro_f1,3,0.015276618021618227,0.015933070149520036
tail_beta10,34x345,s2_spike_tsce_beta05,task_plus_reg,accuracy,3,-0.004566210045662091,0.014257986297713247
tail_beta10,34x345,s2_spike_tsce_beta05,task_plus_reg,balanced_accuracy,3,-0.002985902985902964,0.012556765824131568
tail_beta10,34x345,s2_spike_tsce_beta05,task_plus_reg,macro_f1,3,0.0032326574137394822,0.006694193425159604
tail_beta10,34x345,s3_spike_wc_beta10,task_only,accuracy,3,0.0593607305936073,0.03514795506470471
tail_beta10,34x345,s3_spike_wc_beta10,task_only,balanced_accuracy,3,0.06272916897916898,0.035006727060455475
tail_beta10,34x345,s3_spike_wc_beta10,task_only,macro_f1,3,0.08311126874645268,0.04488048995095143
tail_beta10,34x345,s3_spike_wc_beta10,task_plus_reg,accuracy,3,0.043378995433789945,0.02768117728991356
tail_beta10,34x345,s3_spike_wc_beta10,task_plus_reg,balanced_accuracy,3,0.04687095312095313,0.025378396247917757
tail_beta10,34x345,s3_spike_wc_beta10,task_plus_reg,macro_f1,3,0.06121412990603211,0.027756189959866024
tail_beta10,34x345,s4_spike_tsce_beta10,task_only,accuracy,3,0.00684931506849315,0.018121584322360208
tail_beta10,34x345,s4_spike_tsce_beta10,task_only,balanced_accuracy,3,0.008116883116883142,0.017384873919441587
tail_beta10,34x345,s4_spike_tsce_beta10,task_only,macro_f1,3,0.008359367105886922,0.012449643962148106
tail_beta10,34x345,s4_spike_tsce_beta10,task_plus_reg,accuracy,3,0.002283105022831041,0.01425798629771326
tail_beta10,34x345,s4_spike_tsce_beta10,task_plus_reg,balanced_accuracy,3,0.0029137529137528984,0.014006501790627955
tail_beta10,34x345,s4_spike_tsce_beta10,task_plus_reg,macro_f1,3,0.0017124242871718043,0.012940916766269996
