architecture,family,regularization,source,split,n,accuracy_mean,balanced_accuracy_mean,macro_f1_mean,accuracy_std,balanced_accuracy_std,macro_f1_std
234x234,s1_spike_wc_beta05,task_plus_reg,native,val,3,0.4682539682539682,0.4575316658649992,0.43362350585053955,0.02861548631320622,0.030680727318121923,0.037134217777056944
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta05_full,test,3,0.4931506849315068,0.473789405039405,0.4486147632324868,0.006849315068493143,0.011263400984367155,0.029550931911925007
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta05_full,train,3,0.8462421113023523,0.8406990439028914,0.843908482416959,0.022397270563331184,0.019142360220332583,0.0215928181591042
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta05_full,val,3,0.42857142857142855,0.416614558281225,0.3948187121138474,0.06496311723708295,0.061477442173562304,0.06665963155338546
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta05_valid,test,3,0.5296803652968037,0.5166888666888666,0.5008234716164606,0.02092500317331426,0.01741805782750446,0.00364420061679912
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta05_valid,train,3,0.8732071141709695,0.8709160383362411,0.8720551170653469,0.01463838304322787,0.011851814917210875,0.013670775113082229
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta05_valid,val,3,0.4682539682539682,0.4575316658649992,0.43362350585053955,0.02861548631320622,0.030680727318121923,0.037134217777056944
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta10_full,test,3,0.5228310502283106,0.5054507992007992,0.4847962954691695,0.014257986297713248,0.01609185204162401,0.03580770892352321
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta10_full,train,3,0.8336201950659783,0.8284931534252505,0.8312183407343978,0.014839377115751633,0.010639954945826004,0.013646801298382015
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta10_full,val,3,0.4365079365079365,0.4217933301266635,0.4051801078610429,0.04123930494211611,0.03869202125376364,0.04068418900824276
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta10_valid,test,3,0.4680365296803653,0.4560377122877122,0.43915797507789534,0.007908907797118177,0.00770412400643227,0.009946803545872913
234x234,s1_spike_wc_beta05,task_plus_reg,native_lif_beta10_valid,train,3,0.8479632816982215,0.8450438122277629,0.846118433789781,0.024116866961541836,0.02273996719625474,0.0247763885197038
