profile,readout,seed,intervention,effective_mask_id,probe_type,feature_dim,probe_C,val_ba,test_ba,test_accuracy,test_macro_f1
s3,output_lif,11,resetall250,s3,l3_fixed250_ordered,2048,0.1,0.616943241943242,0.5519001831501831,0.5616438356164384,0.5511676264852309
s3,output_lif,11,resetall250,s3,l3_relative10_ordered,1280,0.01,0.6372955747955749,0.6250894938394939,0.636986301369863,0.6194272434489826
s3,output_lif,11,reset234,s3,l3_whole_count,128,0.01,0.4925625300625301,0.5349969474969475,0.547945205479452,0.533099936102387
s3,output_lif,11,reset234,s3,l3_fixed250_ordered,2048,0.1,0.616943241943242,0.5519001831501831,0.5616438356164384,0.5511676264852309
s3,output_lif,11,reset234,s3,l3_relative10_ordered,1280,0.01,0.6372955747955749,0.6250894938394939,0.636986301369863,0.6194272434489826
s3,output_lif,11,reset2345,s3,l3_whole_count,128,0.01,0.4925625300625301,0.5349969474969475,0.547945205479452,0.533099936102387
s3,output_lif,11,reset2345,s3,l3_fixed250_ordered,2048,0.1,0.616943241943242,0.5519001831501831,0.5616438356164384,0.5511676264852309
s3,output_lif,11,reset2345,s3,l3_relative10_ordered,1280,0.01,0.6372955747955749,0.6250894938394939,0.636986301369863,0.6194272434489826
s3,output_lif,11,reset23456,s3,l3_whole_count,128,0.01,0.4925625300625301,0.5349969474969475,0.547945205479452,0.533099936102387
s3,output_lif,11,reset23456,s3,l3_fixed250_ordered,2048,0.1,0.616943241943242,0.5519001831501831,0.5616438356164384,0.5511676264852309
s3,output_lif,11,reset23456,s3,l3_relative10_ordered,1280,0.01,0.6372955747955749,0.6250894938394939,0.636986301369863,0.6194272434489826
s3,output_lif,11,reset67,none,l3_whole_count,128,0.01,0.4394540644540645,0.49878663003663,0.5136986301369864,0.49368837993218234
s3,output_lif,11,reset67,none,l3_fixed250_ordered,2048,0.01,0.598418710918711,0.5523580586080586,0.5616438356164384,0.5508415469453309
s3,output_lif,11,reset67,none,l3_relative10_ordered,1280,0.1,0.6478114478114478,0.5572094572094572,0.5684931506849316,0.554493254087412
s3,output_lif,11,reset567,none,l3_whole_count,128,0.01,0.4394540644540645,0.49878663003663,0.5136986301369864,0.49368837993218234
s3,output_lif,11,reset567,none,l3_fixed250_ordered,2048,0.01,0.598418710918711,0.5523580586080586,0.5616438356164384,0.5508415469453309
s3,output_lif,11,reset567,none,l3_relative10_ordered,1280,0.1,0.6478114478114478,0.5572094572094572,0.5684931506849316,0.554493254087412
s3,output_lif,23,normal,none,l3_whole_count,128,10.0,0.44309764309764305,0.4945498945498945,0.5136986301369864,0.48343589957158173
s3,output_lif,23,normal,none,l3_fixed250_ordered,2048,0.1,0.5230218855218856,0.5460088522588522,0.5616438356164384,0.5587614865267215
s3,output_lif,23,normal,none,l3_relative10_ordered,1280,0.1,0.5742484367484367,0.6457181707181706,0.6643835616438356,0.6491176986903194
s3,output_lif,23,resetall250,s3,l3_whole_count,128,0.1,0.47285954785954787,0.5494047619047618,0.5684931506849316,0.5407405821242833
s3,output_lif,23,resetall250,s3,l3_fixed250_ordered,2048,0.1,0.5501743626743627,0.547250666000666,0.5616438356164384,0.5583719356427661
s3,output_lif,23,resetall250,s3,l3_relative10_ordered,1280,0.1,0.5837121212121212,0.6294864857364857,0.6506849315068494,0.6381415890813491
s3,output_lif,23,reset234,s3,l3_whole_count,128,0.1,0.47285954785954787,0.5494047619047618,0.5684931506849316,0.5407405821242833
s3,output_lif,23,reset234,s3,l3_fixed250_ordered,2048,0.1,0.5501743626743627,0.547250666000666,0.5616438356164384,0.5583719356427661
s3,output_lif,23,reset234,s3,l3_relative10_ordered,1280,0.1,0.5837121212121212,0.6294864857364857,0.6506849315068494,0.6381415890813491
s3,output_lif,23,reset2345,s3,l3_whole_count,128,0.1,0.47285954785954787,0.5494047619047618,0.5684931506849316,0.5407405821242833
s3,output_lif,23,reset2345,s3,l3_fixed250_ordered,2048,0.1,0.5501743626743627,0.547250666000666,0.5616438356164384,0.5583719356427661
s3,output_lif,23,reset2345,s3,l3_relative10_ordered,1280,0.1,0.5837121212121212,0.6294864857364857,0.6506849315068494,0.6381415890813491
s3,output_lif,23,reset23456,s3,l3_whole_count,128,0.1,0.47285954785954787,0.5494047619047618,0.5684931506849316,0.5407405821242833
s3,output_lif,23,reset23456,s3,l3_fixed250_ordered,2048,0.1,0.5501743626743627,0.547250666000666,0.5616438356164384,0.5583719356427661
s3,output_lif,23,reset23456,s3,l3_relative10_ordered,1280,0.1,0.5837121212121212,0.6294864857364857,0.6506849315068494,0.6381415890813491
s3,output_lif,23,reset67,none,l3_whole_count,128,10.0,0.44309764309764305,0.4945498945498945,0.5136986301369864,0.48343589957158173
s3,output_lif,23,reset67,none,l3_fixed250_ordered,2048,0.1,0.5230218855218856,0.5460088522588522,0.5616438356164384,0.5587614865267215
s3,output_lif,23,reset67,none,l3_relative10_ordered,1280,0.1,0.5742484367484367,0.6457181707181706,0.6643835616438356,0.6491176986903194
s3,output_lif,23,reset567,none,l3_whole_count,128,10.0,0.44309764309764305,0.4945498945498945,0.5136986301369864,0.48343589957158173
s3,output_lif,23,reset567,none,l3_fixed250_ordered,2048,0.1,0.5230218855218856,0.5460088522588522,0.5616438356164384,0.5587614865267215
s3,output_lif,23,reset567,none,l3_relative10_ordered,1280,0.1,0.5742484367484367,0.6457181707181706,0.6643835616438356,0.6491176986903194
s3,output_lif,101,normal,none,l3_whole_count,128,0.01,0.46138768638768646,0.4839667277167277,0.5,0.4816202383885311
s3,output_lif,101,normal,none,l3_fixed250_ordered,2048,0.1,0.5223965848965849,0.5045177045177045,0.5205479452054794,0.5210727387447326
s3,output_lif,101,normal,none,l3_relative10_ordered,1280,1.0,0.5628908128908129,0.6098477910977911,0.6301369863013698,0.6133415452456723
s3,output_lif,101,resetall250,s3,l3_whole_count,128,0.01,0.4729617604617604,0.5294233544233544,0.541095890410959,0.5405038294423968
s3,output_lif,101,resetall250,s3,l3_fixed250_ordered,2048,0.01,0.5305615680615682,0.5142649017649017,0.5342465753424658,0.5347387155854898
s3,output_lif,101,resetall250,s3,l3_relative10_ordered,1280,0.1,0.5767797017797017,0.6260884948384947,0.6438356164383562,0.6334203575932219
s3,output_lif,101,reset234,s3,l3_whole_count,128,0.01,0.4729617604617604,0.5294233544233544,0.541095890410959,0.5405038294423968
s3,output_lif,101,reset234,s3,l3_fixed250_ordered,2048,0.01,0.5305615680615682,0.5142649017649017,0.5342465753424658,0.5347387155854898
s3,output_lif,101,reset234,s3,l3_relative10_ordered,1280,0.1,0.5767797017797017,0.6260884948384947,0.6438356164383562,0.6334203575932219
s3,output_lif,101,reset2345,s3,l3_whole_count,128,0.01,0.4729617604617604,0.5294233544233544,0.541095890410959,0.5405038294423968
s3,output_lif,101,reset2345,s3,l3_fixed250_ordered,2048,0.01,0.5305615680615682,0.5142649017649017,0.5342465753424658,0.5347387155854898
s3,output_lif,101,reset2345,s3,l3_relative10_ordered,1280,0.1,0.5767797017797017,0.6260884948384947,0.6438356164383562,0.6334203575932219
s3,output_lif,101,reset23456,s3,l3_whole_count,128,0.01,0.4729617604617604,0.5294233544233544,0.541095890410959,0.5405038294423968
s3,output_lif,101,reset23456,s3,l3_fixed250_ordered,2048,0.01,0.5305615680615682,0.5142649017649017,0.5342465753424658,0.5347387155854898
s3,output_lif,101,reset23456,s3,l3_relative10_ordered,1280,0.1,0.5767797017797017,0.6260884948384947,0.6438356164383562,0.6334203575932219
s3,output_lif,101,reset67,none,l3_whole_count,128,0.01,0.46138768638768646,0.4839667277167277,0.5,0.4816202383885311
s3,output_lif,101,reset67,none,l3_fixed250_ordered,2048,0.1,0.5223965848965849,0.5045177045177045,0.5205479452054794,0.5210727387447326
s3,output_lif,101,reset67,none,l3_relative10_ordered,1280,1.0,0.5628908128908129,0.6098477910977911,0.6301369863013698,0.6133415452456723
s3,output_lif,101,reset567,none,l3_whole_count,128,0.01,0.46138768638768646,0.4839667277167277,0.5,0.4816202383885311
s3,output_lif,101,reset567,none,l3_fixed250_ordered,2048,0.1,0.5223965848965849,0.5045177045177045,0.5205479452054794,0.5210727387447326
s3,output_lif,101,reset567,none,l3_relative10_ordered,1280,1.0,0.5628908128908129,0.6098477910977911,0.6301369863013698,0.6133415452456723
s4,hidden_count_linear,11,normal,none,l3_whole_count,128,0.01,0.474549062049062,0.45601759351759347,0.4657534246575342,0.4609811918809297
s4,hidden_count_linear,11,normal,none,l3_fixed250_ordered,2048,0.1,0.5329425204425206,0.5317363192363193,0.541095890410959,0.5324409508620035
s4,hidden_count_linear,11,normal,none,l3_relative10_ordered,1280,0.01,0.5555735930735931,0.6159423909423909,0.6301369863013698,0.608431332136519
s4,hidden_count_linear,11,resetall250,s4,l3_whole_count,128,0.1,0.46621572871572875,0.49973082473082475,0.5136986301369864,0.5057029926595143
s4,hidden_count_linear,11,resetall250,s4,l3_fixed250_ordered,2048,0.01,0.5673340548340547,0.5811369186369186,0.5958904109589042,0.5813549459252727
s4,hidden_count_linear,11,resetall250,s4,l3_relative10_ordered,1280,0.01,0.6094817219817219,0.7005903818403819,0.7123287671232876,0.6964115795637534
s4,hidden_count_linear,11,reset234,s4,l3_whole_count,128,0.1,0.46621572871572875,0.49973082473082475,0.5136986301369864,0.5057029926595143
s4,hidden_count_linear,11,reset234,s4,l3_fixed250_ordered,2048,0.01,0.5673340548340547,0.5811369186369186,0.5958904109589042,0.5813549459252727
s4,hidden_count_linear,11,reset234,s4,l3_relative10_ordered,1280,0.01,0.6094817219817219,0.7005903818403819,0.7123287671232876,0.6964115795637534
s4,hidden_count_linear,11,reset2345,s4,l3_whole_count,128,0.1,0.46621572871572875,0.49973082473082475,0.5136986301369864,0.5057029926595143
s4,hidden_count_linear,11,reset2345,s4,l3_fixed250_ordered,2048,0.01,0.5673340548340547,0.5811369186369186,0.5958904109589042,0.5813549459252727
s4,hidden_count_linear,11,reset2345,s4,l3_relative10_ordered,1280,0.01,0.6094817219817219,0.7005903818403819,0.7123287671232876,0.6964115795637534
s4,hidden_count_linear,11,reset23456,s4,l3_whole_count,128,0.1,0.46621572871572875,0.49973082473082475,0.5136986301369864,0.5057029926595143
s4,hidden_count_linear,11,reset23456,s4,l3_fixed250_ordered,2048,0.01,0.5673340548340547,0.5811369186369186,0.5958904109589042,0.5813549459252727
s4,hidden_count_linear,11,reset23456,s4,l3_relative10_ordered,1280,0.01,0.6094817219817219,0.7005903818403819,0.7123287671232876,0.6964115795637534
s4,hidden_count_linear,11,reset67,none,l3_whole_count,128,0.01,0.474549062049062,0.45601759351759347,0.4657534246575342,0.4609811918809297
s4,hidden_count_linear,11,reset67,none,l3_fixed250_ordered,2048,0.1,0.5329425204425206,0.5317363192363193,0.541095890410959,0.5324409508620035
s4,hidden_count_linear,11,reset67,none,l3_relative10_ordered,1280,0.01,0.5555735930735931,0.6159423909423909,0.6301369863013698,0.608431332136519
s4,hidden_count_linear,11,reset567,none,l3_whole_count,128,0.01,0.474549062049062,0.45601759351759347,0.4657534246575342,0.4609811918809297
s4,hidden_count_linear,11,reset567,none,l3_fixed250_ordered,2048,0.1,0.5329425204425206,0.5317363192363193,0.541095890410959,0.5324409508620035
s4,hidden_count_linear,11,reset567,none,l3_relative10_ordered,1280,0.01,0.5555735930735931,0.6159423909423909,0.6301369863013698,0.608431332136519
s4,hidden_count_linear,23,normal,none,l3_whole_count,128,0.1,0.43304473304473307,0.4944617882117881,0.5068493150684932,0.48164759169661125
s4,hidden_count_linear,23,normal,none,l3_fixed250_ordered,2048,0.01,0.5360209235209236,0.5225600788100788,0.5342465753424658,0.5196871874744987
s4,hidden_count_linear,23,normal,none,l3_relative10_ordered,1280,1.0,0.5691919191919191,0.5656648906648907,0.5821917808219178,0.5647336389424827
s4,hidden_count_linear,23,resetall250,s4,l3_whole_count,128,0.1,0.49802789802789804,0.5417561605061604,0.5547945205479452,0.5352203566986847
s4,hidden_count_linear,23,resetall250,s4,l3_fixed250_ordered,2048,1.0,0.5919071669071669,0.5269043456543456,0.541095890410959,0.5191367629859228
s4,hidden_count_linear,23,resetall250,s4,l3_relative10_ordered,1280,1.0,0.6273989898989899,0.6148081085581085,0.636986301369863,0.6142273950858551
s4,hidden_count_linear,23,reset234,s4,l3_whole_count,128,0.1,0.49802789802789804,0.5417561605061604,0.5547945205479452,0.5352203566986847
s4,hidden_count_linear,23,reset234,s4,l3_fixed250_ordered,2048,1.0,0.5919071669071669,0.5269043456543456,0.541095890410959,0.5191367629859228
s4,hidden_count_linear,23,reset234,s4,l3_relative10_ordered,1280,1.0,0.6273989898989899,0.6148081085581085,0.636986301369863,0.6142273950858551
s4,hidden_count_linear,23,reset2345,s4,l3_whole_count,128,0.1,0.49802789802789804,0.5417561605061604,0.5547945205479452,0.5352203566986847
s4,hidden_count_linear,23,reset2345,s4,l3_fixed250_ordered,2048,1.0,0.5919071669071669,0.5269043456543456,0.541095890410959,0.5191367629859228
s4,hidden_count_linear,23,reset2345,s4,l3_relative10_ordered,1280,1.0,0.6273989898989899,0.6148081085581085,0.636986301369863,0.6142273950858551
s4,hidden_count_linear,23,reset23456,s4,l3_whole_count,128,0.1,0.49802789802789804,0.5417561605061604,0.5547945205479452,0.5352203566986847
s4,hidden_count_linear,23,reset23456,s4,l3_fixed250_ordered,2048,1.0,0.5919071669071669,0.5269043456543456,0.541095890410959,0.5191367629859228
s4,hidden_count_linear,23,reset23456,s4,l3_relative10_ordered,1280,1.0,0.6273989898989899,0.6148081085581085,0.636986301369863,0.6142273950858551
s4,hidden_count_linear,23,reset67,none,l3_whole_count,128,0.1,0.43304473304473307,0.4944617882117881,0.5068493150684932,0.48164759169661125
s4,hidden_count_linear,23,reset67,none,l3_fixed250_ordered,2048,0.01,0.5360209235209236,0.5225600788100788,0.5342465753424658,0.5196871874744987
s4,hidden_count_linear,23,reset67,none,l3_relative10_ordered,1280,1.0,0.5691919191919191,0.5656648906648907,0.5821917808219178,0.5647336389424827
s4,hidden_count_linear,23,reset567,none,l3_whole_count,128,0.1,0.43304473304473307,0.4944617882117881,0.5068493150684932,0.48164759169661125
s4,hidden_count_linear,23,reset567,none,l3_fixed250_ordered,2048,0.01,0.5360209235209236,0.5225600788100788,0.5342465753424658,0.5196871874744987
s4,hidden_count_linear,23,reset567,none,l3_relative10_ordered,1280,1.0,0.5691919191919191,0.5656648906648907,0.5821917808219178,0.5647336389424827
s4,hidden_count_linear,101,normal,none,l3_whole_count,128,0.01,0.47563732563732564,0.4763979076479077,0.4863013698630137,0.4690597217188788
s4,hidden_count_linear,101,normal,none,l3_fixed250_ordered,2048,10.0,0.5282888407888409,0.4601384726384726,0.4726027397260274,0.4738647695337683
s4,hidden_count_linear,101,normal,none,l3_relative10_ordered,1280,0.01,0.5692039442039442,0.5857364857364856,0.6027397260273972,0.5917917180621355
s4,hidden_count_linear,101,resetall250,s4,l3_whole_count,128,0.1,0.4716390091390091,0.5184024309024309,0.5273972602739726,0.5237994708384514
s4,hidden_count_linear,101,resetall250,s4,l3_fixed250_ordered,2048,10.0,0.524416786916787,0.51996891996892,0.5342465753424658,0.5442930383481072
s4,hidden_count_linear,101,resetall250,s4,l3_relative10_ordered,1280,10.0,0.616919191919192,0.6204448329448329,0.636986301369863,0.6294296210073816
s4,hidden_count_linear,101,reset234,s4,l3_whole_count,128,0.1,0.4716390091390091,0.5184024309024309,0.5273972602739726,0.5237994708384514
s4,hidden_count_linear,101,reset234,s4,l3_fixed250_ordered,2048,10.0,0.524416786916787,0.51996891996892,0.5342465753424658,0.5442930383481072
s4,hidden_count_linear,101,reset234,s4,l3_relative10_ordered,1280,10.0,0.616919191919192,0.6204448329448329,0.636986301369863,0.6294296210073816
s4,hidden_count_linear,101,reset2345,s4,l3_whole_count,128,0.1,0.4716390091390091,0.5184024309024309,0.5273972602739726,0.5237994708384514
s4,hidden_count_linear,101,reset2345,s4,l3_fixed250_ordered,2048,10.0,0.524416786916787,0.51996891996892,0.5342465753424658,0.5442930383481072
s4,hidden_count_linear,101,reset2345,s4,l3_relative10_ordered,1280,10.0,0.616919191919192,0.6204448329448329,0.636986301369863,0.6294296210073816
s4,hidden_count_linear,101,reset23456,s4,l3_whole_count,128,0.1,0.4716390091390091,0.5184024309024309,0.5273972602739726,0.5237994708384514
s4,hidden_count_linear,101,reset23456,s4,l3_fixed250_ordered,2048,10.0,0.524416786916787,0.51996891996892,0.5342465753424658,0.5442930383481072
s4,hidden_count_linear,101,reset23456,s4,l3_relative10_ordered,1280,10.0,0.616919191919192,0.6204448329448329,0.636986301369863,0.6294296210073816
s4,hidden_count_linear,101,reset67,none,l3_whole_count,128,0.01,0.47563732563732564,0.4763979076479077,0.4863013698630137,0.4690597217188788
s4,hidden_count_linear,101,reset67,none,l3_fixed250_ordered,2048,10.0,0.5282888407888409,0.4601384726384726,0.4726027397260274,0.4738647695337683
s4,hidden_count_linear,101,reset67,none,l3_relative10_ordered,1280,0.01,0.5692039442039442,0.5857364857364856,0.6027397260273972,0.5917917180621355
s4,hidden_count_linear,101,reset567,none,l3_whole_count,128,0.01,0.47563732563732564,0.4763979076479077,0.4863013698630137,0.4690597217188788
s4,hidden_count_linear,101,reset567,none,l3_fixed250_ordered,2048,10.0,0.5282888407888409,0.4601384726384726,0.4726027397260274,0.4738647695337683
s4,hidden_count_linear,101,reset567,none,l3_relative10_ordered,1280,0.01,0.5692039442039442,0.5857364857364856,0.6027397260273972,0.5917917180621355
s4,output_lif,11,normal,none,l3_whole_count,128,0.01,0.42775974025974023,0.4498307248307248,0.4589041095890411,0.4463047854131823
s4,output_lif,11,normal,none,l3_fixed250_ordered,2048,0.01,0.5482202982202983,0.4387237762237762,0.4520547945205479,0.4391669447521514
s4,output_lif,11,normal,none,l3_relative10_ordered,1280,0.1,0.5555735930735931,0.5717657342657342,0.5753424657534246,0.5541187441392902
s4,output_lif,11,resetall250,s4,l3_whole_count,128,0.1,0.5263407888407888,0.4727314352314352,0.4794520547945205,0.4708695990067815
s4,output_lif,11,resetall250,s4,l3_fixed250_ordered,2048,0.1,0.5825216450216449,0.5070339382839383,0.5136986301369864,0.5015184734749952
s4,output_lif,11,resetall250,s4,l3_relative10_ordered,1280,10.0,0.6068662818662819,0.6075389887889887,0.6095890410958904,0.5830181128065696
s4,output_lif,11,reset234,s4,l3_whole_count,128,0.1,0.5263407888407888,0.4727314352314352,0.4794520547945205,0.4708695990067815
s4,output_lif,11,reset234,s4,l3_fixed250_ordered,2048,0.1,0.5825216450216449,0.5070339382839383,0.5136986301369864,0.5015184734749952
s4,output_lif,11,reset234,s4,l3_relative10_ordered,1280,10.0,0.6068662818662819,0.6075389887889887,0.6095890410958904,0.5830181128065696
s4,output_lif,11,reset2345,s4,l3_whole_count,128,0.1,0.5263407888407888,0.4727314352314352,0.4794520547945205,0.4708695990067815
s4,output_lif,11,reset2345,s4,l3_fixed250_ordered,2048,0.1,0.5825216450216449,0.5070339382839383,0.5136986301369864,0.5015184734749952
s4,output_lif,11,reset2345,s4,l3_relative10_ordered,1280,10.0,0.6068662818662819,0.6075389887889887,0.6095890410958904,0.5830181128065696
s4,output_lif,11,reset23456,s4,l3_whole_count,128,0.1,0.5263407888407888,0.4727314352314352,0.4794520547945205,0.4708695990067815
s4,output_lif,11,reset23456,s4,l3_fixed250_ordered,2048,0.1,0.5825216450216449,0.5070339382839383,0.5136986301369864,0.5015184734749952
s4,output_lif,11,reset23456,s4,l3_relative10_ordered,1280,10.0,0.6068662818662819,0.6075389887889887,0.6095890410958904,0.5830181128065696
s4,output_lif,11,reset67,none,l3_whole_count,128,0.01,0.42775974025974023,0.4498307248307248,0.4589041095890411,0.4463047854131823
s4,output_lif,11,reset67,none,l3_fixed250_ordered,2048,0.01,0.5482202982202983,0.4387237762237762,0.4520547945205479,0.4391669447521514
s4,output_lif,11,reset67,none,l3_relative10_ordered,1280,0.1,0.5555735930735931,0.5717657342657342,0.5753424657534246,0.5541187441392902
s4,output_lif,11,reset567,none,l3_whole_count,128,0.01,0.42775974025974023,0.4498307248307248,0.4589041095890411,0.4463047854131823
s4,output_lif,11,reset567,none,l3_fixed250_ordered,2048,0.01,0.5482202982202983,0.4387237762237762,0.4520547945205479,0.4391669447521514
s4,output_lif,11,reset567,none,l3_relative10_ordered,1280,0.1,0.5555735930735931,0.5717657342657342,0.5753424657534246,0.5541187441392902
s4,output_lif,23,normal,none,l3_whole_count,128,10.0,0.43767436267436266,0.4638722388722389,0.4794520547945205,0.46199666957768376
s4,output_lif,23,normal,none,l3_fixed250_ordered,2048,0.01,0.5362854737854738,0.49924658674658673,0.5136986301369864,0.4892717625813578
s4,output_lif,23,normal,none,l3_relative10_ordered,1280,0.01,0.5629689754689755,0.5647678710178711,0.5753424657534246,0.5711849470652157
s4,output_lif,23,resetall250,s4,l3_whole_count,128,0.1,0.4463383838383838,0.5356303418803418,0.547945205479452,0.542542175748577
s4,output_lif,23,resetall250,s4,l3_fixed250_ordered,2048,0.1,0.5423340548340548,0.5330149017649018,0.547945205479452,0.5360186143700637
s4,output_lif,23,resetall250,s4,l3_relative10_ordered,1280,0.1,0.6012987012987013,0.6418262293262293,0.6643835616438356,0.6435129248155906
s4,output_lif,23,reset234,s4,l3_whole_count,128,0.1,0.4463383838383838,0.5356303418803418,0.547945205479452,0.542542175748577
s4,output_lif,23,reset234,s4,l3_fixed250_ordered,2048,0.1,0.5423340548340548,0.5330149017649018,0.547945205479452,0.5360186143700637
s4,output_lif,23,reset234,s4,l3_relative10_ordered,1280,0.1,0.6012987012987013,0.6418262293262293,0.6643835616438356,0.6435129248155906
s4,output_lif,23,reset2345,s4,l3_whole_count,128,0.1,0.4463383838383838,0.5356303418803418,0.547945205479452,0.542542175748577
s4,output_lif,23,reset2345,s4,l3_fixed250_ordered,2048,0.1,0.5423340548340548,0.5330149017649018,0.547945205479452,0.5360186143700637
s4,output_lif,23,reset2345,s4,l3_relative10_ordered,1280,0.1,0.6012987012987013,0.6418262293262293,0.6643835616438356,0.6435129248155906
s4,output_lif,23,reset23456,s4,l3_whole_count,128,0.1,0.4463383838383838,0.5356303418803418,0.547945205479452,0.542542175748577
s4,output_lif,23,reset23456,s4,l3_fixed250_ordered,2048,0.1,0.5423340548340548,0.5330149017649018,0.547945205479452,0.5360186143700637
s4,output_lif,23,reset23456,s4,l3_relative10_ordered,1280,0.1,0.6012987012987013,0.6418262293262293,0.6643835616438356,0.6435129248155906
s4,output_lif,23,reset67,none,l3_whole_count,128,10.0,0.43767436267436266,0.4638722388722389,0.4794520547945205,0.46199666957768376
s4,output_lif,23,reset67,none,l3_fixed250_ordered,2048,0.01,0.5362854737854738,0.49924658674658673,0.5136986301369864,0.4892717625813578
s4,output_lif,23,reset67,none,l3_relative10_ordered,1280,0.01,0.5629689754689755,0.5647678710178711,0.5753424657534246,0.5711849470652157
s4,output_lif,23,reset567,none,l3_whole_count,128,10.0,0.43767436267436266,0.4638722388722389,0.4794520547945205,0.46199666957768376
s4,output_lif,23,reset567,none,l3_fixed250_ordered,2048,0.01,0.5362854737854738,0.49924658674658673,0.5136986301369864,0.4892717625813578
s4,output_lif,23,reset567,none,l3_relative10_ordered,1280,0.01,0.5629689754689755,0.5647678710178711,0.5753424657534246,0.5711849470652157
s4,output_lif,101,normal,none,l3_whole_count,128,0.1,0.4628787878787879,0.4700570263070263,0.4794520547945205,0.47772656310859646
s4,output_lif,101,normal,none,l3_fixed250_ordered,2048,1.0,0.5244107744107744,0.48584193584193586,0.5,0.5056804680240792
s4,output_lif,101,normal,none,l3_relative10_ordered,1280,0.01,0.5894059644059644,0.5600822788322788,0.5753424657534246,0.5808967950899617
s4,output_lif,101,resetall250,s4,l3_whole_count,128,0.1,0.5329545454545455,0.5099130036630036,0.5205479452054794,0.520853253671036
s4,output_lif,101,resetall250,s4,l3_fixed250_ordered,2048,0.1,0.5528198653198654,0.4966575091575091,0.5136986301369864,0.5253884420019171
s4,output_lif,101,resetall250,s4,l3_relative10_ordered,1280,0.1,0.6018097643097643,0.5852286602286602,0.6027397260273972,0.6016323995099738
s4,output_lif,101,reset234,s4,l3_whole_count,128,0.1,0.5329545454545455,0.5099130036630036,0.5205479452054794,0.520853253671036
s4,output_lif,101,reset234,s4,l3_fixed250_ordered,2048,0.1,0.5528198653198654,0.4966575091575091,0.5136986301369864,0.5253884420019171
s4,output_lif,101,reset234,s4,l3_relative10_ordered,1280,0.1,0.6018097643097643,0.5852286602286602,0.6027397260273972,0.6016323995099738
s4,output_lif,101,reset2345,s4,l3_whole_count,128,0.1,0.5329545454545455,0.5099130036630036,0.5205479452054794,0.520853253671036
s4,output_lif,101,reset2345,s4,l3_fixed250_ordered,2048,0.1,0.5528198653198654,0.4966575091575091,0.5136986301369864,0.5253884420019171
s4,output_lif,101,reset2345,s4,l3_relative10_ordered,1280,0.1,0.6018097643097643,0.5852286602286602,0.6027397260273972,0.6016323995099738
s4,output_lif,101,reset23456,s4,l3_whole_count,128,0.1,0.5329545454545455,0.5099130036630036,0.5205479452054794,0.520853253671036
s4,output_lif,101,reset23456,s4,l3_fixed250_ordered,2048,0.1,0.5528198653198654,0.4966575091575091,0.5136986301369864,0.5253884420019171
s4,output_lif,101,reset23456,s4,l3_relative10_ordered,1280,0.1,0.6018097643097643,0.5852286602286602,0.6027397260273972,0.6016323995099738
s4,output_lif,101,reset67,none,l3_whole_count,128,0.1,0.4628787878787879,0.4700570263070263,0.4794520547945205,0.47772656310859646
s4,output_lif,101,reset67,none,l3_fixed250_ordered,2048,1.0,0.5244107744107744,0.48584193584193586,0.5,0.5056804680240792
s4,output_lif,101,reset67,none,l3_relative10_ordered,1280,0.01,0.5894059644059644,0.5600822788322788,0.5753424657534246,0.5808967950899617
s4,output_lif,101,reset567,none,l3_whole_count,128,0.1,0.4628787878787879,0.4700570263070263,0.4794520547945205,0.47772656310859646
s4,output_lif,101,reset567,none,l3_fixed250_ordered,2048,1.0,0.5244107744107744,0.48584193584193586,0.5,0.5056804680240792
s4,output_lif,101,reset567,none,l3_relative10_ordered,1280,0.01,0.5894059644059644,0.5600822788322788,0.5753424657534246,0.5808967950899617
s5,hidden_count_linear,11,normal,none,l3_whole_count,128,0.01,0.3825156325156325,0.39003635253635255,0.3972602739726027,0.38424001401000324
s5,hidden_count_linear,11,normal,none,l3_fixed250_ordered,2048,0.1,0.48433140933140933,0.46360861360861366,0.4726027397260274,0.46183537257340684
s5,hidden_count_linear,11,normal,none,l3_relative10_ordered,1280,0.1,0.5103595478595478,0.55135212010212,0.5684931506849316,0.5465850735415952
s5,hidden_count_linear,11,resetall250,s5,l3_whole_count,128,1.0,0.47596801346801354,0.4530046342546343,0.4657534246575342,0.44723416203679367
s5,hidden_count_linear,11,resetall250,s5,l3_fixed250_ordered,2048,0.1,0.5599987974987976,0.5193986568986569,0.5342465753424658,0.5190572228668924
s5,hidden_count_linear,11,resetall250,s5,l3_relative10_ordered,1280,1.0,0.6076539201539202,0.638615551115551,0.6506849315068494,0.6217274093046048
s5,hidden_count_linear,11,reset234,none,l3_whole_count,128,0.01,0.3825156325156325,0.39003635253635255,0.3972602739726027,0.38424001401000324
s5,hidden_count_linear,11,reset234,none,l3_fixed250_ordered,2048,0.1,0.48433140933140933,0.46360861360861366,0.4726027397260274,0.46183537257340684
s5,hidden_count_linear,11,reset234,none,l3_relative10_ordered,1280,0.1,0.5103595478595478,0.55135212010212,0.5684931506849316,0.5465850735415952
s5,hidden_count_linear,11,reset2345,s5,l3_whole_count,128,1.0,0.47596801346801354,0.4530046342546343,0.4657534246575342,0.44723416203679367
s5,hidden_count_linear,11,reset2345,s5,l3_fixed250_ordered,2048,0.1,0.5599987974987976,0.5193986568986569,0.5342465753424658,0.5190572228668924
