l2_width,objective,seed,last_layer,feature_dim,input_feature_dim,layer,pca_explained_variance_ratio_sum,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy
128,timestep_ce,101,L2,128,2048,L1,0.8813533782958984,1.0,0.5136986301369864,0.5003149628149627,0.5093163744265168,fixed250_pca128,0.5315295815295815
128,timestep_ce,11,L2,128,128,L1,,1.0,0.541095890410959,0.5372308247308247,0.5280932152704936,full_count,0.533543771043771
128,timestep_ce,23,L2,128,128,L1,,0.1,0.6301369863013698,0.6101474913974915,0.6104519117509989,full_count,0.5024891774891774
128,timestep_ce,101,L2,128,128,L1,,0.1,0.589041095890411,0.5692002442002442,0.5686633280836179,full_count,0.6308982683982685
128,timestep_ce,11,L2,2048,2048,L2,,0.01,0.6575342465753424,0.642110667110667,0.6354867189266167,fixed250,0.5880411255411254
128,timestep_ce,23,L2,2048,2048,L2,,1.0,0.6027397260273972,0.5871794871794872,0.5855819537837083,fixed250,0.5996572871572871
128,timestep_ce,101,L2,2048,2048,L2,,0.1,0.6506849315068494,0.6366404428904429,0.640192205784852,fixed250,0.5265933140933141
128,timestep_ce,11,L2,128,2048,L2,0.920348048210144,0.1,0.6232876712328768,0.6076000388500388,0.6241993548584062,fixed250_pca128,0.529076479076479
128,timestep_ce,23,L2,128,2048,L2,0.9226672649383545,0.01,0.6164383561643836,0.5970619658119658,0.5938407023812217,fixed250_pca128,0.5382996632996634
128,timestep_ce,101,L2,128,2048,L2,0.9224245548248291,0.1,0.589041095890411,0.5719759407259406,0.573828743983989,fixed250_pca128,0.4978896103896104
128,timestep_ce,11,L2,128,128,L2,,1.0,0.5205479452054794,0.5080031080031079,0.4974691041577006,full_count,0.5377044252044252
128,timestep_ce,23,L2,128,128,L2,,10.0,0.547945205479452,0.5373820623820623,0.5254777690772852,full_count,0.5138407888407889
128,timestep_ce,101,L2,128,128,L2,,0.1,0.6438356164383562,0.6259150571650571,0.6269594020593897,full_count,0.5393999518999518
256,timestep_ce,11,L2,2048,2048,L1,,0.1,0.5547945205479452,0.5399593462093462,0.5460450408915322,fixed250,0.5397005772005772
256,timestep_ce,23,L2,2048,2048,L1,,1.0,0.5273972602739726,0.5180749805749806,0.5061159155407883,fixed250,0.5093073593073593
256,timestep_ce,101,L2,2048,2048,L1,,1.0,0.547945205479452,0.5381347818847818,0.5399297567280023,fixed250,0.5492905242905243
256,timestep_ce,11,L2,128,2048,L1,0.8773975372314453,10.0,0.5,0.4955072705072705,0.49483848510164297,fixed250_pca128,0.519498556998557
256,timestep_ce,23,L2,128,2048,L1,0.8740823864936829,10.0,0.4863013698630137,0.4806852869352869,0.4632692654544733,fixed250_pca128,0.4931036556036556
256,timestep_ce,101,L2,128,2048,L1,0.8834846615791321,10.0,0.3972602739726027,0.39171939171939174,0.38961698015228136,fixed250_pca128,0.4796777296777297
256,timestep_ce,11,L2,128,128,L1,,10.0,0.4931506849315068,0.49387973137973135,0.49077890927627577,full_count,0.5545514670514671
256,timestep_ce,23,L2,128,128,L1,,0.1,0.5958904109589042,0.5817273004773005,0.5621409167366666,full_count,0.5037457912457912
256,timestep_ce,101,L2,128,128,L1,,1.0,0.547945205479452,0.5370934620934621,0.5299676943773646,full_count,0.5303992303992304
256,timestep_ce,11,L2,4096,4096,L2,,0.01,0.6301369863013698,0.6134310134310134,0.6157490431005694,fixed250,0.5853956228956229
256,timestep_ce,23,L2,4096,4096,L2,,10.0,0.547945205479452,0.5373820623820623,0.5284505858873765,fixed250,0.5511784511784511
256,timestep_ce,101,L2,4096,4096,L2,,1.0,0.589041095890411,0.569818376068376,0.5837500178898029,fixed250,0.5979377104377105
256,timestep_ce,11,L2,128,4096,L2,0.9000197052955627,0.01,0.636986301369863,0.6196158008658008,0.6212844140610908,fixed250_pca128,0.534433621933622
256,timestep_ce,23,L2,128,4096,L2,0.9032605886459351,0.1,0.589041095890411,0.5740571928071928,0.5683195534790907,fixed250_pca128,0.5173701298701299
256,timestep_ce,101,L2,128,4096,L2,0.905051052570343,0.1,0.6232876712328768,0.6163031413031413,0.6230684235680422,fixed250_pca128,0.5628367003367004
256,timestep_ce,11,L2,256,256,L2,,1.0,0.541095890410959,0.5380855255855256,0.5244867246530889,full_count,0.5852332852332852
256,timestep_ce,23,L2,256,256,L2,,0.01,0.6506849315068494,0.6337142024642024,0.6340859526514842,full_count,0.5018939393939393
256,timestep_ce,101,L2,256,256,L2,,0.01,0.6438356164383562,0.6350892163392164,0.6333483325438901,full_count,0.5521584896584896
