condition,epoch,n,train_ba_mean,train_ba_std,val_ba_mean,val_ba_std,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std,val_zero_bias_ba_mean,val_zero_bias_ba_std,val_direct_bias_delta_ba_mean,val_direct_bias_delta_ba_std,bias_l2_mean,bias_l2_std
mean_ce_bias1_with_bias,27.0,3,0.45686338438512203,0.0062676125019821925,0.3969496552829886,0.0008588464919454262,1.8008052376721413,0.028100112528312366,1.897991379102071,0.029111849202689395,0.39374098124098117,0.03048782737864808,0.003208674042007398,0.03090553497893376,0.21447579288430316,0.0032856564039023496
mean_ce_bias1_with_bias,28.0,3,0.46723558286962047,0.01816590282629909,0.38575036075036073,0.029911886873628474,1.766913286174636,0.025566436677435113,1.8817806243896484,0.02917267846601701,0.3729838063171396,0.015351642117834356,0.012766554433221068,0.020968534240432747,0.2204553138500177,0.003141673355992278
mean_ce_bias1_with_bias,29.0,3,0.48598030799148934,0.021331273706777756,0.4149851691518358,0.04310678456330625,1.73404154836345,0.02869898400765607,1.8440738121668498,0.03473180047927955,0.4111371653038319,0.011992725950863257,0.0038480038480038664,0.03461655314407472,0.22629897570682286,0.0027634405329298875
mean_ce_bias1_with_bias,30.0,3,0.5089643372031668,0.0050544836614686076,0.41550424883758214,0.02966293929314626,1.705810686875812,0.025046795866308987,1.8386492729187012,0.0240422436105995,0.4126262626262626,0.002339542242515541,0.002877986211319565,0.03173896373413154,0.2319234566238538,0.002453621448112356
mean_ce_bias1_with_bias,31.0,3,0.524463237994323,0.024658954561541876,0.4158449575116241,0.040682665512988644,1.6729223965504219,0.02540940607272091,1.80768887201945,0.025989831738584757,0.40634319384319384,0.027664126684841493,0.0095017636684303,0.014041160795656472,0.23756354547964262,0.002209159405960822
mean_ce_bias1_with_bias,32.0,3,0.5323170262773561,0.020507366148319845,0.4117324033990701,0.009150610570760583,1.64247695796461,0.025042547006022698,1.8008805910746257,0.02353398754772865,0.39892376142376135,0.014630313791942401,0.0128086419753086,0.02202714508403967,0.24251573879798927,0.00203566001686756
mean_ce_bias1_with_bias,33.0,3,0.5467165651800282,0.022620105943186673,0.40668390251723574,0.017365598451921493,1.6138689786076068,0.024411977522552274,1.7740373214085896,0.016153920915952406,0.399695366362033,0.0053631875675627045,0.0069885361552027995,0.019550937912057375,0.24764084177465406,0.001831893723622621
mean_ce_bias1_with_bias,34.0,3,0.5635060004811182,0.021495010934031975,0.41557840307840305,0.033525812599726965,1.5826367068687393,0.026525848397779477,1.7631882826487224,0.02332117885400248,0.39444845278178603,0.006217943556271107,0.021129950296616934,0.027718689272276657,0.2526954622666735,0.0016207522924746034
mean_ce_bias1_with_bias,35.0,3,0.5768270659568884,0.03022100386561255,0.4295234086900754,0.03129462551048898,1.5550634223568116,0.025612413625022385,1.7394324938456218,0.014216176641855212,0.41805956389289717,0.009901797690375833,0.011463844797178135,0.02725092027452954,0.25737687063236914,0.0013667248586019226
mean_ce_bias1_with_bias,36.0,3,0.5893142112579942,0.026278202285052232,0.42504810004810006,0.045518096005110836,1.5279370366466916,0.02707392696134779,1.7274247010548909,0.017664061635970868,0.41904160654160655,0.009417315827407999,0.0060064935064934625,0.039461557842843595,0.26201211223712595,0.0013268826926680656
mean_ce_bias1_with_bias,37.0,3,0.5982368304296747,0.03176014242071577,0.4407968574635241,0.038854812490818146,1.4996069540460428,0.028739498890964967,1.7090010245641072,0.01661671042918847,0.4311427769761103,0.015070460627757593,0.009654080487413766,0.03723541958499107,0.26652514823443213,0.0011221059926381457
