contrast,left_variant,right_variant,rotation,seed,probe,test_ba_delta
D0_minus_D1,original,postencode_mask,1,23,l1__pre_reset__whole_mean,-0.13317654567654574
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__pre_reset__whole_mean,0.09959068709068702
D0_minus_D2,original,masked_accel_reencode,1,23,l1__pre_reset__whole_mean,-0.03358585858585872
D0_minus_D1,original,postencode_mask,1,23,l1__pre_reset__fixed250_ordered_mean,-0.0973578504828505
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__pre_reset__fixed250_ordered_mean,0.07112921800421801
D0_minus_D2,original,masked_accel_reencode,1,23,l1__pre_reset__fixed250_ordered_mean,-0.026228632478632496
D0_minus_D1,original,postencode_mask,1,23,l1__spike__whole_mean,-0.04376318126318124
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__spike__whole_mean,-0.006603812853812896
D0_minus_D2,original,masked_accel_reencode,1,23,l1__spike__whole_mean,-0.050366994116994135
D0_minus_D1,original,postencode_mask,1,23,l1__spike__fixed250_ordered_mean,-0.09574904262404271
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__spike__fixed250_ordered_mean,-0.02413593351093357
D0_minus_D2,original,masked_accel_reencode,1,23,l1__spike__fixed250_ordered_mean,-0.11988497613497628
D0_minus_D1,original,postencode_mask,1,23,l1__post_reset__whole_mean,-0.12578567266067275
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__post_reset__whole_mean,0.14554438616938625
D0_minus_D2,original,masked_accel_reencode,1,23,l1__post_reset__whole_mean,0.0197587135087135
D0_minus_D1,original,postencode_mask,1,23,l1__post_reset__fixed250_ordered_mean,-0.07822212509712523
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__post_reset__fixed250_ordered_mean,-0.0024780774780772674
D0_minus_D2,original,masked_accel_reencode,1,23,l1__post_reset__fixed250_ordered_mean,-0.0807002025752025
D0_minus_D1,original,postencode_mask,1,23,l1__spike__whole_count,-0.008235861360861296
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__spike__whole_count,0.00037219724719711467
D0_minus_D2,original,masked_accel_reencode,1,23,l1__spike__whole_count,-0.007863664113664182
D0_minus_D1,original,postencode_mask,1,23,l1__spike__fixed250_count,0.002420843045843224
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l1__spike__fixed250_count,-0.031997863247863356
D0_minus_D2,original,masked_accel_reencode,1,23,l1__spike__fixed250_count,-0.029577020202020132
D0_minus_D1,original,postencode_mask,1,23,l2__syn_current__whole_mean,-0.001762473637473727
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__syn_current__whole_mean,-0.06321768509268505
D0_minus_D2,original,masked_accel_reencode,1,23,l2__syn_current__whole_mean,-0.06498015873015878
D0_minus_D1,original,postencode_mask,1,23,l2__syn_current__fixed250_ordered_mean,-0.05001907814407813
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__syn_current__fixed250_ordered_mean,0.06363705738705738
D0_minus_D2,original,masked_accel_reencode,1,23,l2__syn_current__fixed250_ordered_mean,0.01361797924297925
D0_minus_D1,original,postencode_mask,1,23,l2__pre_reset__whole_mean,-0.0005605505605505989
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__pre_reset__whole_mean,-0.04522526085026091
D0_minus_D2,original,masked_accel_reencode,1,23,l2__pre_reset__whole_mean,-0.045785811410811506
D0_minus_D1,original,postencode_mask,1,23,l2__pre_reset__fixed250_ordered_mean,-0.07760989010989017
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__pre_reset__fixed250_ordered_mean,0.09817231379731384
D0_minus_D2,original,masked_accel_reencode,1,23,l2__pre_reset__fixed250_ordered_mean,0.02056242368742367
D0_minus_D1,original,postencode_mask,1,23,l2__spike__whole_mean,-0.01902264402264403
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__spike__whole_mean,-0.07128010878010871
D0_minus_D2,original,masked_accel_reencode,1,23,l2__spike__whole_mean,-0.09030275280275274
D0_minus_D1,original,postencode_mask,1,23,l2__spike__fixed250_ordered_mean,-0.05396062271062274
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__spike__fixed250_ordered_mean,0.046339077589077626
D0_minus_D2,original,masked_accel_reencode,1,23,l2__spike__fixed250_ordered_mean,-0.007621545121545115
D0_minus_D1,original,postencode_mask,1,23,l2__post_reset__whole_mean,0.012807331557331492
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__post_reset__whole_mean,-0.0581331862581862
D0_minus_D2,original,masked_accel_reencode,1,23,l2__post_reset__whole_mean,-0.045325854700854706
D0_minus_D1,original,postencode_mask,1,23,l2__post_reset__fixed250_ordered_mean,-0.0738778582528582
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__post_reset__fixed250_ordered_mean,0.09008664946164946
D0_minus_D2,original,masked_accel_reencode,1,23,l2__post_reset__fixed250_ordered_mean,0.016208791208791262
D0_minus_D1,original,postencode_mask,1,23,l2__spike__whole_count,0.05342053779553779
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__spike__whole_count,-0.05817342379842372
D0_minus_D2,original,masked_accel_reencode,1,23,l2__spike__whole_count,-0.0047528860028859254
D0_minus_D1,original,postencode_mask,1,23,l2__spike__fixed250_count,-0.05207327394827388
D1_minus_D2,postencode_mask,masked_accel_reencode,1,23,l2__spike__fixed250_count,0.06147498334998336
D0_minus_D2,original,masked_accel_reencode,1,23,l2__spike__fixed250_count,0.00940170940170948
D0_minus_D1,original,postencode_mask,1,37,input__events__whole_count,-0.07999673937173918
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,input__events__whole_count,0.005568736818736764
D0_minus_D2,original,masked_accel_reencode,1,37,input__events__whole_count,-0.07442800255300241
D0_minus_D1,original,postencode_mask,1,37,input__events__fixed250_count,-0.04976377788877795
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,input__events__fixed250_count,0.05707972582972587
D0_minus_D2,original,masked_accel_reencode,1,37,input__events__fixed250_count,0.00731594794094792
D0_minus_D1,original,postencode_mask,1,37,l1__syn_current__whole_mean,-0.10820776445776453
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__syn_current__whole_mean,0.03815594128094146
D0_minus_D2,original,masked_accel_reencode,1,37,l1__syn_current__whole_mean,-0.07005182317682307
D0_minus_D1,original,postencode_mask,1,37,l1__syn_current__fixed250_ordered_mean,-0.06541340603840595
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__syn_current__fixed250_ordered_mean,0.08110882173382161
D0_minus_D2,original,masked_accel_reencode,1,37,l1__syn_current__fixed250_ordered_mean,0.01569541569541566
D0_minus_D1,original,postencode_mask,1,37,l1__pre_reset__whole_mean,-0.049498418248418274
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__pre_reset__whole_mean,-0.013379675879675812
D0_minus_D2,original,masked_accel_reencode,1,37,l1__pre_reset__whole_mean,-0.06287809412809409
D0_minus_D1,original,postencode_mask,1,37,l1__pre_reset__fixed250_ordered_mean,-0.060315725940725984
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__pre_reset__fixed250_ordered_mean,0.051608460983460946
D0_minus_D2,original,masked_accel_reencode,1,37,l1__pre_reset__fixed250_ordered_mean,-0.008707264957265037
D0_minus_D1,original,postencode_mask,1,37,l1__spike__whole_mean,0.006899350649350711
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__spike__whole_mean,0.05852723665223669
D0_minus_D2,original,masked_accel_reencode,1,37,l1__spike__whole_mean,0.0654265873015874
D0_minus_D1,original,postencode_mask,1,37,l1__spike__fixed250_ordered_mean,-0.13335033022533027
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__spike__fixed250_ordered_mean,0.11031364468864457
D0_minus_D2,original,masked_accel_reencode,1,37,l1__spike__fixed250_ordered_mean,-0.023036685536685697
D0_minus_D1,original,postencode_mask,1,37,l1__post_reset__whole_mean,-0.06408556721056718
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__post_reset__whole_mean,-0.023137973137973167
D0_minus_D2,original,masked_accel_reencode,1,37,l1__post_reset__whole_mean,-0.08722354034854035
D0_minus_D1,original,postencode_mask,1,37,l1__post_reset__fixed250_ordered_mean,-0.05441294816294828
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__post_reset__fixed250_ordered_mean,0.0009407259407259172
D0_minus_D2,original,masked_accel_reencode,1,37,l1__post_reset__fixed250_ordered_mean,-0.053472222222222365
D0_minus_D1,original,postencode_mask,1,37,l1__spike__whole_count,-0.04067009379509384
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__spike__whole_count,0.016986832611832647
D0_minus_D2,original,masked_accel_reencode,1,37,l1__spike__whole_count,-0.023683261183261195
D0_minus_D1,original,postencode_mask,1,37,l1__spike__fixed250_count,-0.0667467948717948
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l1__spike__fixed250_count,0.12680652680652676
D0_minus_D2,original,masked_accel_reencode,1,37,l1__spike__fixed250_count,0.060059731934731964
D0_minus_D1,original,postencode_mask,1,37,l2__syn_current__whole_mean,0.02065261127761131
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__syn_current__whole_mean,-0.016091547341547385
D0_minus_D2,original,masked_accel_reencode,1,37,l2__syn_current__whole_mean,0.004561063936063925
D0_minus_D1,original,postencode_mask,1,37,l2__syn_current__fixed250_ordered_mean,0.0175733988233987
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__syn_current__fixed250_ordered_mean,0.06606934731934733
D0_minus_D2,original,masked_accel_reencode,1,37,l2__syn_current__fixed250_ordered_mean,0.08364274614274603
D0_minus_D1,original,postencode_mask,1,37,l2__pre_reset__whole_mean,0.06856303418803417
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__pre_reset__whole_mean,-0.0764388389388389
D0_minus_D2,original,masked_accel_reencode,1,37,l2__pre_reset__whole_mean,-0.007875804750804738
D0_minus_D1,original,postencode_mask,1,37,l2__pre_reset__fixed250_ordered_mean,-0.006137265512265566
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__pre_reset__fixed250_ordered_mean,0.065758547008547
D0_minus_D2,original,masked_accel_reencode,1,37,l2__pre_reset__fixed250_ordered_mean,0.05962128149628143
D0_minus_D1,original,postencode_mask,1,37,l2__spike__whole_mean,0.04383637196137191
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__spike__whole_mean,-0.03241654179154174
D0_minus_D2,original,masked_accel_reencode,1,37,l2__spike__whole_mean,0.01141983016983017
D0_minus_D1,original,postencode_mask,1,37,l2__spike__fixed250_ordered_mean,-0.02568820068820077
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__spike__fixed250_ordered_mean,0.02572843822843829
D0_minus_D2,original,masked_accel_reencode,1,37,l2__spike__fixed250_ordered_mean,4.023754023751991e-05
D0_minus_D1,original,postencode_mask,1,37,l2__post_reset__whole_mean,0.022346403596403552
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__post_reset__whole_mean,-0.02874729437229434
D0_minus_D2,original,masked_accel_reencode,1,37,l2__post_reset__whole_mean,-0.0064008907758907885
D0_minus_D1,original,postencode_mask,1,37,l2__post_reset__fixed250_ordered_mean,0.017536976911976865
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__post_reset__fixed250_ordered_mean,0.07495768120768131
D0_minus_D2,original,masked_accel_reencode,1,37,l2__post_reset__fixed250_ordered_mean,0.09249465811965818
D0_minus_D1,original,postencode_mask,1,37,l2__spike__whole_count,-0.0032620157620156798
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__spike__whole_count,-0.05184502997003004
D0_minus_D2,original,masked_accel_reencode,1,37,l2__spike__whole_count,-0.05510704573204572
D0_minus_D1,original,postencode_mask,1,37,l2__spike__fixed250_count,-0.006770659895659947
D1_minus_D2,postencode_mask,masked_accel_reencode,1,37,l2__spike__fixed250_count,-0.026285866910866873
D0_minus_D2,original,masked_accel_reencode,1,37,l2__spike__fixed250_count,-0.03305652680652682
D0_minus_D1,original,postencode_mask,2,11,input__events__whole_count,-0.06383928571428577
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,input__events__whole_count,-0.026124338624338495
D0_minus_D2,original,masked_accel_reencode,2,11,input__events__whole_count,-0.08996362433862426
D0_minus_D1,original,postencode_mask,2,11,input__events__fixed250_count,-0.004100529100529271
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,input__events__fixed250_count,0.05473935786435802
D0_minus_D2,original,masked_accel_reencode,2,11,input__events__fixed250_count,0.05063882876382875
D0_minus_D1,original,postencode_mask,2,11,l1__syn_current__whole_mean,0.015522787397787396
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__syn_current__whole_mean,-0.1221951659451661
D0_minus_D2,original,masked_accel_reencode,2,11,l1__syn_current__whole_mean,-0.10667237854737871
D0_minus_D1,original,postencode_mask,2,11,l1__syn_current__fixed250_ordered_mean,-0.00931186868686884
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__syn_current__fixed250_ordered_mean,-0.03486802549302537
D0_minus_D2,original,masked_accel_reencode,2,11,l1__syn_current__fixed250_ordered_mean,-0.04417989417989421
D0_minus_D1,original,postencode_mask,2,11,l1__pre_reset__whole_mean,0.06750992063492067
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__pre_reset__whole_mean,-0.06154100529100537
D0_minus_D2,original,masked_accel_reencode,2,11,l1__pre_reset__whole_mean,0.005968915343915304
D0_minus_D1,original,postencode_mask,2,11,l1__pre_reset__fixed250_ordered_mean,-0.0341465247715248
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__pre_reset__fixed250_ordered_mean,-0.0359758297258298
D0_minus_D2,original,masked_accel_reencode,2,11,l1__pre_reset__fixed250_ordered_mean,-0.0701223544973546
D0_minus_D1,original,postencode_mask,2,11,l1__spike__whole_mean,-0.04449104136604132
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__spike__whole_mean,0.017314514189514185
D0_minus_D2,original,masked_accel_reencode,2,11,l1__spike__whole_mean,-0.027176527176527132
D0_minus_D1,original,postencode_mask,2,11,l1__spike__fixed250_ordered_mean,-0.03729557479557488
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__spike__fixed250_ordered_mean,0.05053210678210679
D0_minus_D2,original,masked_accel_reencode,2,11,l1__spike__fixed250_ordered_mean,0.013236531986531908
D0_minus_D1,original,postencode_mask,2,11,l1__post_reset__whole_mean,0.059559884559884535
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__post_reset__whole_mean,-0.05851521164021162
D0_minus_D2,original,masked_accel_reencode,2,11,l1__post_reset__whole_mean,0.0010446729196729176
D0_minus_D1,original,postencode_mask,2,11,l1__post_reset__fixed250_ordered_mean,-0.011855158730158744
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__post_reset__fixed250_ordered_mean,-0.07517887205387186
D0_minus_D2,original,masked_accel_reencode,2,11,l1__post_reset__fixed250_ordered_mean,-0.0870340307840306
D0_minus_D1,original,postencode_mask,2,11,l1__spike__whole_count,-0.02648809523809531
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__spike__whole_count,0.011411736411736428
D0_minus_D2,original,masked_accel_reencode,2,11,l1__spike__whole_count,-0.015076358826358882
D0_minus_D1,original,postencode_mask,2,11,l1__spike__fixed250_count,-0.023723845598845605
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l1__spike__fixed250_count,0.054939273689273704
D0_minus_D2,original,masked_accel_reencode,2,11,l1__spike__fixed250_count,0.0312154280904281
D0_minus_D1,original,postencode_mask,2,11,l2__syn_current__whole_mean,-0.009818422318422337
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__syn_current__whole_mean,-0.004028379028378992
D0_minus_D2,original,masked_accel_reencode,2,11,l2__syn_current__whole_mean,-0.01384680134680133
D0_minus_D1,original,postencode_mask,2,11,l2__syn_current__fixed250_ordered_mean,-0.021333874458874358
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__syn_current__fixed250_ordered_mean,0.05325727513227507
D0_minus_D2,original,masked_accel_reencode,2,11,l2__syn_current__fixed250_ordered_mean,0.031923400673400715
D0_minus_D1,original,postencode_mask,2,11,l2__pre_reset__whole_mean,-0.007172919672919775
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__pre_reset__whole_mean,-0.0155859187109188
D0_minus_D2,original,masked_accel_reencode,2,11,l2__pre_reset__whole_mean,-0.022758838383838575
D0_minus_D1,original,postencode_mask,2,11,l2__pre_reset__fixed250_ordered_mean,-0.026264129389129476
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__pre_reset__fixed250_ordered_mean,0.06195135882635883
D0_minus_D2,original,masked_accel_reencode,2,11,l2__pre_reset__fixed250_ordered_mean,0.03568722943722935
D0_minus_D1,original,postencode_mask,2,11,l2__spike__whole_mean,-0.0422679172679174
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__spike__whole_mean,0.06475769600769588
D0_minus_D2,original,masked_accel_reencode,2,11,l2__spike__whole_mean,0.022489778739778477
D0_minus_D1,original,postencode_mask,2,11,l2__spike__fixed250_ordered_mean,-0.061335076960077006
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__spike__fixed250_ordered_mean,0.03193392255892258
D0_minus_D2,original,masked_accel_reencode,2,11,l2__spike__fixed250_ordered_mean,-0.029401154401154428
D0_minus_D1,original,postencode_mask,2,11,l2__post_reset__whole_mean,-0.06721530784030794
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__post_reset__whole_mean,0.0081905363155364
D0_minus_D2,original,masked_accel_reencode,2,11,l2__post_reset__whole_mean,-0.059024771524771535
D0_minus_D1,original,postencode_mask,2,11,l2__post_reset__fixed250_ordered_mean,-0.009266774891774743
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__post_reset__fixed250_ordered_mean,0.06276154401154399
D0_minus_D2,original,masked_accel_reencode,2,11,l2__post_reset__fixed250_ordered_mean,0.05349476911976925
D0_minus_D1,original,postencode_mask,2,11,l2__spike__whole_count,-0.056093674843674945
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__spike__whole_count,-0.001694023569023595
D0_minus_D2,original,masked_accel_reencode,2,11,l2__spike__whole_count,-0.05778769841269854
D0_minus_D1,original,postencode_mask,2,11,l2__spike__fixed250_count,-0.02881643819143831
D1_minus_D2,postencode_mask,masked_accel_reencode,2,11,l2__spike__fixed250_count,0.06141774891774893
D0_minus_D2,original,masked_accel_reencode,2,11,l2__spike__fixed250_count,0.03260131072631062
D0_minus_D1,original,postencode_mask,2,23,input__events__whole_count,-0.06383928571428577
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,input__events__whole_count,-0.026124338624338495
D0_minus_D2,original,masked_accel_reencode,2,23,input__events__whole_count,-0.08996362433862426
D0_minus_D1,original,postencode_mask,2,23,input__events__fixed250_count,-0.004100529100529271
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,input__events__fixed250_count,0.05473935786435802
D0_minus_D2,original,masked_accel_reencode,2,23,input__events__fixed250_count,0.05063882876382875
D0_minus_D1,original,postencode_mask,2,23,l1__syn_current__whole_mean,-0.021663059163059217
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__syn_current__whole_mean,-0.049520502645502784
D0_minus_D2,original,masked_accel_reencode,2,23,l1__syn_current__whole_mean,-0.071183561808562
D0_minus_D1,original,postencode_mask,2,23,l1__syn_current__fixed250_ordered_mean,0.01041666666666674
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__syn_current__fixed250_ordered_mean,-0.04684193121693114
D0_minus_D2,original,masked_accel_reencode,2,23,l1__syn_current__fixed250_ordered_mean,-0.0364252645502644
D0_minus_D1,original,postencode_mask,2,23,l1__pre_reset__whole_mean,0.07361411736411749
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__pre_reset__whole_mean,-0.08606451418951433
D0_minus_D2,original,masked_accel_reencode,2,23,l1__pre_reset__whole_mean,-0.012450396825396837
D0_minus_D1,original,postencode_mask,2,23,l1__pre_reset__fixed250_ordered_mean,-0.011676286676286618
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__pre_reset__fixed250_ordered_mean,-0.048426226551226415
D0_minus_D2,original,masked_accel_reencode,2,23,l1__pre_reset__fixed250_ordered_mean,-0.06010251322751303
D0_minus_D1,original,postencode_mask,2,23,l1__spike__whole_mean,-0.009110449735449666
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__spike__whole_mean,0.022730278980278962
D0_minus_D2,original,masked_accel_reencode,2,23,l1__spike__whole_mean,0.013619829244829296
D0_minus_D1,original,postencode_mask,2,23,l1__spike__fixed250_ordered_mean,-0.002196067821067904
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__spike__fixed250_ordered_mean,0.020861892736892707
D0_minus_D2,original,masked_accel_reencode,2,23,l1__spike__fixed250_ordered_mean,0.018665824915824802
D0_minus_D1,original,postencode_mask,2,23,l1__post_reset__whole_mean,0.04264820827320831
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__post_reset__whole_mean,-0.03839285714285712
D0_minus_D2,original,masked_accel_reencode,2,23,l1__post_reset__whole_mean,0.004255351130351193
D0_minus_D1,original,postencode_mask,2,23,l1__post_reset__fixed250_ordered_mean,0.008244648869648707
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__post_reset__fixed250_ordered_mean,-0.04750330687830684
D0_minus_D2,original,masked_accel_reencode,2,23,l1__post_reset__fixed250_ordered_mean,-0.03925865800865813
D0_minus_D1,original,postencode_mask,2,23,l1__spike__whole_count,-0.014974146224146223
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__spike__whole_count,0.058491161616161635
D0_minus_D2,original,masked_accel_reencode,2,23,l1__spike__whole_count,0.04351701539201541
D0_minus_D1,original,postencode_mask,2,23,l1__spike__fixed250_count,0.06821338383838405
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l1__spike__fixed250_count,0.01775042087542089
D0_minus_D2,original,masked_accel_reencode,2,23,l1__spike__fixed250_count,0.08596380471380494
D0_minus_D1,original,postencode_mask,2,23,l2__syn_current__whole_mean,-0.0030197811447811307
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__syn_current__whole_mean,0.01771434583934589
D0_minus_D2,original,masked_accel_reencode,2,23,l2__syn_current__whole_mean,0.01469456469456476
D0_minus_D1,original,postencode_mask,2,23,l2__syn_current__fixed250_ordered_mean,-0.02922378547378557
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__syn_current__fixed250_ordered_mean,-0.021841931216931232
D0_minus_D2,original,masked_accel_reencode,2,23,l2__syn_current__fixed250_ordered_mean,-0.0510657166907168
D0_minus_D1,original,postencode_mask,2,23,l2__pre_reset__whole_mean,0.0014445045695046232
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__pre_reset__whole_mean,0.04610690235690229
D0_minus_D2,original,masked_accel_reencode,2,23,l2__pre_reset__whole_mean,0.047551406926406914
D0_minus_D1,original,postencode_mask,2,23,l2__pre_reset__fixed250_ordered_mean,-0.058724146224146345
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__pre_reset__fixed250_ordered_mean,0.01286676286676286
D0_minus_D2,original,masked_accel_reencode,2,23,l2__pre_reset__fixed250_ordered_mean,-0.045857383357383485
D0_minus_D1,original,postencode_mask,2,23,l2__spike__whole_mean,-0.059014249639249616
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__spike__whole_mean,0.04933411495911494
D0_minus_D2,original,masked_accel_reencode,2,23,l2__spike__whole_mean,-0.009680134680134678
D0_minus_D1,original,postencode_mask,2,23,l2__spike__fixed250_ordered_mean,-0.010449735449735487
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__spike__fixed250_ordered_mean,0.01587602212602207
D0_minus_D2,original,masked_accel_reencode,2,23,l2__spike__fixed250_ordered_mean,0.005426286676286585
D0_minus_D1,original,postencode_mask,2,23,l2__post_reset__whole_mean,-0.013858826358826404
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__post_reset__whole_mean,-0.011595117845117797
D0_minus_D2,original,masked_accel_reencode,2,23,l2__post_reset__whole_mean,-0.0254539442039442
D0_minus_D1,original,postencode_mask,2,23,l2__post_reset__fixed250_ordered_mean,-0.03899561087061082
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__post_reset__fixed250_ordered_mean,-0.006032046657046819
D0_minus_D2,original,masked_accel_reencode,2,23,l2__post_reset__fixed250_ordered_mean,-0.04502765752765764
D0_minus_D1,original,postencode_mask,2,23,l2__spike__whole_count,-0.04810155122655119
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__spike__whole_count,0.03861982924482926
D0_minus_D2,original,masked_accel_reencode,2,23,l2__spike__whole_count,-0.009481721981721924
D0_minus_D1,original,postencode_mask,2,23,l2__spike__fixed250_count,0.0073638167388166975
D1_minus_D2,postencode_mask,masked_accel_reencode,2,23,l2__spike__fixed250_count,0.06904310966810978
D0_minus_D2,original,masked_accel_reencode,2,23,l2__spike__fixed250_count,0.07640692640692648
D0_minus_D1,original,postencode_mask,2,37,input__events__whole_count,-0.06383928571428577
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,input__events__whole_count,-0.026124338624338495
D0_minus_D2,original,masked_accel_reencode,2,37,input__events__whole_count,-0.08996362433862426
D0_minus_D1,original,postencode_mask,2,37,input__events__fixed250_count,-0.004100529100529271
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,input__events__fixed250_count,0.05473935786435802
D0_minus_D2,original,masked_accel_reencode,2,37,input__events__fixed250_count,0.05063882876382875
D0_minus_D1,original,postencode_mask,2,37,l1__syn_current__whole_mean,-0.010830026455026565
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__syn_current__whole_mean,-0.08783369408369418
D0_minus_D2,original,masked_accel_reencode,2,37,l1__syn_current__whole_mean,-0.09866372053872074
D0_minus_D1,original,postencode_mask,2,37,l1__syn_current__fixed250_ordered_mean,0.008793290043289992
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__syn_current__fixed250_ordered_mean,0.0026815776815777292
D0_minus_D2,original,masked_accel_reencode,2,37,l1__syn_current__fixed250_ordered_mean,0.011474867724867721
D0_minus_D1,original,postencode_mask,2,37,l1__pre_reset__whole_mean,0.060009319384319415
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__pre_reset__whole_mean,-0.07859698172198176
D0_minus_D2,original,masked_accel_reencode,2,37,l1__pre_reset__whole_mean,-0.018587662337662347
D0_minus_D1,original,postencode_mask,2,37,l1__pre_reset__fixed250_ordered_mean,0.034758297258297266
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__pre_reset__fixed250_ordered_mean,0.00337602212602206
D0_minus_D2,original,masked_accel_reencode,2,37,l1__pre_reset__fixed250_ordered_mean,0.038134319384319326
D0_minus_D1,original,postencode_mask,2,37,l1__spike__whole_mean,-0.02955597643097646
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__spike__whole_mean,0.010084475709475682
D0_minus_D2,original,masked_accel_reencode,2,37,l1__spike__whole_mean,-0.01947150072150078
D0_minus_D1,original,postencode_mask,2,37,l1__spike__fixed250_ordered_mean,0.023233826358826315
D1_minus_D2,postencode_mask,masked_accel_reencode,2,37,l1__spike__fixed250_ordered_mean,-0.028945707070707094
