architecture,objective,seed,feature_dim,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy
B,timestep_ce,101,64,L3,0.01,0.5616438356164384,0.5379231879231878,0.5283058392287601,full_count,0.48297859547859545
C,timestep_ce,11,2048,L1,0.1,0.5205479452054794,0.5170378232878232,0.5154971390265508,fixed250,0.5333453583453583
C,timestep_ce,23,2048,L1,0.1,0.5753424657534246,0.5661206848706849,0.5645173233535302,fixed250,0.46360028860028857
C,timestep_ce,101,2048,L1,0.1,0.4794520547945205,0.46702186702186704,0.47382244724198747,fixed250,0.4921837421837422
C,timestep_ce,11,128,L1,1.0,0.5136986301369864,0.500019425019425,0.48775418644240043,full_count,0.5223665223665223
C,timestep_ce,23,128,L1,10.0,0.4041095890410959,0.39976412476412476,0.3727321090603823,full_count,0.4623857623857624
C,timestep_ce,101,128,L1,10.0,0.410958904109589,0.40830280830280824,0.40525424204629007,full_count,0.41099687349687347
C,timestep_ce,11,2048,L2,0.01,0.6301369863013698,0.6112956487956488,0.6205333636185167,fixed250,0.5228234728234729
C,timestep_ce,23,2048,L2,0.01,0.6232876712328768,0.605406399156399,0.6078223154360425,fixed250,0.47189754689754687
C,timestep_ce,101,2048,L2,0.01,0.5958904109589042,0.5774773837273838,0.5776379853409886,fixed250,0.52252886002886
C,timestep_ce,11,128,L2,0.1,0.6095890410958904,0.5983238983238983,0.5970533901067827,full_count,0.48108465608465617
C,timestep_ce,23,128,L2,0.1,0.547945205479452,0.5414335664335664,0.5518176109101235,full_count,0.4192580567580568
C,timestep_ce,101,128,L2,0.01,0.547945205479452,0.5286047286047286,0.5048690714071838,full_count,0.45394420394420404
C,timestep_ce,11,1024,L3,0.01,0.5547945205479452,0.5375152625152625,0.5312514297292781,fixed250,0.4893217893217892
C,timestep_ce,23,1024,L3,0.1,0.5136986301369864,0.5035082972582973,0.4894457847183098,fixed250,0.42130230880230884
C,timestep_ce,101,1024,L3,0.1,0.5068493150684932,0.49542263292263294,0.48685356490266357,fixed250,0.4795093795093795
C,timestep_ce,11,64,L3,10.0,0.4931506849315068,0.4756486568986568,0.47019886705019753,full_count,0.4888648388648389
C,timestep_ce,23,64,L3,0.01,0.5,0.49013070263070263,0.4810941698702589,full_count,0.43344155844155846
C,timestep_ce,101,64,L3,0.1,0.4863013698630137,0.47106920856920853,0.4613818749908069,full_count,0.41942039442039447
D,timestep_ce,11,2048,L1,1.0,0.4315068493150685,0.4232205294705294,0.41074261847188076,fixed250,0.4160894660894661
D,timestep_ce,23,2048,L1,0.01,0.5068493150684932,0.4931450493950494,0.4734846276454449,fixed250,0.42914261664261666
D,timestep_ce,101,2048,L1,0.01,0.4931506849315068,0.48778790653790655,0.4748274613860204,fixed250,0.4795995670995672
D,timestep_ce,11,128,L1,10.0,0.3013698630136986,0.30603909978909977,0.28949963928178307,full_count,0.3739237614237614
D,timestep_ce,23,128,L1,1.0,0.4657534246575342,0.45881271506271504,0.43656502367028677,full_count,0.4340668590668591
D,timestep_ce,101,128,L1,1.0,0.363013698630137,0.3607066544566544,0.3494008807340629,full_count,0.48300865800865805
D,timestep_ce,11,2048,L2,0.1,0.4931506849315068,0.4865856365856365,0.4724435370034281,fixed250,0.4984487734487734
D,timestep_ce,23,2048,L2,0.01,0.6095890410958904,0.6003468753468754,0.5943939570777806,fixed250,0.5128427128427129
D,timestep_ce,101,2048,L2,0.1,0.541095890410959,0.5283653846153846,0.5192860433589334,fixed250,0.48834175084175085
D,timestep_ce,11,128,L2,0.1,0.5547945205479452,0.5455350205350206,0.5436911859108654,full_count,0.42266113516113507
D,timestep_ce,23,128,L2,0.1,0.5547945205479452,0.5460449272949272,0.5313862823751262,full_count,0.4946548821548822
D,timestep_ce,101,128,L2,0.1,0.5958904109589042,0.5916146353646353,0.5781885661734982,full_count,0.5038419913419913
D,timestep_ce,11,1024,L3,0.01,0.547945205479452,0.5312111499611499,0.5265401711015301,fixed250,0.5271524771524773
D,timestep_ce,23,1024,L3,0.1,0.4863013698630137,0.4705648518148518,0.4553198989590377,fixed250,0.4681036556036556
D,timestep_ce,101,1024,L3,0.01,0.5342465753424658,0.525175518925519,0.5192562883739353,fixed250,0.47920875420875425
D,timestep_ce,11,64,L3,1.0,0.4863013698630137,0.47618978243978244,0.47091416804311775,full_count,0.4197570947570948
D,timestep_ce,23,64,L3,0.001,0.4794520547945205,0.46301337551337557,0.42690305826760017,full_count,0.44762506012506015
D,timestep_ce,101,64,L3,0.01,0.5547945205479452,0.5467372904872905,0.5390690897937275,full_count,0.42510822510822505
E,timestep_ce,11,2048,L1,0.1,0.5205479452054794,0.5127990065490065,0.49766174627373067,fixed250,0.5029581529581529
E,timestep_ce,23,2048,L1,0.1,0.4589041095890411,0.4480984293484293,0.4564936264743726,fixed250,0.4200877825877826
E,timestep_ce,101,2048,L1,0.01,0.4726027397260274,0.46030982905982903,0.43226453952260396,fixed250,0.42619648869648863
E,timestep_ce,11,128,L1,1.0,0.4794520547945205,0.47143204018204005,0.45892816997270575,full_count,0.45768999518999526
E,timestep_ce,23,128,L1,1.0,0.4657534246575342,0.4481865356865356,0.43236665307317484,full_count,0.3806277056277056
E,timestep_ce,101,128,L1,0.1,0.4178082191780822,0.40598914973914974,0.39655615020495083,full_count,0.47140452140452144
E,timestep_ce,11,2048,L2,0.01,0.5958904109589042,0.582243450993451,0.5695831711631708,fixed250,0.47959956709956714
E,timestep_ce,23,2048,L2,0.01,0.5547945205479452,0.5455371017871018,0.5392865097628525,fixed250,0.4566197691197691
E,timestep_ce,101,2048,L2,0.01,0.6027397260273972,0.5913974913974914,0.5843736183932263,fixed250,0.4963023088023088
E,timestep_ce,11,128,L2,0.1,0.6095890410958904,0.593922743922744,0.5923255102429331,full_count,0.485491822991823
E,timestep_ce,23,128,L2,0.1,0.5273972602739726,0.5123952436452436,0.5060974880382776,full_count,0.4425685425685426
E,timestep_ce,101,128,L2,0.01,0.547945205479452,0.5274093961593962,0.5087813007863063,full_count,0.5157527657527656
E,timestep_ce,11,1024,L3,0.01,0.6164383561643836,0.6008429070929071,0.5883400460574092,fixed250,0.5237854737854738
E,timestep_ce,23,1024,L3,0.1,0.5,0.48421647796647793,0.4717903004134889,fixed250,0.44987373737373737
E,timestep_ce,101,1024,L3,0.01,0.5205479452054794,0.5072302697302697,0.5012373534946862,fixed250,0.504635642135642
E,timestep_ce,11,64,L3,0.01,0.5547945205479452,0.5356102231102231,0.5098583565617364,full_count,0.5096981721981723
E,timestep_ce,23,64,L3,0.1,0.4863013698630137,0.47021728271728264,0.46339999032631435,full_count,0.4383056758056758
E,timestep_ce,101,64,L3,0.01,0.5068493150684932,0.4877650127650128,0.4747083152066515,full_count,0.4793109668109668
