objective,architecture,split,scope,layer,shift,mean_neurons,mean_firing_rate,sd_neurons,sd_firing_rate
timestep_ce,C,train,tau_subgroup,L2,2,43.0,0.045253416457603106,0.0,0.002209078405068705
timestep_ce,C,train,tau_subgroup,L2,3,43.0,0.07529209500191049,0.0,0.019062234213137998
timestep_ce,C,train,tau_subgroup,L2,4,42.0,0.17571614931221005,0.0,0.01698030861368319
timestep_ce,C,train,whole_layer,L1,-1,128.0,0.020254901016631216,0.0,0.002569315145754818
timestep_ce,C,train,whole_layer,L2,-1,128.0,0.09815261924899928,0.0,0.009679265443004336
timestep_ce,C,train,whole_layer,L3,-1,64.0,0.32485128767704513,0.0,0.039438469266583544
timestep_ce,C,val,tau_subgroup,L1,2,43.0,0.0008744833912806179,0.0,0.0004483351700681635
timestep_ce,C,val,tau_subgroup,L1,3,43.0,0.00689991214334178,0.0,0.0019546774206594367
timestep_ce,C,val,tau_subgroup,L1,4,42.0,0.037618113994200376,0.0,0.003540908452854131
timestep_ce,C,val,tau_subgroup,L2,2,43.0,0.0338741519722833,0.0,0.0033949670071689933
timestep_ce,C,val,tau_subgroup,L2,3,43.0,0.05774788882015517,0.0,0.015501138141482351
timestep_ce,C,val,tau_subgroup,L2,4,42.0,0.15756800481583205,0.0,0.021496418604124927
timestep_ce,C,val,whole_layer,L1,-1,128.0,0.01495515465425921,0.0,0.0017335699532147533
timestep_ce,C,val,whole_layer,L2,-1,128.0,0.08248128090890469,0.0,0.010777861253946938
timestep_ce,C,val,whole_layer,L3,-1,64.0,0.2866073910689726,0.0,0.03632627577061993
timestep_ce,D,test,tau_subgroup,L1,2,64.0,0.0023608349900596424,0.0,0.00024512882291998205
timestep_ce,D,test,tau_subgroup,L1,3,64.0,0.026998167246520877,0.0,0.00040656197836254457
timestep_ce,D,test,tau_subgroup,L2,2,32.0,0.030602841285619617,0.0,0.0024291452128146524
timestep_ce,D,test,tau_subgroup,L2,3,32.0,0.05870074690744422,0.0,0.014192601166017251
timestep_ce,D,test,tau_subgroup,L2,4,32.0,0.13994418903247183,0.0,0.012558935621745999
timestep_ce,D,test,tau_subgroup,L2,5,32.0,0.2538449856417053,0.0,0.022094734192689314
timestep_ce,D,test,whole_layer,L1,-1,128.0,0.014679501118290259,0.0,0.00020126219833689507
timestep_ce,D,test,whole_layer,L2,-1,128.0,0.12077319071681025,0.0,0.007127370916222789
timestep_ce,D,test,whole_layer,L3,-1,64.0,0.3381309366026066,0.0,0.020639668194159796
timestep_ce,D,train,tau_subgroup,L1,2,64.0,0.0024560911339262287,0.0,0.00024055220290873845
timestep_ce,D,train,tau_subgroup,L1,3,64.0,0.02310815733498585,0.0,0.0005311293717484962
timestep_ce,D,train,tau_subgroup,L2,2,32.0,0.02702241082843441,0.0,0.0030859043049676644
timestep_ce,D,train,tau_subgroup,L2,3,32.0,0.04882209512005851,0.0,0.012096087599798694
timestep_ce,D,train,tau_subgroup,L2,4,32.0,0.1190502858402979,0.0,0.01722924829844657
timestep_ce,D,train,tau_subgroup,L2,5,32.0,0.22394934848510226,0.0,0.023978950711742844
timestep_ce,D,train,whole_layer,L1,-1,128.0,0.012782124234456039,0.0,0.000379612505639781
timestep_ce,D,train,whole_layer,L2,-1,128.0,0.10471103506847328,0.0,0.010875244834916913
timestep_ce,D,train,whole_layer,L3,-1,64.0,0.3271683317422301,0.0,0.026717840466461248
timestep_ce,D,val,tau_subgroup,L1,2,64.0,0.0011284493606063268,0.0,0.00017097493189093525
timestep_ce,D,val,tau_subgroup,L1,3,64.0,0.017273779738389956,0.0,0.0007525817555535372
timestep_ce,D,val,tau_subgroup,L2,2,32.0,0.01705385099347438,0.0,0.001730984454427036
timestep_ce,D,val,tau_subgroup,L2,3,32.0,0.036244805840868526,0.0,0.012611027101894027
timestep_ce,D,val,tau_subgroup,L2,4,32.0,0.09995830041260645,0.0,0.014315312525896073
timestep_ce,D,val,tau_subgroup,L2,5,32.0,0.19421582828548856,0.0,0.022640797778999393
timestep_ce,D,val,whole_layer,L1,-1,128.0,0.009201114549498143,0.0,0.0004521865810017722
timestep_ce,D,val,whole_layer,L2,-1,128.0,0.08686819638310946,0.0,0.009726624730447123
timestep_ce,D,val,whole_layer,L3,-1,64.0,0.28844546498697804,0.0,0.027490294469130303
timestep_ce,E,test,tau_subgroup,L1,2,64.0,0.0024255508614976803,0.0,0.0005239012607104207
timestep_ce,E,test,tau_subgroup,L1,3,64.0,0.03165425847691628,0.0,0.004014580079709326
timestep_ce,E,test,tau_subgroup,L2,2,43.0,0.039154607240279256,0.0,0.0106047406891462
timestep_ce,E,test,tau_subgroup,L2,3,43.0,0.09189950734867282,0.0,0.025992622827040304
timestep_ce,E,test,tau_subgroup,L2,4,42.0,0.24548870796385705,0.0,0.04058518961977616
timestep_ce,E,test,whole_layer,L1,-1,128.0,0.01703990466920698,0.0,0.0020994348702562823
timestep_ce,E,test,whole_layer,L2,-1,128.0,0.1245769739203667,0.0,0.008722442132609743
timestep_ce,E,test,whole_layer,L3,-1,64.0,0.33320217583388556,0.0,0.0016450205933354687
timestep_ce,E,train,tau_subgroup,L1,2,64.0,0.002437772511319164,0.0,0.00044834918728952776
timestep_ce,E,train,tau_subgroup,L1,3,64.0,0.02672320665918569,0.0,0.0024952833298708104
timestep_ce,E,train,tau_subgroup,L2,2,43.0,0.03310987778431703,0.0,0.0061442193626553435
timestep_ce,E,train,tau_subgroup,L2,3,43.0,0.07493180847090113,0.0,0.022507861515025734
timestep_ce,E,train,tau_subgroup,L2,4,42.0,0.2056619879990674,0.0,0.03041720561574609
timestep_ce,E,train,whole_layer,L1,-1,128.0,0.014580489585252427,0.0,0.0014016777893601884
timestep_ce,E,train,whole_layer,L2,-1,128.0,0.10377809378855633,0.0,0.006050533052745685
timestep_ce,E,train,whole_layer,L3,-1,64.0,0.3102379118026362,0.0,0.006381315735173882
timestep_ce,E,val,tau_subgroup,L1,2,64.0,0.0010822688964972347,0.0,0.00026079563063594226
timestep_ce,E,val,tau_subgroup,L1,3,64.0,0.02061203289146402,0.0,0.0021735144572112173
timestep_ce,E,val,tau_subgroup,L2,2,43.0,0.022319402166405003,0.0,0.004542610624113672
timestep_ce,E,val,tau_subgroup,L2,3,43.0,0.06167387690132085,0.0,0.020764574125288076
timestep_ce,E,val,tau_subgroup,L2,4,42.0,0.18315489950991662,0.0,0.0319462971625668
timestep_ce,E,val,whole_layer,L1,-1,128.0,0.010847150893980627,0.0,0.0011543761680033334
timestep_ce,E,val,whole_layer,L2,-1,128.0,0.08831419358850555,0.0,0.006314903149699582
timestep_ce,E,val,whole_layer,L3,-1,64.0,0.2792614966494016,0.0,0.006998347626747942
