architecture,objective,seed,feature_dim,group_neurons,layer,probe_C,probe_test_accuracy,probe_test_balanced_accuracy,probe_test_macro_f1,probe_type,probe_val_balanced_accuracy,shift,tau_syn_ms
E,timestep_ce,23,688,43,L2,0.1,0.4931506849315068,0.4919677544677545,0.4831100128429405,fixed250,0.4538780663780663,3,117.0136826471659
E,timestep_ce,101,688,43,L2,0.01,0.5068493150684932,0.4947947885447885,0.49791370317686096,fixed250,0.39917628667628663,3,117.0136826471659
E,timestep_ce,11,43,43,L2,0.1,0.4246575342465753,0.4083347208347208,0.3895067158269649,full_count,0.34666305916305923,3,117.0136826471659
E,timestep_ce,23,43,43,L2,1.0,0.4178082191780822,0.40971667221667213,0.4039154792351723,full_count,0.36743626743626745,3,117.0136826471659
E,timestep_ce,101,43,43,L2,0.01,0.4246575342465753,0.405067155067155,0.3879506201068829,full_count,0.3742845117845118,3,117.0136826471659
E,timestep_ce,11,672,42,L2,0.1,0.5205479452054794,0.5120705683205683,0.5027113200887711,fixed250,0.49647065897065906,4,242.10347130039656
E,timestep_ce,23,672,42,L2,0.1,0.5205479452054794,0.501444388944389,0.5027168613519922,fixed250,0.4733585858585858,4,242.10347130039656
E,timestep_ce,101,672,42,L2,0.01,0.541095890410959,0.5265664890664891,0.5081663406740806,fixed250,0.515909090909091,4,242.10347130039656
E,timestep_ce,11,42,42,L2,1.0,0.4863013698630137,0.4751526251526251,0.47511940866779584,full_count,0.4490500240500241,4,242.10347130039656
E,timestep_ce,23,42,42,L2,1.0,0.4657534246575342,0.4436591186591186,0.44001345170890316,full_count,0.44789562289562285,4,242.10347130039656
E,timestep_ce,101,42,42,L2,0.1,0.5273972602739726,0.5104700854700853,0.5114624458769869,full_count,0.4766654641654642,4,242.10347130039656
